"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"SLC26A2",-0.431,0.552169071265703,-0.4,0.55,"-0.4","0.55","NS",NA
"SLC26A6",0.0852,0.888216712869567,0.1,0.89,"0.1","0.89","NS",NA
"SLC27A2",-0.252,0.875274182789984,-0.3,0.88,"-0.3","0.88","NS",NA
"SLC27A3",-0.439,0.813380392635342,-0.4,0.81,"-0.4","0.81","NS",NA
"SLC27A4",-0.08,0.931880578075448,-0.1,0.93,"-0.1","0.93","NS",NA
"SLC29A1",-0.365,0.574949196089208,-0.4,0.57,"-0.4","0.57","NS",NA
"SLC2A1",-0.322,0.460902190047857,-0.3,0.46,"-0.3","0.46","NS",NA
"SLC2A10",2.81,0.532575733821787,2.8,0.53,"2.8","0.53","NS",NA
"SLC2A13",-1.53,0.0533477406818837,-1.5,0.05,"-1.5","0.05","NS",NA
"SLC30A1",0.269,0.289282873381188,0.3,0.29,"0.3","0.29","NS",NA
"SLC30A5",-0.468,0.390909755292117,-0.5,0.39,"-0.5","0.39","NS",NA
"SLC30A7",-0.806,0.250070806455658,-0.8,0.25,"-0.8","0.25","NS",NA
"SLC30A9",-0.339,0.221010542793194,-0.3,0.22,"-0.3","0.22","NS",NA
"SLC31A1",-0.547,0.686656168568978,-0.5,0.69,"-0.5","0.69","NS",NA
"SLC33A1",-0.126,0.758739700977787,-0.1,0.76,"-0.1","0.76","NS",NA
"SLC35B1",-0.158,0.78543278618027,-0.2,0.79,"-0.2","0.79","NS",NA
"SLC35B2",-0.711,0.189594454265875,-0.7,0.19,"-0.7","0.19","NS",NA
"SLC35E1",-0.118,0.90707549498745,-0.1,0.91,"-0.1","0.91","NS",NA
"SLC35F2",0.502,0.724477384694159,0.5,0.72,"0.5","0.72","NS",NA
"SLC37A3",-0.748,0.0213322595323746,-0.7,0.02,"-0.7","0.02","NS",NA
"SLC37A4",-0.438,0.542835530174016,-0.4,0.54,"-0.4","0.54","NS",NA
"SLC38A1",-0.717,0.164197381914674,-0.7,0.16,"-0.7","0.16","NS",NA
"SLC38A10",3.37,0.0340142903903076,3.4,0.03,"3.4","0.03","NS",NA
"SLC38A2",-0.712,0.109387266385344,-0.7,0.11,"-0.7","0.11","NS",NA
"SLC38A9",-0.246,0.788834788939702,-0.2,0.79,"-0.2","0.79","NS",NA
"SLC39A1",-0.124,0.947453808471155,-0.1,0.95,"-0.1","0.95","NS",NA
"SLC39A11",-1.06,0.231903966351389,-1.1,0.23,"-1.1","0.23","NS",NA
"SLC39A14",-0.222,0.468470753217477,-0.2,0.47,"-0.2","0.47","NS",NA
