"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","miss_1_raw","miss_2_raw","miss_pair","label"
"DDIT4",-0.0414,0.9664490395929,0,0.97,"-0.0","0.97","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DDR2",0.114,0.778275284263069,0.1,0.78,"0.1","0.78","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DDX19A",-0.494,0.327839580654508,-0.5,0.33,"-0.5","0.33","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"DDX28",0.177,0.512253624874007,0.2,0.51,"0.2","0.51","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DGCR2",-0.0438,0.928896122239178,0,0.93,"-0.0","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DGCR6",-4.17,6.6208463120493e-06,-4.2,0,"-4.2","<0.01","Down","MNAR_0of3","MAR_2of3","MNAR vs MAR",NA
"DGCR6L",0.214,0.821051228889743,0.2,0.82,"0.2","0.82","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"DHDDS",3.87,0.16531072176692,3.9,0.17,"3.9","0.17","NS","MAR_2of3","MNAR_0of3","MAR vs MNAR",NA
"DHRS13",0.863,NA,0.9,NA,"0.9",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DKK1",0.67,0.326541379321702,0.7,0.33,"0.7","0.33","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DLX1",0.63,NA,0.6,NA,"0.6",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DLX6",6.05,3.64314166987662e-09,6,0,"6.0","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR","DLX6"
"DMTN",-3,1.89048502988252e-05,-3,0,"-3.0","<0.01","Down","MNAR_0of3","MAR_1of3","MNAR vs MAR",NA
"DNA2",0.132,0.813293502013835,0.1,0.81,"0.1","0.81","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"DNAJB5",1.84,0.362735821703009,1.8,0.36,"1.8","0.36","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"DNAL4",-0.215,0.570865944812728,-0.2,0.57,"-0.2","0.57","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"DNLZ",1.14,0.0658343692685556,1.1,0.07,"1.1","0.07","NS","Present_3of3","Present_3of3","Present vs Present",NA
"DOLK",1.74,NA,1.7,NA,"1.7",NA,"NS","MNAR_0of3","MNAR_0of3","MNAR vs MNAR",NA
"DPH7",-0.805,0.420852435565344,-0.8,0.42,"-0.8","0.42","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"DPM3",-0.534,0.135581098343008,-0.5,0.14,"-0.5","0.14","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EDIL3",0.714,0.58770920993831,0.7,0.59,"0.7","0.59","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EEF1AKMT1",0.826,0.575815106301803,0.8,0.58,"0.8","0.58","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"EEF1G",-0.596,0.0237540191651159,-0.6,0.02,"-0.6","0.02","Down","Present_3of3","Present_3of3","Present vs Present",NA
"EFNA5",1.11,0.177265994858612,1.1,0.18,"1.1","0.18","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EFR3A",-0.249,0.784361309352343,-0.2,0.78,"-0.2","0.78","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"EFR3B",0.647,0.809433792677625,0.6,0.81,"0.6","0.81","NS","MAR_1of3","MAR_1of3","MAR vs MAR",NA
"EGLN3",6.15,0.00851612712790546,6.2,0.01,"6.2","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"EGR1",0.867,0.34795863210973,0.9,0.35,"0.9","0.35","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EHD3",1.07,0.441515619984024,1.1,0.44,"1.1","0.44","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"EIF1",-0.3,0.570865944812728,-0.3,0.57,"-0.3","0.57","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EIF1B",-0.368,0.326937545850399,-0.4,0.33,"-0.4","0.33","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EIF3C",6.93,1.31719723996053e-06,6.9,0,"6.9","<0.01","Up","MAR_1of3","MNAR_0of3","MAR vs MNAR",NA
"EIF4ENIF1",-0.16,0.665433592350534,-0.2,0.67,"-0.2","0.67","NS","Present_3of3","Present_3of3","Present vs Present",NA
"EIF5",-0.41,0.135250743630485,-0.4,0.14,"-0.4","0.14","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ELOF1",0.122,0.926089632446641,0.1,0.93,"0.1","0.93","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ELOVL1",2.13,0.406695252848477,2.1,0.41,"2.1","0.41","NS","MAR_2of3","Present_3of3","MAR vs Present",NA
"ELOVL5",-0.0263,0.990284367072419,0,0.99,"-0.0","0.99","NS","Present_3of3","Present_3of3","Present vs Present",NA
"ENDOD1",0.152,0.75590648861122,0.2,0.76,"0.2","0.76","NS","Present_3of3","Present_3of3","Present vs Present",NA
