name,ID,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
ORC1,Q13415,0.9904969557848431,0.022274488090130717,0.5563661299990772,0.6909157173847437,0.966347274805458,0.01981941765192608,0.8805874151907993,0.8381504473575994,0.9,0.681,0.767,0.771,0.863,0.707,0.907,0.903,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00257,0.529,-0.128,-0.0861,-0.00911,-0.541,0.0325,-0.0441,0.292,0.823,0.294,-1.17,0.164,-0.375,0.282,-0.563,0.25
ORC2,Q13416,0.8711444963398716,0.005601514449371729,0.059444769715552195,0.8329282356081781,0.012522885704612567,0.8461033284604275,0.5999730255057301,0.02761835564773211,0.882,0.534,0.288,0.839,0.183,0.913,0.858,0.315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0296,0.559,0.36,-0.0384,0.494,-0.0354,0.0959,0.428,-0.101,0.428,-0.131,-0.559,0.258,-0.0755,0.393,-0.508,0.297
ORC3,Q9UBD5,0.7348756321658649,0.0016324520885179386,0.8752129043190742,0.6734356025978252,0.42195880102428696,5.394318978472594e-4,0.2893565661139232,0.5474124281354726,0.853,0.408,0.844,0.76,0.756,0.356,0.696,0.863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0719,0.763,-0.0333,-0.0895,-0.172,-0.863,-0.228,0.128,0.0103,0.701,-0.0616,-0.467,-0.023,0.315,-0.161,-0.38,0.0665
ORC4,O43929,0.8412173368471972,0.09259927930890706,0.9148903489285672,0.7971052917268908,0.7337135001080572,0.07082838275309503,0.8491655736580068,0.9601127381505223,0.876,0.795,0.85,0.826,0.832,0.798,0.904,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0764,0.666,0.0408,0.0981,-0.13,-0.719,-0.0726,0.0191,0.182,0.771,0.106,-0.311,0.223,0.0557,0.0521,-1.2,0.125
ORC5,O43913,0.5386832054640508,4.287338034707359e-4,0.806193266008846,0.9192457254156365,0.8069938303004747,0.0010329788015959677,0.5560102057199724,0.34036308504108037,0.78,0.311,0.832,0.866,0.843,0.413,0.846,0.803,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.153,1.03,0.0606,-0.025,-0.0604,-0.937,-0.146,0.238,0.0671,0.943,-0.0854,-0.624,0.128,0.35,0.00672,-0.939,0.153
ORC6,Q9Y5N6,0.9897199996585506,0.04901762777129613,0.7763524464085456,0.4911318875175925,0.00908657859024517,0.44384907691133524,0.0035719724768970298,0.6742688649993358,0.9,0.749,0.826,0.58,0.158,0.888,0.00973,0.885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00166,0.267,0.0367,0.0893,0.368,0.0995,0.421,-0.0543,-0.0543,0.214,-0.0526,-0.256,-0.0176,-0.0311,0.314,-0.00973,-0.107
OS9,Q13438,0.8103416285068508,0.003550226753207737,0.8903384146071986,0.8398512125815166,0.2969906459406341,0.022263652223767142,0.4758959255686651,0.920405068670625,0.87,0.48,0.846,0.842,0.696,0.717,0.818,0.911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.047,0.64,0.027,-0.0396,0.207,-0.479,0.14,0.0196,-0.385,0.301,-0.338,0.0238,-0.358,0.701,-0.178,0.552,-0.319
OSBP,P22059,0.4913644940418822,0.7295051347458584,0.792988722501421,0.9853621479555033,0.957192075588293,0.7702498687086644,0.7659650229958821,0.3542739347259303,0.753,0.903,0.829,0.881,0.862,0.909,0.892,0.809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.133,-0.0666,-0.0505,-0.00353,0.0103,-0.0563,0.0573,-0.18,-0.0947,-0.0281,0.0385,-0.00495,-0.145,0.155,-0.0844,0.306,-0.142
OSBPL10,Q9BXB5,0.6853680148615928,0.9165082294543125,0.42509921543782414,0.40270401804153755,0.5614988722681244,0.9423707464969795,0.29356381620540695,0.2228953886317746,0.839,0.912,0.709,0.44,0.798,0.917,0.7,0.732,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.123,-0.0318,-0.244,0.256,-0.177,-0.0219,0.323,-0.377,0.0518,-0.103,-0.0715,0.184,-0.192,0.162,-0.125,0.543,-0.449
OSBPL11,Q9BXB4,0.6782317087729433,0.17385449944547357,0.2738991954469494,0.43215093100772406,0.33795083466200926,0.4055975472230996,0.5177967258936207,0.9232415250150048,0.836,0.834,0.595,0.491,0.719,0.885,0.834,0.911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0777,-0.26,-0.208,-0.148,-0.181,0.157,-0.121,0.018,0.103,-0.235,0.0255,0.4,-0.104,0.0595,-0.078,-0.215,0.0435
OSBPL1A,Q9BXW6,0.9410970838637068,0.6336643403060862,0.9409476299182904,0.8238956584610331,0.8988212775517608,0.7820646715326048,0.7829302823204181,0.9404582944059519,0.893,0.897,0.854,0.836,0.855,0.91,0.895,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0346,0.224,0.0347,0.104,0.0596,-0.13,0.129,-0.035,0.205,0.395,0.171,0.101,0.24,-0.663,0.265,-0.85,0.136
OSBPL2,Q9H1P3,0.9593504226622523,0.6147858512492962,0.9898636558313709,0.8557683439575674,0.9507428625717551,0.6072851030483839,0.8944003962324383,0.885866269631058,0.896,0.895,0.86,0.847,0.861,0.9,0.909,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0617,0.612,-0.0154,0.22,-0.0748,-0.625,0.161,-0.174,0.295,0.845,0.234,0.462,0.28,-1.72,0.221,-0.673,0.0597
OSBPL3,Q9H4L5,0.8411295294660919,0.3603198409397884,0.435981014793803,0.422868696607792,0.4817031405074247,0.1626030642241914,0.3807921917682534,0.1739442796655462,0.876,0.872,0.715,0.475,0.776,0.844,0.769,0.683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0651,0.3,-0.255,0.262,-0.23,-0.465,0.287,-0.452,-0.0242,0.211,-0.0892,0.49,-0.279,0.753,-0.254,-0.267,-0.541
OSBPL6,Q9BZF3,0.600975924249707,0.053077758353092676,0.7467925017287036,0.17292190147731923,0.4092005262530336,0.028133358036300342,0.0681086635524459,0.12148593679570463,0.809,0.755,0.82,0.0911,0.751,0.735,0.255,0.602,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0745,-0.288,0.0459,0.198,0.118,0.332,0.27,-0.227,-0.133,-0.347,-0.0584,0.217,-0.087,0.219,-0.0148,0.49,-0.285
OSBPL8,Q9BZF1,0.25917895000787267,2.1561839160615798e-5,0.08988898066128036,0.2971893864863644,0.0693956709393963,0.023975620842355643,0.361557040246944,6.908038832401491e-4,0.509,0.141,0.357,0.266,0.393,0.723,0.756,0.0253,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.17,0.808,0.261,-0.157,0.281,-0.358,-0.137,0.587,-0.197,0.441,-0.367,-0.086,0.0637,0.164,0.0837,-0.323,0.22
OSBPL9,Q96SU4,0.4923986165668036,0.715487749993408,0.18483729430407264,0.9682784997276053,0.34967908394313485,0.9124637114760398,0.711099114796006,0.5332351792160162,0.753,0.902,0.493,0.878,0.725,0.915,0.883,0.861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.142,-0.0751,-0.279,-0.00818,-0.195,0.0226,0.0764,-0.129,0.122,-0.0953,-0.0202,0.26,-0.157,0.00218,-0.0727,0.111,-0.149
OSCP1,Q8WVF1,0.527848277456602,0.06974572499418319,0.616079455094045,0.23899546621217327,0.4590339078627217,0.05602875392435637,0.9602311031399213,0.9511316799651692,0.774,0.775,0.786,0.179,0.769,0.783,0.916,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.08,-3.22,-0.856,-2.04,1.27,3.41,0.0849,0.104,0.0785,-2.06,1.16,-0.15,-0.778,-0.569,1.35,-0.288,1.26
OSGEP,Q9NPF4,0.8377401272287291,0.04396798334359464,0.16749742176661195,0.856303922673445,0.6175340661055878,0.023656820768996223,0.28070950850303733,0.174397248094177,0.876,0.74,0.474,0.847,0.811,0.722,0.687,0.683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0328,0.34,-0.227,0.029,-0.0803,-0.388,0.175,-0.223,0.0145,0.322,-0.0184,0.227,-0.212,-0.0364,-0.0658,0.0106,-0.241
OSGEPL1,Q9H4B0,0.9363629207517591,0.5152388593480072,0.48787856183170664,0.6657424798360749,0.47186884581275534,0.1554378169844665,0.3285260106073813,0.8531928251224277,0.892,0.888,0.74,0.755,0.773,0.841,0.732,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0574,0.47,0.502,0.311,-0.521,-1.05,-0.711,0.133,0.206,0.733,0.263,0.818,0.708,1.04,-0.315,-3.85,0.396
OSTC,Q9NRP0,0.4402222093314879,0.8224351865017787,0.6052748074147272,0.43522550413257444,0.2744353304531422,0.5792139292946412,0.40395595776957205,0.6112743601603216,0.717,0.908,0.783,0.496,0.681,0.899,0.783,0.875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.174,0.0501,0.116,0.175,-0.248,-0.124,-0.188,0.114,0.147,0.0235,-0.0266,0.0818,0.263,-0.169,-0.101,-0.306,0.0872
OSTF1,Q92882,0.8672445843519285,0.1904724492825419,0.4387779786454413,0.6811128601844474,0.166452562300364,0.007775765289498101,0.8209543749549026,0.1840107003537922,0.881,0.839,0.716,0.765,0.58,0.623,0.9,0.694,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0839,-0.672,0.391,-0.207,0.712,1.47,0.114,0.682,-0.116,-0.872,-0.2,-0.172,0.275,-0.281,0.596,0.288,0.482
OSTM1,Q86WC4,0.6132354660220818,0.26497935616297,0.1602131947067458,0.4325686191190601,0.03575263221545794,0.00918493519757345,0.994486216178921,0.09619258580154283,0.813,0.856,0.466,0.492,0.298,0.639,0.919,0.545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.278,-0.622,0.791,-0.434,1.22,1.56,-0.00379,0.947,-0.654,-0.997,-0.376,-0.846,0.137,0.501,0.567,1.1,0.571
OTUB1,Q96FW1,0.7475979633852488,0.011016771550123762,0.401817106484867,0.7649682093674015,0.2847795953471558,0.05583454842427694,0.9523832523409976,0.41447220430482956,0.856,0.61,0.695,0.811,0.688,0.783,0.915,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.062,-0.533,-0.163,0.0576,-0.209,0.386,0.0115,-0.158,0.348,-0.248,0.286,0.0122,0.185,-0.632,0.139,-0.217,0.127
OTUD3,Q5T2D3,0.523444080213306,0.013115205343133185,0.8058651275304841,0.7606025659612002,0.12389423343925633,0.0014967871410499968,0.11129500935661105,0.48634401588468146,0.772,0.628,0.832,0.809,0.514,0.445,0.373,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.164,-0.69,0.063,0.0782,0.407,0.932,0.422,-0.179,0.0558,-0.469,0.22,-0.367,0.119,-0.249,0.462,0.187,0.0407
OTUD5,Q96G74,0.10107842521181973,0.004652271984191388,0.7892951306632351,0.46386520707678924,0.0717403395895764,0.003064019757606147,0.3868684724815541,0.4908856198902303,0.27,0.512,0.828,0.541,0.398,0.526,0.773,0.851,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.594,-1.1,0.0936,-0.258,0.658,1.17,0.306,-0.243,-0.204,-0.712,0.391,-0.125,-0.11,-0.405,0.454,0.563,0.148
OTUD6B,Q8N6M0,0.5356046766291995,1.1792764712424863e-5,0.40199308557584834,0.8285877605018864,0.24093929750455798,3.364949974582488e-6,0.07991177648471519,0.21968080172743037,0.778,0.119,0.695,0.838,0.656,0.0677,0.29,0.729,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.116,-1.07,-0.158,-0.0405,0.223,1.18,0.341,-0.234,0.222,-0.732,0.338,-0.312,0.0638,-0.454,0.445,0.325,0.104
OTUD7B,Q6GQQ9,0.5028028731377299,0.27743510372924496,0.3561321260384248,0.9914415344152823,0.011761126309577787,0.004445617629013669,0.08401982369730276,0.7875600634125498,0.76,0.859,0.665,0.883,0.178,0.566,0.303,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.136,-0.222,0.188,-0.00216,0.551,0.638,0.361,0.0543,-0.0231,-0.109,0.112,0.0971,0.165,-0.398,0.528,-0.538,0.167
OTULIN,Q96BN8,0.7637863125953812,0.3723834439816469,0.9745750244476936,0.9390915173958656,0.5949127418913072,0.26446717942074904,0.6258118538835757,0.7978737081832877,0.86,0.873,0.858,0.871,0.806,0.866,0.865,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0832,-0.249,-0.00881,-0.0211,0.148,0.313,0.135,-0.0709,0.0205,-0.145,0.104,0.293,0.0117,-0.259,0.168,-0.225,0.0328
OTULINL,Q9NUU6,0.5488522782534564,0.021385407511176242,0.02189970592944702,0.8058511372612978,0.9864536447395726,0.005804728884770772,0.03815431193921563,0.11917449650038754,0.785,0.677,0.153,0.829,0.865,0.594,0.151,0.597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.533,2.18,2.17,0.217,0.015,-2.7,-1.94,1.42,-1.04,1.67,-0.507,-0.383,1.13,0.214,-1.02,-0.98,0.915
OTX1,P32242,0.8693948600738063,0.30902304161905186,0.6221365866314659,0.311721352204079,0.563824300353868,0.15875121013112387,0.352691557685765,0.18535129224391547,0.882,0.864,0.788,0.286,0.798,0.842,0.75,0.696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0652,-0.409,0.196,-0.407,0.23,0.573,-0.373,0.537,-0.0989,-0.443,-0.0337,-0.596,0.0971,-0.0428,0.131,0.482,0.504
OVCA2,Q8WZ82,0.9543892854428104,0.0010030764876664692,0.7808196305715315,0.370473538852625,0.2428054449359105,5.429101132261892e-5,0.5753514180308237,0.4967976738954163,0.895,0.372,0.827,0.381,0.658,0.176,0.852,0.853,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0119,-0.792,-0.058,-0.188,0.247,1.05,0.117,0.142,0.0329,-0.771,0.021,0.276,-0.0251,-0.0598,0.28,0.0822,0.163
OXA1L,Q15070,0.25542979278567546,0.02656792053977646,0.5038002195214175,0.42117274964568696,0.13665396300737875,0.011723496555284284,0.0063229621600474845,0.014685071847165965,0.505,0.697,0.747,0.473,0.536,0.662,0.0224,0.242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.301,0.616,0.175,-0.211,-0.399,-0.714,-0.785,0.687,0.099,0.414,-0.202,0.0548,0.274,0.0749,-0.3,-0.9,0.485
OXCT1,P55809,0.7879526590841539,0.0019017318782461527,0.3277516119010868,0.5580275150721536,0.6117133757496163,0.011357264613059519,0.29160371664374174,0.07607328213603655,0.865,0.42,0.644,0.662,0.809,0.659,0.698,0.485,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0642,0.843,0.236,-0.14,0.121,-0.657,-0.255,0.441,-0.374,0.404,-0.439,-0.0153,-0.138,0.78,-0.253,0.0329,0.00219
OXR1,Q8N573,0.9473709650478432,0.3247260949430554,0.8698038207924269,0.9307805071857924,0.7995680389212363,0.24415508091879923,0.6147509954710348,0.7516694925806043,0.894,0.867,0.843,0.869,0.842,0.863,0.862,0.894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0478,-0.722,-0.119,0.0629,0.184,0.858,0.365,-0.229,0.265,-0.409,0.313,0.225,0.147,-0.0463,0.449,-1.03,0.0839
OXSM,Q9NWU1,0.4183916022123594,4.3509167322105055e-4,0.12900314130211427,0.4757684721244154,0.5577405399600108,0.01134039672312983,0.10199397834522554,0.005232464502543862,0.699,0.312,0.424,0.559,0.797,0.659,0.351,0.132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.144,0.733,0.275,-0.126,0.104,-0.485,-0.298,0.546,-0.354,0.235,-0.497,0.0793,-0.0782,0.738,-0.25,0.0782,0.0482
OXSR1,O95747,0.8244103258015615,0.2401127156553091,0.42979919463189586,0.7693700878720233,0.9217764215706262,0.14051790869115055,0.54994280570781,0.7793970045519995,0.873,0.851,0.711,0.813,0.858,0.836,0.844,0.897,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0476,-0.256,-0.171,-0.0629,0.021,0.325,0.129,-0.0601,0.198,-0.106,0.15,0.129,0.0273,-0.3,0.219,-0.407,0.0902
P2RX4,Q99571,0.7357325802591017,0.28898561907651726,0.2693850696342118,0.4580552670198341,0.3782842689665141,0.6015834605541215,0.33320425453254143,0.1367747203165384,0.853,0.861,0.59,0.532,0.738,0.9,0.735,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0813,0.259,0.27,-0.18,0.214,-0.126,-0.235,0.368,-0.392,-0.0517,-0.31,-0.106,-0.122,0.853,-0.178,0.248,0.0578
P3H1,Q32P28,0.527306023476579,0.0017646653657218958,0.15056173978917636,0.7278200456686097,0.5632257235541673,0.02747340712229221,0.22212391986594904,0.0217070483653445,0.774,0.414,0.454,0.793,0.798,0.733,0.612,0.289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.137,0.769,0.318,-0.0752,0.125,-0.507,-0.268,0.531,-0.203,0.43,-0.34,0.083,0.116,0.311,-0.0774,-0.511,0.191
P3H3,Q8IVL6,0.6102816852120665,0.024081775497138254,0.023847141676999414,0.4954151109331909,0.001970771818476691,0.5532962607889642,0.677718397288335,0.016342140600958493,0.812,0.688,0.161,0.586,0.0727,0.897,0.876,0.255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.107,0.505,0.506,-0.144,0.737,0.125,0.0872,0.543,-0.548,0.0644,-0.441,-0.31,-0.0417,0.448,0.189,0.537,0.102
P3H4,Q92791,0.7426812736079652,0.10233246909374706,0.22432618084727673,0.9860956227599644,0.20102393051118223,0.9547851213452461,0.9323501602563764,0.13235185229033442,0.855,0.801,0.537,0.881,0.62,0.917,0.913,0.622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.121,0.624,0.457,0.00643,0.482,-0.0209,0.0313,0.572,-0.00171,0.501,-0.123,-0.588,0.455,-0.522,0.48,-0.651,0.449
P4HA1,P13674,0.01913605358488799,0.14817894738390175,0.029874927335245025,0.5722818691994842,0.027895296647966368,0.10814765077290564,0.5942986569367339,0.7201343388578927,0.031,0.824,0.19,0.676,0.268,0.822,0.857,0.891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.388,0.229,0.356,-0.0874,0.361,-0.256,-0.0824,0.0553,-0.435,0.182,-0.0471,0.00491,-0.0792,0.405,-0.0742,0.036,0.00817
P4HA2,O15460,0.15698068462304307,0.15154792259521177,0.18111449258865958,0.7645540239647242,0.24304119757921888,0.09394877153278369,0.9050475648367884,0.7017104185588386,0.373,0.826,0.489,0.811,0.658,0.815,0.91,0.888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.23,0.233,0.217,0.0475,0.188,-0.275,0.0189,-0.0608,-0.282,0.182,-0.0517,0.169,-0.0649,0.334,-0.0935,-0.0806,-0.112
P4HB,P07237,0.621206684291266,0.00445931771159369,0.027812153972180603,0.4356320179559343,0.11947969758793835,0.05047545492293059,0.961731855421454,0.2945297445682335,0.817,0.507,0.18,0.497,0.506,0.776,0.916,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0872,0.558,0.413,0.138,0.283,-0.362,0.00845,0.187,-0.583,0.0617,-0.496,0.312,-0.17,0.78,-0.3,0.704,-0.309
PA2G4,Q9UQ80,0.7059625743984168,0.4169514908624309,0.9101891785578762,0.9887242362204154,0.8524346323617473,0.5328590146641172,0.9528387512891032,0.801950666820342,0.845,0.878,0.849,0.882,0.849,0.895,0.915,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.143,-0.309,0.0426,-0.00534,0.0703,0.237,0.0223,-0.0948,-0.496,-0.662,-0.353,0.0185,-0.453,0.735,-0.425,2.08,-0.448
PAAF1,Q9BRP4,0.677520024387545,1.7689107391794274e-4,0.35398657231722597,0.256046185516618,0.0017037110484612187,0.586203911715017,0.0010216466238139048,0.8422827024477788,0.836,0.261,0.664,0.203,0.0669,0.899,0.00124,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0808,-0.881,-0.182,-0.224,-0.695,0.106,-0.737,-0.0386,0.0519,-0.749,0.133,0.4,-0.13,0.365,-0.643,0.478,0.0941
PAAT,Q9H8K7,0.8632792495443207,0.06412517428568724,0.03596771712284549,0.9648054312401645,0.9191572200244704,0.05574262939805004,0.048481949099337646,0.0558853274037994,0.88,0.769,0.214,0.877,0.858,0.783,0.19,0.422,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.223,-2.5,-2.87,-0.0571,-0.131,2.6,2.69,-2.59,1.32,-1.4,1.1,0.916,-1.55,-0.819,1.19,0.73,-1.49
PABIR1,Q96E09,0.42409470161533347,0.24195749834263855,0.20920347036870657,0.96673434695168,0.7980098283651713,0.5235436313781576,0.14553751321886463,0.05155702971934116,0.704,0.852,0.516,0.877,0.842,0.895,0.46,0.407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.18,-1.75,-1.88,-0.0613,0.377,0.943,2.2,-3.01,-0.0808,-0.647,1.1,1.5,-1.97,-0.876,0.296,2.57,-1.9
PABIR2,Q7Z309,0.8278825768413381,0.6008312663482972,0.14965982459259042,0.3094912860072851,0.032724276279490754,0.016939101316018983,0.08076820623471755,0.8161479583402942,0.874,0.894,0.453,0.283,0.288,0.694,0.293,0.901,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0508,-0.123,0.346,0.241,0.53,0.602,0.425,0.0544,-0.0912,-0.163,-0.0403,-0.671,0.255,-0.0573,0.439,0.315,0.014
PABPC1,P11940,0.33631491258283863,0.2052187709371938,0.9288936309811273,0.8652298264055409,0.5429488930020075,0.7714341255253918,0.7250741715082305,0.2266925624585862,0.614,0.843,0.852,0.85,0.793,0.909,0.885,0.735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.168,-0.224,-0.0154,0.0294,-0.106,-0.0503,-0.0609,-0.213,-0.129,-0.185,0.0391,0.0827,-0.145,0.195,-0.235,0.55,-0.174
PABPC4,Q13310,0.4339925171152139,0.20257741009476335,0.917086493429784,0.3730226011316733,0.5146827911785394,0.8868465511568626,0.15742268881789423,0.994167909796777,0.712,0.842,0.85,0.386,0.786,0.914,0.489,0.916,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.12,-0.198,-0.0159,-0.137,-0.0998,-0.0217,-0.221,0.00111,-0.186,-0.264,-0.0659,0.177,-0.202,0.255,-0.286,0.636,-0.0648
