Protein.Group,Unique_to,Genes,SampleName,Group,CellType,Fraction,PG.MaxLFQ
Q9Y4Y9,EP,LSM5,EP_F1,EP,EP,1,874.741455078125
P56557,EP,TMEM50B,EP_F1,EP,EP,1,1341.149658203125
P56557,EP,TMEM50B,EP_F2,EP,EP,2,34490.8125
P56557,EP,TMEM50B,EP_F3,EP,EP,3,2595.18603515625
P51159,EP,RAB27A,EP_F2,EP,EP,2,5652.76416015625
Q9BUN8,EP,DERL1,EP_F1,EP,EP,1,8332.349609375
O95807,EP,TMEM50A,EP_F1,EP,EP,1,11260.3427734375
O95807,EP,TMEM50A,EP_F2,EP,EP,2,3363.5888671875
Q96CD0,EP,FBXL8,EP_F3,EP,EP,3,766.35992431640625
Q96CD0,EP,FBXL8,EP_F4,EP,EP,4,2741.590576171875
Q96CD0,EP,FBXL8,EP_F2,EP,EP,2,797.76947021484375
Q9UKK6,EP,NXT1,EP_F1,EP,EP,1,3666.767578125
Q9UKK6,EP,NXT1,EP_F4,EP,EP,4,3611.121826171875
Q86TM6,EP,SYVN1,EP_F2,EP,EP,2,9244.9423828125
Q86TM6,EP,SYVN1,EP_F3,EP,EP,3,1918.78125
Q709F0,EP,ACAD11,EP_F3,EP,EP,3,6599.7939453125
Q709F0,EP,ACAD11,EP_F1,EP,EP,1,4796.423828125
Q709F0,EP,ACAD11,EP_F4,EP,EP,4,7607.62158203125
Q709F0,EP,ACAD11,EP_F2,EP,EP,2,7831.8759765625
O94832,EP,MYO1D,EP_F1,EP,EP,1,2835.998291015625
Q9Y6H3,EP,ATP23,EP_F1,EP,EP,1,5083.732421875
Q9Y6H3,EP,ATP23,EP_F2,EP,EP,2,3916.641845703125
O14521,EP,SDHD,EP_F1,EP,EP,1,1153.8212890625
O14521,EP,SDHD,EP_F3,EP,EP,3,2306.638671875
O14521,EP,SDHD,EP_F4,EP,EP,4,3118.522216796875
Q15125,EP,EBP,EP_F3,EP,EP,3,9206.4716796875
Q9HCI7,EP,MSL2,EP_F3,EP,EP,3,13626.3251953125
Q9HCI7,EP,MSL2,EP_F4,EP,EP,4,4536.57275390625
Q9NRA2,EP,SLC17A5,EP_F2,EP,EP,2,4989.548828125
Q68DH5,EP,LMBRD2,EP_F1,EP,EP,1,6757.5224609375
Q68DH5,EP,LMBRD2,EP_F2,EP,EP,2,4479.0166015625
P03915,EP,MT-ND5,EP_F1,EP,EP,1,2679.477294921875
P03915,EP,MT-ND5,EP_F2,EP,EP,2,4910.1904296875
Q96BI3,EP,APH1A,EP_F1,EP,EP,1,3448.64892578125
Q149N8,EP,SHPRH,EP_F2,EP,EP,2,4769.60791015625
Q149N8,EP,SHPRH,EP_F3,EP,EP,3,6238.09228515625
O75027,EP,ABCB7,EP_F3,EP,EP,3,17853.9765625
O75027,EP,ABCB7,EP_F4,EP,EP,4,7008.4931640625
O75027,EP,ABCB7,EP_F1,EP,EP,1,7896.41845703125
O75027,EP,ABCB7,EP_F2,EP,EP,2,7726.5166015625
Q5VST9,EP,OBSCN,EP_F2,EP,EP,2,7184.91845703125
Q5VST9,EP,OBSCN,EP_F3,EP,EP,3,5307.9951171875
P49638,EP,TTPA,EP_F2,EP,EP,2,5929.3994140625
O76075,EP,DFFB,EP_F3,EP,EP,3,4735.84228515625
Q9H5N1,EP,RABEP2,EP_F2,EP,EP,2,6390.9609375
Q05655,EP,PRKCD,EP_F1,EP,EP,1,8693.1474609375
Q05655,EP,PRKCD,EP_F2,EP,EP,2,7835.0791015625
Q05655,EP,PRKCD,EP_F3,EP,EP,3,7484.8369140625
Q6UB35,EP,MTHFD1L,EP_F3,EP,EP,3,5905.98681640625
Q6UB35,EP,MTHFD1L,EP_F4,EP,EP,4,1958.0699462890625
Q6UB35,EP,MTHFD1L,EP_F1,EP,EP,1,5899.0224609375
Q6UB35,EP,MTHFD1L,EP_F2,EP,EP,2,3309.08154296875
P20226,EP,TBP,EP_F1,EP,EP,1,3124.22705078125
O43824,EP,GTPBP6,EP_F2,EP,EP,2,2805.535888671875
O43824,EP,GTPBP6,EP_F3,EP,EP,3,3479.744384765625
O43824,EP,GTPBP6,EP_F1,EP,EP,1,4532.5712890625
Q86XE3,EP,MICU3,EP_F4,EP,EP,4,4594.455078125
P17275,EP,JUNB,EP_F1,EP,EP,1,231.23892211914063
P17275,EP,JUNB,EP_F3,EP,EP,3,936.62225341796875
P17275,EP,JUNB,EP_F4,EP,EP,4,2367.2734375
Q92581,EP,SLC9A6,EP_F1,EP,EP,1,4760.6201171875
Q92581,EP,SLC9A6,EP_F2,EP,EP,2,2907.02685546875
Q9UKI8,EP,TLK1,EP_F3,EP,EP,3,10275.1455078125
Q9NW07,EP,ZNF358,EP_F4,EP,EP,4,1354.077392578125
Q9NW07,EP,ZNF358,EP_F1,EP,EP,1,5187.1962890625
Q9NW07,EP,ZNF358,EP_F2,EP,EP,2,5011.365234375
Q9NW07,EP,ZNF358,EP_F3,EP,EP,3,2498.694580078125
P51809,EP,VAMP7,EP_F2,EP,EP,2,16470.79296875
P51809,EP,VAMP7,EP_F3,EP,EP,3,8495.22265625
P51809,EP,VAMP7,EP_F4,EP,EP,4,3305.46630859375
Q8ND04,EP,SMG8,EP_F3,EP,EP,3,17807.14453125
Q9UDX5,EP,MTFP1,EP_F1,EP,EP,1,5568.6728515625
Q9UDX5,EP,MTFP1,EP_F2,EP,EP,2,2478.92333984375
Q9UDX5,EP,MTFP1,EP_F4,EP,EP,4,5842.029296875
Q9BQA9,EP,CYBC1,EP_F1,EP,EP,1,3831.49609375
Q9BQA9,EP,CYBC1,EP_F4,EP,EP,4,8535.9990234375
Q9H4B0,EP,OSGEPL1,EP_F1,EP,EP,1,1149.935546875
Q9H4B0,EP,OSGEPL1,EP_F2,EP,EP,2,1592.9237060546875
Q9H4B0,EP,OSGEPL1,EP_F3,EP,EP,3,2260.238525390625
Q7Z3U7,EP,MON2,EP_F1,EP,EP,1,1762.7501220703125
Q7Z3U7,EP,MON2,EP_F3,EP,EP,3,2952.26904296875
Q7Z3U7,EP,MON2,EP_F4,EP,EP,4,3150.8369140625
Q7Z3U7,EP,MON2,EP_F2,EP,EP,2,1641.0045166015625
Q9Y6Q1,EP,CAPN6,EP_F2,EP,EP,2,9559.958984375
Q32M88,EP,PGGHG,EP_F2,EP,EP,2,3525.008056640625
Q32M88,EP,PGGHG,EP_F3,EP,EP,3,4225.615234375
Q9BY49,EP,PECR,EP_F1,EP,EP,1,6267.40185546875
Q9BY49,EP,PECR,EP_F3,EP,EP,3,4220.1611328125
Q9BY49,EP,PECR,EP_F4,EP,EP,4,3943.5400390625
Q9BY49,EP,PECR,EP_F2,EP,EP,2,4992.12158203125
Q9H6E5,EP,TUT1,EP_F4,EP,EP,4,2693.65625
Q9HB90,EP,RRAGC,EP_F1,EP,EP,1,14552.80078125
Q9HB90,EP,RRAGC,EP_F2,EP,EP,2,18391.658203125
Q9HB90,EP,RRAGC,EP_F4,EP,EP,4,33953.9921875
Q9HB90,EP,RRAGC,EP_F3,EP,EP,3,27699.875
Q9BZC7,EP,ABCA2,EP_F3,EP,EP,3,4069.177001953125
Q9H981,EP,ACTR8,EP_F2,EP,EP,2,8027.16748046875
Q9H981,EP,ACTR8,EP_F3,EP,EP,3,1728.3641357421875
Q9NRG7,EP,SDR39U1,EP_F1,EP,EP,1,4075.576171875
Q9NRG7,EP,SDR39U1,EP_F3,EP,EP,3,10669.25390625
Q9NRG7,EP,SDR39U1,EP_F4,EP,EP,4,6431.3427734375
Q9NRG7,EP,SDR39U1,EP_F2,EP,EP,2,3378.589599609375
O75312,EP,ZPR1,EP_F2,EP,EP,2,3422.9208984375
O75312,EP,ZPR1,EP_F3,EP,EP,3,4691.40283203125
Q9UG01,EP,IFT172,EP_F4,EP,EP,4,3501.8408203125
Q9UG01,EP,IFT172,EP_F3,EP,EP,3,6313.2939453125
Q8IY95,EP,TMEM192,EP_F1,EP,EP,1,2958.0458984375
A4D126,EP,CRPPA,EP_F1,EP,EP,1,9190.916015625
A4D126,EP,CRPPA,EP_F3,EP,EP,3,9959.4765625
Q5VT25,EP,CDC42BPA,EP_F1,EP,EP,1,6023.123046875
Q5VT25,EP,CDC42BPA,EP_F2,EP,EP,2,3248.21728515625
Q5VT25,EP,CDC42BPA,EP_F3,EP,EP,3,3684.436767578125
Q5VT25,EP,CDC42BPA,EP_F4,EP,EP,4,3781.11865234375
Q6XQN6,EP,NAPRT,EP_F2,EP,EP,2,116219.0859375
Q5JTW2,EP,CEP78,EP_F3,EP,EP,3,2950.68359375
Q5JTW2,EP,CEP78,EP_F4,EP,EP,4,1168.5882568359375
O95347,EP,SMC2,EP_F2,EP,EP,2,6889.7109375
O95347,EP,SMC2,EP_F4,EP,EP,4,3675.3837890625
Q8TAM2,EP,TTC8,EP_F1,EP,EP,1,4008.159912109375
Q9H6Y7,EP,RNF167,EP_F1,EP,EP,1,6248.6611328125
Q9H6Y7,EP,RNF167,EP_F2,EP,EP,2,3769.51953125
Q9H6Y7,EP,RNF167,EP_F4,EP,EP,4,5777.71533203125
O94927,EP,HAUS5,EP_F2,EP,EP,2,3326.71533203125
Q9Y485,EP,DMXL1,EP_F1,EP,EP,1,3365.76513671875
Q9Y485,EP,DMXL1,EP_F2,EP,EP,2,4917.6474609375
Q9Y485,EP,DMXL1,EP_F3,EP,EP,3,3460.119873046875
Q969I3,EP,GLYATL1,EP_F1,EP,EP,1,5701.55419921875
Q969I3,EP,GLYATL1,EP_F2,EP,EP,2,1915.46875
Q6IAN0,EP,DHRS7B,EP_F3,EP,EP,3,7063.966796875
Q6IAN0,EP,DHRS7B,EP_F4,EP,EP,4,6896.98388671875
Q6IAN0,EP,DHRS7B,EP_F2,EP,EP,2,9731.7294921875
Q6IAN0,EP,DHRS7B,EP_F1,EP,EP,1,3176.16650390625
Q5THJ4,EP,VPS13D,EP_F2,EP,EP,2,3990.572509765625
Q5THJ4,EP,VPS13D,EP_F3,EP,EP,3,5852.052734375
Q5THJ4,EP,VPS13D,EP_F1,EP,EP,1,4097.73046875
Q5THJ4,EP,VPS13D,EP_F4,EP,EP,4,4975.4462890625
Q9Y234,EP,LIPT1,EP_F4,EP,EP,4,859.95074462890625
Q96S97,EP,MYADM,EP_F2,EP,EP,2,2835.6806640625
Q96S97,EP,MYADM,EP_F3,EP,EP,3,4141.46240234375
O00746,EP,NME4,EP_F3,EP,EP,3,2328.12255859375
O00746,EP,NME4,EP_F2,EP,EP,2,6536.126953125
P40967,EP,PMEL,EP_F1,EP,EP,1,21809.951171875
P40967,EP,PMEL,EP_F2,EP,EP,2,26147.0859375
P40967,EP,PMEL,EP_F3,EP,EP,3,22342.79296875
P40967,EP,PMEL,EP_F4,EP,EP,4,16992.58984375
Q15031,EP,LARS2,EP_F1,EP,EP,1,1983.004638671875
Q15031,EP,LARS2,EP_F3,EP,EP,3,31251.287109375
Q15031,EP,LARS2,EP_F4,EP,EP,4,11189.8095703125
Q15031,EP,LARS2,EP_F2,EP,EP,2,11142.009765625
Q96G21,EP,IMP4,EP_F4,EP,EP,4,638.75286865234375
O43307,EP,ARHGEF9,EP_F3,EP,EP,3,5503.2607421875
O43307,EP,ARHGEF9,EP_F4,EP,EP,4,1499.930908203125
O43307,EP,ARHGEF9,EP_F2,EP,EP,2,12505.388671875
Q969Z3,EP,MTARC2,EP_F4,EP,EP,4,5822.80517578125
P53778,EP,MAPK12,EP_F3,EP,EP,3,9231.6142578125
P05129,EP,PRKCG,EP_F2,EP,EP,2,8830.501953125
P05129,EP,PRKCG,EP_F4,EP,EP,4,2327.459228515625
P05129,EP,PRKCG,EP_F3,EP,EP,3,2068.383056640625
Q86TA1,EP,MOB3B,EP_F3,EP,EP,3,4435.7958984375
Q86TA1,EP,MOB3B,EP_F4,EP,EP,4,997.60699462890625
Q96CN4,EP,EVI5L,EP_F1,EP,EP,1,13946.0595703125
Q9UDR5,EP,AASS,EP_F4,EP,EP,4,5746.35009765625
Q92759,EP,GTF2H4,EP_F3,EP,EP,3,4638.4755859375
Q92759,EP,GTF2H4,EP_F2,EP,EP,2,3754.69580078125
P06241,EP,FYN,EP_F2,EP,EP,2,2505.80810546875
P06241,EP,FYN,EP_F3,EP,EP,3,1479.6700439453125
P06241,EP,FYN,EP_F1,EP,EP,1,1373.8521728515625
O95140,EP,MFN2,EP_F4,EP,EP,4,11840.0537109375
O95140,EP,MFN2,EP_F3,EP,EP,3,11283.0830078125
O95140,EP,MFN2,EP_F2,EP,EP,2,11551.6240234375
Q9Y6K5,EP,OAS3,EP_F1,EP,EP,1,1786.5589599609375
Q8N442,EP,GUF1,EP_F3,EP,EP,3,6712.58349609375
Q9UL63,EP,MKLN1,EP_F4,EP,EP,4,2322.402099609375
Q9UL63,EP,MKLN1,EP_F3,EP,EP,3,5327.48681640625
Q9H1P3,EP,OSBPL2,EP_F2,EP,EP,2,5835.6142578125
Q9H1P3,EP,OSBPL2,EP_F1,EP,EP,1,3361.396728515625
Q9H1P3,EP,OSBPL2,EP_F4,EP,EP,4,2798.97900390625
Q96QE2,EP,SLC2A13,EP_F3,EP,EP,3,10195.8798828125
Q96QE2,EP,SLC2A13,EP_F1,EP,EP,1,1868.649658203125
Q96QE2,EP,SLC2A13,EP_F4,EP,EP,4,1446.52734375
Q8N0U4,EP,FAM185A,EP_F1,EP,EP,1,5344.70263671875
Q8N0U4,EP,FAM185A,EP_F4,EP,EP,4,4320.11279296875
Q8N0U4,EP,FAM185A,EP_F3,EP,EP,3,7362.47412109375
Q9BZ29,EP,DOCK9,EP_F2,EP,EP,2,24889.15234375
Q9BZ29,EP,DOCK9,EP_F3,EP,EP,3,21286.9140625
Q9P2D3,EP,HEATR5B,EP_F3,EP,EP,3,810.25335693359375
Q9P2D3,EP,HEATR5B,EP_F1,EP,EP,1,2672.845947265625
Q9P2D3,EP,HEATR5B,EP_F2,EP,EP,2,2582.94384765625
P55157,EP,MTTP,EP_F2,EP,EP,2,4023.742919921875
P55157,EP,MTTP,EP_F4,EP,EP,4,4199.9736328125
P55157,EP,MTTP,EP_F3,EP,EP,3,5280.33984375
Q6NUM9,EP,RETSAT,EP_F1,EP,EP,1,3947.377685546875
Q6NUM9,EP,RETSAT,EP_F4,EP,EP,4,6009.2607421875
Q14123,EP,PDE1C,EP_F1,EP,EP,1,4366.13720703125
Q14123,EP,PDE1C,EP_F2,EP,EP,2,3264.150634765625
Q92845,EP,KIFAP3,EP_F1,EP,EP,1,2749.8525390625
Q92845,EP,KIFAP3,EP_F4,EP,EP,4,2943.08154296875
Q92845,EP,KIFAP3,EP_F2,EP,EP,2,2557.917724609375
Q92845,EP,KIFAP3,EP_F3,EP,EP,3,6610.275390625
O43462,EP,MBTPS2,EP_F1,EP,EP,1,74037.8828125
O43462,EP,MBTPS2,EP_F2,EP,EP,2,94357.2421875
Q9HD23,EP,MRS2,EP_F2,EP,EP,2,3027.506103515625
Q9HD23,EP,MRS2,EP_F3,EP,EP,3,6038.1982421875
Q9HD23,EP,MRS2,EP_F4,EP,EP,4,3566.803466796875
P24386,EP,CHM,EP_F1,EP,EP,1,23149.017578125
P24386,EP,CHM,EP_F2,EP,EP,2,13902.056640625
P24386,EP,CHM,EP_F3,EP,EP,3,19878.21484375
P24386,EP,CHM,EP_F4,EP,EP,4,14696.9091796875
Q9Y4A0,EP,JRKL,EP_F1,EP,EP,1,909.2952880859375
Q32P41,EP,TRMT5,EP_F1,EP,EP,1,5263.974609375
Q32P41,EP,TRMT5,EP_F4,EP,EP,4,1271.9359130859375
Q5XPI4,EP,RNF123,EP_F3,EP,EP,3,8365.1337890625
Q5XPI4,EP,RNF123,EP_F4,EP,EP,4,5043.21240234375
Q5XPI4,EP,RNF123,EP_F2,EP,EP,2,3600.988525390625
Q9ULG1,EP,INO80,EP_F3,EP,EP,3,2549.390380859375
Q9ULG1,EP,INO80,EP_F2,EP,EP,2,1757.248779296875
Q9H2F5,EP,EPC1,EP_F1,EP,EP,1,1001.649658203125
Q9H2F5,EP,EPC1,EP_F2,EP,EP,2,9101.537109375
Q9H2F5,EP,EPC1,EP_F4,EP,EP,4,1512.9578857421875
Q96JX3,EP,SERAC1,EP_F2,EP,EP,2,6208.63720703125
Q8TCT8,EP,SPPL2A,EP_F3,EP,EP,3,13522.458984375
Q8TCT8,EP,SPPL2A,EP_F4,EP,EP,4,4917.12158203125
Q9BRR3,EP,PGAP4,EP_F1,EP,EP,1,892.7205810546875
Q9BRR3,EP,PGAP4,EP_F3,EP,EP,3,4247.439453125
Q9BRR3,EP,PGAP4,EP_F4,EP,EP,4,3284.2138671875
Q9P0R6,EP,GSKIP,EP_F2,EP,EP,2,2112.031005859375
Q9P0R6,EP,GSKIP,EP_F3,EP,EP,3,4684.97509765625
Q9P0R6,EP,GSKIP,EP_F4,EP,EP,4,2368.902099609375
Q9Y6I4,EP,USP3,EP_F1,EP,EP,1,3697.754150390625
Q9Y6I4,EP,USP3,EP_F2,EP,EP,2,3874.067138671875
Q9Y6I4,EP,USP3,EP_F3,EP,EP,3,13063.65234375
Q9Y6I4,EP,USP3,EP_F4,EP,EP,4,4685.845703125
Q6P158,EP,DHX57,EP_F2,EP,EP,2,13941.3359375
Q6P158,EP,DHX57,EP_F1,EP,EP,1,15920.15234375
Q02156,EP,PRKCE,EP_F2,EP,EP,2,3575.377685546875
Q6R327,EP,RICTOR,EP_F1,EP,EP,1,6326.32470703125
Q6R327,EP,RICTOR,EP_F2,EP,EP,2,6548.45068359375
Q6R327,EP,RICTOR,EP_F3,EP,EP,3,8022.01416015625
Q6R327,EP,RICTOR,EP_F4,EP,EP,4,5413.771484375
Q969U7,EP,PSMG2,EP_F3,EP,EP,3,3217.5341796875
Q969U7,EP,PSMG2,EP_F2,EP,EP,2,6181.50341796875
P03973,EP,SLPI,EP_F2,EP,EP,2,9261.587890625
Q9BWV3,EP,CDADC1,EP_F2,EP,EP,2,2699.227294921875
Q9BWV3,EP,CDADC1,EP_F3,EP,EP,3,1765.22119140625
Q9UHK0,EP,NUFIP1,EP_F2,EP,EP,2,3445.109375
Q9NQV8,EP,PRDM8,EP_F3,EP,EP,3,4849.33740234375
Q8TEY7,EP,USP33,EP_F2,EP,EP,2,2653.1904296875
Q8TEY7,EP,USP33,EP_F3,EP,EP,3,1593.558349609375
P57081,EP,WDR4,EP_F4,EP,EP,4,6417.751953125
P57081,EP,WDR4,EP_F3,EP,EP,3,8868.1025390625
Q9NVV4,EP,MTPAP,EP_F4,EP,EP,4,6512.7568359375
Q9NVV4,EP,MTPAP,EP_F1,EP,EP,1,5174.828125
Q9NVV4,EP,MTPAP,EP_F2,EP,EP,2,4860.92529296875
Q9NVV4,EP,MTPAP,EP_F3,EP,EP,3,3211.40673828125
Q9NW08,EP,POLR3B,EP_F3,EP,EP,3,6958.712890625
Q96S15,EP,WDR24,EP_F2,EP,EP,2,10685.681640625
Q9NX78,EP,TMEM260,EP_F2,EP,EP,2,5061.0205078125
Q5VTT5,EP,MYOM3,EP_F2,EP,EP,2,4314.95703125
Q5VTT5,EP,MYOM3,EP_F3,EP,EP,3,1341.2984619140625
Q9BUR4,EP,WRAP53,EP_F4,EP,EP,4,4922.23828125
Q9BUR4,EP,WRAP53,EP_F2,EP,EP,2,4214.0166015625
O00258,EP,GET1,EP_F1,EP,EP,1,1091.1884765625
O00258,EP,GET1,EP_F2,EP,EP,2,6316.71142578125
O00258,EP,GET1,EP_F3,EP,EP,3,3401.3212890625
Q8NE86,EP,MCU,EP_F2,EP,EP,2,11676.3994140625
Q15283,EP,RASA2,EP_F3,EP,EP,3,4296.16650390625
Q15283,EP,RASA2,EP_F4,EP,EP,4,3146.136474609375
P36406,EP,TRIM23,EP_F3,EP,EP,3,17586.986328125
Q96P50,EP,ACAP3,EP_F2,EP,EP,2,20362.970703125
Q96P50,EP,ACAP3,EP_F3,EP,EP,3,5404.60107421875
O14975,EP,SLC27A2,EP_F3,EP,EP,3,14348.98828125
Q9NR09,EP,BIRC6,EP_F3,EP,EP,3,2101.5224609375
Q9NR09,EP,BIRC6,EP_F1,EP,EP,1,4664.70166015625
Q9NR09,EP,BIRC6,EP_F2,EP,EP,2,4077.658203125
Q9NR09,EP,BIRC6,EP_F4,EP,EP,4,4522.7880859375
Q6P4A7,EP,SFXN4,EP_F3,EP,EP,3,11990.2578125
Q6P4A7,EP,SFXN4,EP_F4,EP,EP,4,13278.2451171875
Q9Y6W3,EP,CAPN7,EP_F3,EP,EP,3,2883.831298828125
Q9Y6W3,EP,CAPN7,EP_F2,EP,EP,2,3661.609375
Q9Y6W3,EP,CAPN7,EP_F1,EP,EP,1,5663.806640625
Q9Y6W3,EP,CAPN7,EP_F4,EP,EP,4,4245.44580078125
Q8WZA1,EP,POMGNT1,EP_F1,EP,EP,1,3079.826904296875
Q8WZA1,EP,POMGNT1,EP_F3,EP,EP,3,6558.81201171875
Q8WZA1,EP,POMGNT1,EP_F4,EP,EP,4,10052.9189453125
Q8WZA1,EP,POMGNT1,EP_F2,EP,EP,2,9399.146484375
Q13829,EP,TNFAIP1,EP_F2,EP,EP,2,10744.361328125
Q8IU60,EP,DCP2,EP_F1,EP,EP,1,5209.076171875
Q8IZQ1,EP,WDFY3,EP_F1,EP,EP,1,3635.649169921875
Q8IZQ1,EP,WDFY3,EP_F3,EP,EP,3,4187.9677734375
Q8IZQ1,EP,WDFY3,EP_F4,EP,EP,4,5117.14697265625
P16499,EP,PDE6A,EP_F1,EP,EP,1,8290.8662109375
P16499,EP,PDE6A,EP_F3,EP,EP,3,8243.259765625
Q99758,EP,ABCA3,EP_F2,EP,EP,2,3407.815185546875
O15228,EP,GNPAT,EP_F3,EP,EP,3,9658.3623046875
O15228,EP,GNPAT,EP_F4,EP,EP,4,2933.394287109375
O15228,EP,GNPAT,EP_F2,EP,EP,2,22668.349609375
O15228,EP,GNPAT,EP_F1,EP,EP,1,4562.16748046875
Q9NQV6,EP,PRDM10,EP_F3,EP,EP,3,4688.4443359375
Q9NQV6,EP,PRDM10,EP_F2,EP,EP,2,5461.47216796875
Q9NPR9,EP,GPR108,EP_F2,EP,EP,2,24388.42578125
Q9NPR9,EP,GPR108,EP_F3,EP,EP,3,4056.241455078125
Q99689,EP,FEZ1,EP_F4,EP,EP,4,11400.9892578125
Q8N9V3,EP,WDSUB1,EP_F1,EP,EP,1,1221.382568359375
Q8N9V3,EP,WDSUB1,EP_F4,EP,EP,4,1025.2354736328125
Q8N9V3,EP,WDSUB1,EP_F2,EP,EP,2,787.22406005859375
Q8N9V3,EP,WDSUB1,EP_F3,EP,EP,3,2105.5234375
Q96RY7,EP,IFT140,EP_F2,EP,EP,2,13828.966796875
Q9Y5R8,EP,TRAPPC1,EP_F1,EP,EP,1,5135.8349609375
Q9Y5R8,EP,TRAPPC1,EP_F2,EP,EP,2,3303.34619140625
Q9Y5R8,EP,TRAPPC1,EP_F4,EP,EP,4,1884.893798828125
Q8N344,EP,MIER2,EP_F2,EP,EP,2,1914.0048828125
O00327,EP,BMAL1,EP_F4,EP,EP,4,4475.10888671875
Q6PJI9,EP,WDR59,EP_F2,EP,EP,2,5075.16357421875
Q6PJI9,EP,WDR59,EP_F3,EP,EP,3,2235.542236328125
A6NI28,EP,ARHGAP42,EP_F1,EP,EP,1,2148.303955078125
A6NI28,EP,ARHGAP42,EP_F4,EP,EP,4,861.3712158203125
Q8WUK0,EP,PTPMT1,EP_F3,EP,EP,3,20386.25
Q8WUK0,EP,PTPMT1,EP_F1,EP,EP,1,13574.1435546875
Q8WUK0,EP,PTPMT1,EP_F2,EP,EP,2,14768.40625
Q8WUK0,EP,PTPMT1,EP_F4,EP,EP,4,10265.1689453125
Q9H1U4,EP,MEGF9,EP_F2,EP,EP,2,3905.2646484375
Q9UL12,EP,SARDH,EP_F2,EP,EP,2,4725.96630859375
Q9UL12,EP,SARDH,EP_F3,EP,EP,3,4264.1455078125
Q9UL12,EP,SARDH,EP_F4,EP,EP,4,4410.55615234375
Q9BRN9,EP,TM2D3,EP_F2,EP,EP,2,4070.713623046875
Q9BRN9,EP,TM2D3,EP_F3,EP,EP,3,4239.8642578125
P78363,EP,ABCA4,EP_F2,EP,EP,2,6554.43017578125
P78363,EP,ABCA4,EP_F3,EP,EP,3,12194.806640625
P78363,EP,ABCA4,EP_F4,EP,EP,4,2890.39306640625
Q9NYY8,EP,FASTKD2,EP_F3,EP,EP,3,2361.0419921875
Q9NYY8,EP,FASTKD2,EP_F2,EP,EP,2,2073.48828125
Q9NYY8,EP,FASTKD2,EP_F1,EP,EP,1,1722.4906005859375
Q9NYY8,EP,FASTKD2,EP_F4,EP,EP,4,3184.704833984375
Q9HBZ2,EP,ARNT2,EP_F3,EP,EP,3,3064.06787109375
Q96EB6,EP,SIRT1,EP_F1,EP,EP,1,4333.11962890625
Q96EB6,EP,SIRT1,EP_F2,EP,EP,2,16420.83984375
Q9NZB8,EP,MOCS1,EP_F2,EP,EP,2,16387.060546875
O75110,EP,ATP9A,EP_F2,EP,EP,2,4125.59228515625
O75110,EP,ATP9A,EP_F1,EP,EP,1,1467.56103515625
O75110,EP,ATP9A,EP_F3,EP,EP,3,3714.9794921875
O75110,EP,ATP9A,EP_F4,EP,EP,4,5758.548828125
Q15800,EP,MSMO1,EP_F3,EP,EP,3,5427.0048828125
Q15800,EP,MSMO1,EP_F4,EP,EP,4,1422.204833984375
Q9P2K8,EP,EIF2AK4,EP_F4,EP,EP,4,1712.46875
Q9P2K8,EP,EIF2AK4,EP_F1,EP,EP,1,3700.50048828125
Q5SZQ8,EP,CELF3,EP_F2,EP,EP,2,2846.229248046875
Q53GS7,EP,GLE1,EP_F1,EP,EP,1,6944.318359375
Q9NQC7,EP,CYLD,EP_F4,EP,EP,4,4227.67724609375
Q9NQC7,EP,CYLD,EP_F1,EP,EP,1,3641.996826171875
O00443,EP,PIK3C2A,EP_F2,EP,EP,2,6845.6103515625
Q9H8M7,EP,MINDY3,EP_F2,EP,EP,2,4416.34765625
Q8IZU2,EP,WDR17,EP_F1,EP,EP,1,16764.279296875
Q8IZU2,EP,WDR17,EP_F2,EP,EP,2,15660.3828125
Q8IZU2,EP,WDR17,EP_F3,EP,EP,3,17832.181640625
Q8NEZ3,EP,WDR19,EP_F3,EP,EP,3,5500.41552734375
Q8NEZ3,EP,WDR19,EP_F4,EP,EP,4,5734.2294921875
Q8N4N3,EP,KLHL36,EP_F3,EP,EP,3,7775.67529296875
Q9HB21,EP,PLEKHA1,EP_F1,EP,EP,1,6646.09716796875
Q9HB21,EP,PLEKHA1,EP_F2,EP,EP,2,3993.9853515625
Q9ULH1,EP,ASAP1,EP_F3,EP,EP,3,6633.3134765625
Q9Y2I7,EP,PIKFYVE,EP_F3,EP,EP,3,4071.04833984375
Q9Y2I7,EP,PIKFYVE,EP_F2,EP,EP,2,1320.7747802734375
Q9Y2I7,EP,PIKFYVE,EP_F1,EP,EP,1,2050.254638671875
Q96AG3,EP,SLC25A46,EP_F2,EP,EP,2,23315.716796875
Q96AG3,EP,SLC25A46,EP_F3,EP,EP,3,4958.630859375
Q86WU2,EP,LDHD,EP_F4,EP,EP,4,3923.04736328125
Q9UI42,EP,CPA4,EP_F3,EP,EP,3,10255.6650390625
Q96NY9,EP,MUS81,EP_F3,EP,EP,3,5030.9091796875
Q8IWB9,EP,TEX2,EP_F2,EP,EP,2,9596.3720703125
Q9UH77,EP,KLHL3,EP_F4,EP,EP,4,4286.44677734375
Q9UH77,EP,KLHL3,EP_F3,EP,EP,3,3624.02294921875
Q9UH77,EP,KLHL3,EP_F2,EP,EP,2,3507.407958984375
P43234,EP,CTSO,EP_F2,EP,EP,2,13430.5263671875
A1A4S6,EP,ARHGAP10,EP_F1,EP,EP,1,10904.765625
A1A4S6,EP,ARHGAP10,EP_F2,EP,EP,2,8522.998046875
