Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0206717,Olfactory Neuroblastoma,,-3.1,5.3,4.7,30230,38,896,6,0.67,0.27,595|1026|3479|4267|6777|7270,CCND1|CDKN1A|IGF1|CD99|STAT5B|TTF1,-1.2,MyList
Transcription Factor Targets,16,M14402,ATF4 Q2,,-3.1,2.3,3.8,30230,260,896,18,2,0.47,2824|4052|5101|5662|6882|9289|9956|10150|10524|51155|54806|58191|80271|83451|83648|84248|140606|317781,GPM6B|LTBP1|PCDH9|PSD|TAF11|ADGRG1|HS3ST2|MBNL2|KAT5|JPT1|AHI1|CXCL16|ITPKC|ABHD11|FAM167A|FYTTD1|SELENOM|DDX51,-1.2,MyList
Transcription Factor Targets,16,M17000,CP2 01,,-3.1,2.3,3.8,30230,260,896,18,2,0.47,2719|3489|4062|6666|6934|7041|7286|9478|9734|10749|51286|57555|64084|79047|80774|81628|84872|85456,GPC3|IGFBP6|LY6H|SOX12|TCF7L2|TGFB1I1|TUFT1|CABP1|HDAC9|KIF1C|CEND1|NLGN2|CLSTN2|KCTD15|LIMD2|TSC22D4|ZC3H10|TNKS1BP1,-1.2,MyList
DisGeNET,35,C0265535,Trigonocephaly,,-3.1,4.5,4.5,30230,52,896,7,0.78,0.29,71|1947|2077|2737|6938|27086|55975,ACTG1|EFNB1|ERF|GLI3|TCF12|FOXP1|KLHL7,-1.2,MyList
Transcription Factor Targets,16,M5959,IK1 01,,-3.1,2.3,3.8,30230,282,896,19,2.1,0.48,320|3383|3597|4052|5662|6787|9547|10318|11129|23518|27086|54107|56478|57591|64285|81558|84901|90861|93643,APBA1|ICAM1|IL13RA1|LTBP1|PSD|NEK4|CXCL14|TNIP1|CLASRP|R3HDM1|FOXP1|POLE3|EIF4ENIF1|MRTFA|RHBDF1|FAM117A|NFATC2IP|JPT2|TJAP1,-1.2,MyList
PaGenBase,36,PGB:00053,Tissue-specific: Prefrontal Cortex,,-3.1,14,6.2,30230,7,896,3,0.33,0.19,6925|6934|114787,TCF4|TCF7L2|GPRIN1,-1.2,MyList
DisGeNET,35,C1970269,"Choreoathetosis, Hypothyroidism, And Neonatal Respiratory Distress",,-3.1,14,6.2,30230,7,896,3,0.33,0.19,7270|25937|51562,TTF1|WWTR1|MBIP,-1.2,MyList
DisGeNET,35,C4073178,Tiger tail banding,,-3.1,14,6.2,30230,7,896,3,0.33,0.19,2961|7737|136647,GTF2E2|RNF113A|MPLKIP,-1.2,MyList
TRRUST,34,TRR01254,Regulated by: SOX6,,-3.1,14,6.2,30230,7,896,3,0.33,0.19,595|1026|150383,CCND1|CDKN1A|CDPF1,-1.2,MyList
Transcription Factor Targets,16,M4831,SP1 01,,-3.1,2.4,3.8,30230,239,896,17,1.9,0.46,2122|3622|4335|6909|6938|8897|9500|10101|10749|25959|27125|55033|55815|79365|84254|127435|283149,MECOM|ING2|MNT|TBX2|TCF12|MTMR3|MAGED1|NUBP2|KIF1C|KANK2|AFF4|FKBP14|TSNAXIP1|BHLHE41|CAMKK1|PODN|BCL9L,-1.2,MyList
Transcription Factor Targets,16,M15591,PIT1 Q6,,-3.1,2.4,3.8,30230,239,896,17,1.9,0.46,595|2104|4211|5076|6666|9607|9846|10150|22864|22997|54510|81706|83987|84631|90843|340719|387032,CCND1|ESRRG|MEIS1|PAX2|SOX12|CARTPT|GAB2|MBNL2|R3HDM2|IGSF9B|PCDH18|PPP1R14C|CCDC8|SLITRK2|TCEAL8|NANOS1|ZKSCAN4,-1.2,MyList
Transcription Factor Targets,16,M9852,CHOP 01,,-3.1,2.4,3.8,30230,239,896,17,1.9,0.46,862|4211|4863|5099|5101|5218|6522|6769|7456|8553|10018|11278|22997|51274|54510|57468|79047,RUNX1T1|MEIS1|NPAT|PCDH7|PCDH9|CDK14|SLC4A2|STAC|WIPF1|BHLHE40|BCL2L11|KLF12|IGSF9B|KLF3|PCDH18|SLC12A5|KCTD15,-1.2,MyList
DisGeNET,35,C4086152,Childhood Astrocytoma,,-3.1,1.8,3.5,30230,615,896,33,3.7,0.63,361|595|904|1026|2002|3014|3082|3383|3400|3479|3487|3621|4155|4267|4288|6387|6696|6777|6909|6925|6934|7200|8658|9113|9289|10133|10413|10848|23054|23239|23627|29108|65078,AQP4|CCND1|CCNT1|CDKN1A|ELK1|H2AX|HGF|ICAM1|ID4|IGF1|IGFBP4|ING1|MBP|CD99|MKI67|CXCL12|SPP1|STAT5B|TBX2|TCF4|TCF7L2|TRH|TNKS|LATS1|ADGRG1|OPTN|YAP1|PPP1R13L|NCOA6|PHLPP1|PRND|PYCARD|RTN4R,-1.2,MyList
Cell Type Signatures,7,M39064,MANNO MIDBRAIN NEUROTYPES HNBML1,,-3.1,2.2,3.7,30230,328,896,21,2.3,0.51,2785|4661|5101|6091|6092|9498|9723|10653|22983|27324|56776|57549|65009|79169|79948|80274|84524|84530|89796|221914|256714,GNG3|MYT1|PCDH9|ROBO1|ROBO2|SLC4A8|SEMA3E|SPINT2|MAST1|TOX3|FMN2|IGSF9|NDRG4|C1orf35|PLPPR3|SCUBE1|ZC3H8|SRRM4|NAV1|GPC2|MAP7D2,-1.2,MyList
Transcription Factor Targets,16,M40719,PAX6 TARGET GENES,,-3.1,1.7,3.5,30230,768,896,39,4.4,0.68,3400|3621|3955|4299|5806|5978|6047|6874|6925|6938|7942|8766|9326|9705|9759|9854|10010|10489|11056|23112|25901|27147|29855|29911|54462|55553|55791|55850|57117|64857|66004|80254|80789|83444|84872|124790|151887|200186|257397,ID4|ING1|LFNG|AFF1|PTX3|REST|RNF4|TAF4|TCF4|TCF12|TFEB|RAB11A|ZNHIT3|ST18|HDAC4|C2CD2L|TANK|LRRC41|DDX52|TNRC6B|CCDC28A|DENND2A|UBN1|HOOK2|CCSER2|SOX6|LRIF1|USE1|INTS12|PLEKHG2|LYNX1|CEP63|INTS5|INO80B|ZC3H10|HEXIM2|CCDC80|CRTC2|TAB3,-1.2,MyList
DisGeNET,35,C0220611,Childhood Rhabdomyosarcoma,,-3.1,1.9,3.6,30230,517,896,29,3.2,0.59,595|858|1026|1028|2737|3014|3082|3383|3479|3489|3667|4267|4288|4810|4854|6387|6696|6909|7030|7138|7903|8772|9734|9759|10252|10413|23528|58191|340719,CCND1|CAV2|CDKN1A|CDKN1C|GLI3|H2AX|HGF|ICAM1|IGF1|IGFBP6|IRS1|CD99|MKI67|NHS|NOTCH3|CXCL12|SPP1|TBX2|TFE3|TNNT1|ST8SIA4|FADD|HDAC9|HDAC4|SPRY1|YAP1|ZNF281|CXCL16|NANOS1,-1.2,MyList
DisGeNET,35,C3898147,Neonatal Hypoxic Ischemic Encephalopathy,,-3.1,6.5,4.9,30230,26,896,5,0.56,0.25,2147|2662|5564|6091|29108,F2|GDF10|PRKAB1|ROBO1|PYCARD,-1.2,MyList
DisGeNET,35,C4551568,Joubert syndrome 1,,-3.1,6.5,4.9,30230,26,896,5,0.56,0.25,23247|54806|65062|79778|79848,KATNIP|AHI1|TMEM237|MICALL2|CSPP1,-1.2,MyList
Transcription Factor Targets,16,M2958,GATA1 05,,-3,2.3,3.7,30230,284,896,19,2.1,0.48,862|2039|2122|4734|4756|5101|5782|6096|6239|6660|7227|11278|22807|65056|81558|84988|127733|148398|151887,RUNX1T1|DMTN|MECOM|NEDD4|NEO1|PCDH9|PTPN12|RORB|RREB1|SOX5|TRPS1|KLF12|IKZF2|GPBP1|FAM117A|PPP1R16A|UBXN10|SAMD11|CCDC80,-1.2,MyList
Transcription Factor Targets,16,M15061,HAND1E47 01,,-3,2.3,3.7,30230,284,896,19,2.1,0.48,730|862|2039|2122|4661|6281|6660|6777|6881|7737|8553|9139|9854|10101|10602|57591|64320|80817|85456,C7|RUNX1T1|DMTN|MECOM|MYT1|S100A10|SOX5|STAT5B|TAF10|RNF113A|BHLHE40|CBFA2T2|C2CD2L|NUBP2|CDC42EP3|MRTFA|RNF25|CEP44|TNKS1BP1,-1.2,MyList
Cell Type Signatures,7,M39259,MENON FETAL KIDNEY 9 ENDOTHELIAL CELLS,,-3,3.3,4.1,30230,102,896,10,1.1,0.35,595|972|1948|2791|3133|3487|4288|6925|9411|51199,CCND1|CD74|EFNB2|GNG11|HLA-E|IGFBP4|MKI67|TCF4|ARHGAP29|NIN,-1.2,MyList
DisGeNET,35,C1853737,Prominent occiput,,-3,4.5,4.4,30230,53,896,7,0.78,0.29,1028|2077|2737|3955|56006|112752|147965,CDKN1C|ERF|GLI3|LFNG|SMG9|IFT43|FAM98C,-1.2,MyList
Transcription Factor Targets,16,M30170,SNIP1 TARGET GENES,,-3,1.7,3.5,30230,771,896,39,4.4,0.68,705|2039|2067|3622|4335|6281|6787|6792|6881|6925|7286|9813|9878|10067|10749|24147|25937|27245|29079|29911|51599|55095|55139|57591|79004|83546|84629|84872|85456|90850|92482|123207|147339|203069|219654|220965|257415|317781|387032,BYSL|DMTN|ERCC1|ING2|MNT|S100A10|NEK4|CDKL5|TAF10|TCF4|TUFT1|EFCAB14|TOX4|SCAMP3|KIF1C|FJX1|WWTR1|AHDC1|MED4|HOOK2|LSR|SAMD4B|ANKZF1|MRTFA|CUEDC2|RTBDN|TNRC18|ZC3H10|TNKS1BP1|ZNF598|BBIP1|C15orf40|ARK2N|R3HCC1|ZCCHC24|FAM13C|FAM133B|DDX51|ZKSCAN4,-1.1,MyList
Transcription Factor Targets,16,M16291,YNGTTNNNATT UNKNOWN,,-3,2.1,3.6,30230,376,896,23,2.6,0.53,607|862|868|2104|4286|4734|6096|6660|6909|6938|9686|11143|22807|22864|23767|25978|57575|79047|79365|79848|81706|81849|143884,BCL9|RUNX1T1|CBLB|ESRRG|MITF|NEDD4|RORB|SOX5|TBX2|TCF12|VGLL4|KAT7|IKZF2|R3HDM2|FLRT3|CHMP2B|PCDH10|KCTD15|BHLHE41|CSPP1|PPP1R14C|ST6GALNAC5|CWF19L2,-1.1,MyList
DisGeNET,35,C0151908,Dry skin,,-3,2.8,3.9,30230,159,896,13,1.5,0.4,2073|2737|2961|4286|5116|7200|7319|7737|9325|10848|112752|136647|284058,ERCC5|GLI3|GTF2E2|MITF|PCNT|TRH|UBE2A|RNF113A|TRIP4|PPP1R13L|IFT43|MPLKIP|KANSL1,-1.1,MyList
Cell Type Signatures,7,M40233,DESCARTES FETAL LIVER STELLATE CELLS,,-3,2.8,3.9,30230,159,896,13,1.5,0.4,2687|3082|4060|6092|6764|6909|9547|10082|10252|10631|25960|80760|220965,GGT5|HGF|LUM|ROBO2|DENND2B|TBX2|CXCL14|GPC6|SPRY1|POSTN|ADGRA2|ITIH5|FAM13C,-1.1,MyList
DisGeNET,35,C4704874,"Mammary Carcinoma, Human",,-3,1.9,3.5,30230,545,896,30,3.3,0.6,595|972|2122|2662|3014|3479|4211|4288|4311|4854|6387|6696|7087|7424|8425|8751|9611|10010|10297|10318|10413|27324|51129|56100|63943|80774|90355|151647|252983|284615,CCND1|CD74|MECOM|GDF10|H2AX|IGF1|MEIS1|MKI67|MME|NOTCH3|CXCL12|SPP1|ICAM5|VEGFC|LTBP4|ADAM15|NCOR1|TANK|APC2|TNIP1|YAP1|TOX3|ANGPTL4|PCDHGB6|FKBPL|LIMD2|MACIR|TAFA4|STXBP4|ANKRD34A,-1.1,MyList
Transcription Factor Targets,16,M13889,PPAR DR1 Q2,,-3,2.3,3.7,30230,264,896,18,2,0.47,1307|1949|4739|5099|5606|5978|9547|9759|25876|57348|57584|79005|79365|83707|112950|160760|201191|388695,COL16A1|EFNB3|NEDD9|PCDH7|MAP2K3|REST|CXCL14|HDAC4|SPEF1|TTYH1|ARHGAP21|SCNM1|BHLHE41|TRPT1|MED8|PPTC7|SAMD14|LYSMD1,-1.1,MyList
DisGeNET,35,C1854113,Prominent nasal bridge,,-3,2.6,3.8,30230,180,896,14,1.6,0.41,2067|4286|4810|5116|6239|6925|23247|51132|54806|54820|65062|79848|92482|284058,ERCC1|MITF|NHS|PCNT|RREB1|TCF4|KATNIP|RLIM|AHI1|NDE1|TMEM237|CSPP1|BBIP1|KANSL1,-1.1,MyList
Transcription Factor Targets,16,M6359,ZF5 B,,-3,2.4,3.7,30230,243,896,17,1.9,0.46,605|4810|5098|5662|6522|6882|8553|8897|11030|23054|29911|57468|64285|79596|80254|91289|152485,BCL7A|NHS|PCDHGC3|PSD|SLC4A2|TAF11|BHLHE40|MTMR3|RBPMS|NCOA6|HOOK2|SLC12A5|RHBDF1|OBI1|CEP63|LMF2|ZNF827,-1.1,MyList
Transcription Factor Targets,16,M15440,FOXJ2 02,,-3,2.4,3.7,30230,243,896,17,1.9,0.46,2104|2122|2824|4052|4756|4885|5218|6096|6925|9734|9854|22864|27086|51274|81558|84631|255743,ESRRG|MECOM|GPM6B|LTBP1|NEO1|NPTX2|CDK14|RORB|TCF4|HDAC9|C2CD2L|R3HDM2|FOXP1|KLF3|FAM117A|SLITRK2|NPNT,-1.1,MyList
Transcription Factor Targets,16,M30246,ZFP3 TARGET GENES,,-3,2.1,3.6,30230,355,896,22,2.5,0.52,71|166|904|1265|2049|4731|5101|5662|6522|6934|9745|10848|10849|56987|57224|65083|84335|139231|148223|153443|201191|348801,ACTG1|TLE5|CCNT1|CNN2|EPHB3|NDUFV3|PCDH9|PSD|SLC4A2|TCF7L2|ZNF536|PPP1R13L|POLR1G|BBX|NHSL1|NOL6|AKT1S1|FAM199X|C19orf25|SRFBP1|SAMD14|LNP1,-1.1,MyList
Cell Type Signatures,7,M39247,LAKE ADULT KIDNEY C28 INTERSTITIUM,,-3,3.5,4.1,30230,86,896,9,1,0.33,730|868|1634|4211|5980|6938|23331|23635|54532,C7|CBLB|DCN|MEIS1|REV3L|TCF12|TTC28|SSBP2|USP53,-1.1,MyList
Transcription Factor Targets,16,M16231,CETS1P54 01,,-3,2.3,3.7,30230,265,896,18,2,0.47,1163|6464|6628|7030|9530|10489|10524|25921|51070|51132|51244|83444|84335|112950|116840|144108|284058|345757,CKS1B|SHC1|SNRPB|TFE3|BAG4|LRRC41|KAT5|ZDHHC5|NOSIP|RLIM|CCDC174|INO80B|AKT1S1|MED8|CNTROB|SPTY2D1|KANSL1|FAM174A,-1.1,MyList
Transcription Factor Targets,16,M15349,DBP Q6,,-3,2.3,3.7,30230,265,896,18,2,0.47,1946|3697|3707|4286|5076|5101|10082|10150|22997|51274|55243|79365|79778|80274|84631|84872|220965|257397,EFNA5|ITIH1|ITPKB|MITF|PAX2|PCDH9|GPC6|MBNL2|IGSF9B|KLF3|KIRREL1|BHLHE41|MICALL2|SCUBE1|SLITRK2|ZC3H10|FAM13C|TAB3,-1.1,MyList
DisGeNET,35,C4025763,Abnormality of the rib cage,,-3,8.4,5.2,30230,16,896,4,0.45,0.22,1947|4703|4854|7138,EFNB1|NEB|NOTCH3|TNNT1,-1.1,MyList
DisGeNET,35,C1856963,Fragile nails,,-3,6.2,4.8,30230,27,896,5,0.56,0.25,1947|2961|7227|7737|136647,EFNB1|GTF2E2|TRPS1|RNF113A|MPLKIP,-1.1,MyList
DisGeNET,35,C0042454,Velopharyngeal Insufficiency,,-3,6.2,4.8,30230,27,896,5,0.56,0.25,4750|8220|9411|51132|54487,NEK1|ESS2|ARHGAP29|RLIM|DGCR8,-1.1,MyList
DisGeNET,35,C0346053,Atypical fibroxanthoma of skin,,-3,6.2,4.8,30230,27,896,5,0.56,0.25,595|972|4286|4288|4311,CCND1|CD74|MITF|MKI67|MME,-1.1,MyList
Transcription Factor Targets,16,M4321,DR4 Q2,,-3,2.3,3.7,30230,266,896,18,2,0.47,3622|4286|4885|4969|6239|6660|6881|7942|9388|9759|10067|10133|25978|27086|57649|84969|89884|252983,ING2|MITF|NPTX2|OGN|RREB1|SOX5|TAF10|TFEB|LIPG|HDAC4|SCAMP3|OPTN|CHMP2B|FOXP1|PHF12|TOX2|LHX4|STXBP4,-1.1,MyList
Transcription Factor Targets,16,M12580,GATA3 01,,-3,2.3,3.7,30230,245,896,17,1.9,0.46,1389|1489|1997|2039|2049|3479|4286|4900|6002|6660|6666|9734|11030|22807|30011|127435|340277,CREBL2|CTF1|ELF1|DMTN|EPHB3|IGF1|MITF|NRGN|RGS12|SOX5|SOX12|HDAC9|RBPMS|IKZF2|SH3KBP1|PODN|FAM221A,-1.1,MyList
PaGenBase,36,PGB:00067,Cell-specific: Testis Germ Cell,,-3,3.5,4.1,30230,87,896,9,1,0.33,1113|2861|3400|4885|6457|6764|23627|65055|140597,CHGA|GPR37|ID4|NPTX2|SH3GL3|DENND2B|PRND|REEP1|TCEAL2,-1.1,MyList
Transcription Factor Targets,16,M4134,AP2REP 01,,-3,2.6,3.8,30230,182,896,14,1.6,0.41,862|1307|1946|1947|2785|10018|10067|25978|53826|57649|64375|85456|283149|375449,RUNX1T1|COL16A1|EFNA5|EFNB1|GNG3|BCL2L11|SCAMP3|CHMP2B|FXYD6|PHF12|IKZF4|TNKS1BP1|BCL9L|MAST4,-1.1,MyList
DisGeNET,35,C0021841,Intestinal Neoplasms,,-3,2.6,3.8,30230,182,896,14,1.6,0.41,595|607|1026|1634|6091|6387|6692|6696|6925|6934|9607|9846|79884|283149,CCND1|BCL9|CDKN1A|DCN|ROBO1|CXCL12|SPINT1|SPP1|TCF4|TCF7L2|CARTPT|GAB2|MAP9|BCL9L,-1.1,MyList
Transcription Factor Targets,16,M18920,GATA C,,-2.9,2.3,3.6,30230,268,896,18,2,0.47,607|862|1634|2039|2104|2122|4286|5076|6096|6660|9843|11030|11278|23051|25987|54462|84631|90355,BCL9|RUNX1T1|DCN|DMTN|ESRRG|MECOM|MITF|PAX2|RORB|SOX5|HEPH|RBPMS|KLF12|ZHX3|TSKU|CCSER2|SLITRK2|MACIR,-1.1,MyList
Transcription Factor Targets,16,M3339,STAT4 01,,-2.9,2.3,3.6,30230,268,896,18,2,0.47,2077|2122|3479|4286|4634|4734|5546|6489|7092|55872|57509|57513|57620|64375|84248|84335|85456|255743,ERF|MECOM|IGF1|MITF|MYL3|NEDD4|PRCC|ST8SIA1|TLL1|PBK|MTUS1|CASKIN2|STIM2|IKZF4|FYTTD1|AKT1S1|TNKS1BP1|NPNT,-1.1,MyList
DisGeNET,35,C0201976,"Creatinine measurement, serum (procedure)",,-2.9,3,3.9,30230,124,896,11,1.2,0.37,735|4772|6002|6660|6909|7942|9846|22864|23054|57591|57619,C9|NFATC1|RGS12|SOX5|TBX2|TFEB|GAB2|R3HDM2|NCOA6|MRTFA|SHROOM3,-1.1,MyList
Transcription Factor Targets,16,M8684,ZID 01,,-2.9,2.3,3.6,30230,269,896,18,2,0.47,2077|2104|4052|5662|6792|6925|8165|23239|27086|27125|29890|55033|79006|81628|83590|85456|160760|286262,ERF|ESRRG|LTBP1|PSD|CDKL5|TCF4|AKAP1|PHLPP1|FOXP1|AFF4|RBM15B|FKBP14|METRN|TSC22D4|TMUB1|TNKS1BP1|PPTC7|TPRN,-1.1,MyList
Cell Type Signatures,7,M39271,HU FETAL RETINA RPE,,-2.9,2.2,3.6,30230,292,896,19,2.1,0.48,1039|2791|3707|4052|4286|6383|8553|9388|10398|10413|11170|25937|25987|54102|84612|119587|151887|286262|359845,CDR2|GNG11|ITPKB|LTBP1|MITF|SDC2|BHLHE40|LIPG|MYL9|YAP1|FAM107A|WWTR1|TSKU|CLIC6|PARD6B|CPXM2|CCDC80|TPRN|RFLNB,-1,MyList
DisGeNET,35,C0362046,Prediabetes syndrome,,-2.9,2.5,3.7,30230,205,896,15,1.7,0.43,173|2662|3082|3479|4810|6387|6522|6696|6934|7060|9498|54901|65078|138428|148113,AFM|GDF10|HGF|IGF1|NHS|CXCL12|SLC4A2|SPP1|TCF7L2|THBS4|SLC4A8|CDKAL1|RTN4R|PTRH1|CILP2,-1,MyList
Transcription Factor Targets,16,M9557,SP1 Q6 01,,-2.9,2.3,3.6,30230,248,896,17,1.9,0.46,333|1453|1636|1949|4854|6387|6925|7703|8751|8861|9854|10524|10849|11276|25959|89796|283149,APLP1|CSNK1D|ACE|EFNB3|NOTCH3|CXCL12|TCF4|PCGF2|ADAM15|LDB1|C2CD2L|KAT5|POLR1G|SYNRG|KANK2|NAV1|BCL9L,-1,MyList
DisGeNET,35,C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,,-2.9,2.7,3.8,30230,164,896,13,1.5,0.4,1501|3082|3297|3680|4501|4744|6464|10133|25978|26039|51303|55033|400916,CTNND2|HGF|HSF1|ITGA9|MT1X|NEFH|SHC1|OPTN|CHMP2B|SS18L1|FKBP11|FKBP14|CHCHD10,-1,MyList
Transcription Factor Targets,16,M4238,OCT C,,-2.9,2.2,3.6,30230,270,896,18,2,0.47,2049|3621|4734|4739|5218|6457|9139|9734|9846|22807|27338|30850|57509|81558|84631|90187|126299|100131755,EPHB3|ING1|NEDD4|NEDD9|CDK14|SH3GL3|CBFA2T2|HDAC9|GAB2|IKZF2|UBE2S|CDR2L|MTUS1|FAM117A|SLITRK2|EMILIN3|ZNF428|ARMCX4,-1,MyList
DisGeNET,35,C0023508,White Blood Cell Count procedure,,-2.9,1.7,3.4,30230,681,896,35,3.9,0.65,350|607|1026|2687|3487|4286|6239|6387|6464|6764|7903|7942|9734|9811|10413|10723|11030|22807|22871|23331|51274|51564|54806|54901|55243|55553|56890|56987|57636|83986|84969|113263|129685|147339|284058,APOH|BCL9|CDKN1A|GGT5|IGFBP4|MITF|RREB1|CXCL12|SHC1|DENND2B|ST8SIA4|TFEB|HDAC9|CTIF|YAP1|SLC12A7|RBPMS|IKZF2|NLGN1|TTC28|KLF3|HDAC7|AHI1|CDKAL1|KIRREL1|SOX6|SAXO6|BBX|ARHGAP23|FAM234A|TOX2|GLCCI1|TAF8|ARK2N|KANSL1,-1,MyList
DisGeNET,35,C0022679,Cystic kidney,,-2.9,3.4,4,30230,89,896,9,1,0.33,629|5076|6091|6092|7145|10413|24147|54806|192668,CFB|PAX2|ROBO1|ROBO2|TNS1|YAP1|FJX1|AHI1|CYS1,-1,MyList
DisGeNET,35,C1300347,Atypical polypoid adenomyoma,,-2.9,13,5.8,30230,8,896,3,0.33,0.19,595|1026|4311,CCND1|CDKN1A|MME,-1,MyList
Transcription Factor Targets,16,M8634,HNF4 Q6,,-2.9,2.2,3.6,30230,271,896,18,2,0.47,629|735|1947|3014|5098|6692|6792|7227|9500|10252|10524|10749|23368|25987|65124|79006|255743|284058,CFB|C9|EFNB1|H2AX|PCDHGC3|SPINT1|CDKL5|TRPS1|MAGED1|SPRY1|KAT5|KIF1C|PPP1R13B|TSKU|SOWAHC|METRN|NPNT|KANSL1,-1,MyList
Cell Type Signatures,7,M39270,HU FETAL RETINA RPC,,-2.9,3.2,3.9,30230,107,896,10,1.1,0.35,595|1163|1164|4211|5099|6628|6696|6909|9760|54806,CCND1|CKS1B|CKS2|MEIS1|PCDH7|SNRPB|SPP1|TBX2|TOX|AHI1,-1,MyList
Transcription Factor Targets,16,M15185,GATA1 02,,-2.9,2.3,3.6,30230,249,896,17,1.9,0.46,320|862|1389|1997|2104|4286|4661|5099|9734|10602|11030|22807|30011|51132|54462|57690|64375,APBA1|RUNX1T1|CREBL2|ELF1|ESRRG|MITF|MYT1|PCDH7|HDAC9|CDC42EP3|RBPMS|IKZF2|SH3KBP1|RLIM|CCSER2|TNRC6C|IKZF4,-1,MyList
Transcription Factor Targets,16,M10836,SP3 Q3,,-2.9,2.3,3.6,30230,249,896,17,1.9,0.46,605|1949|3667|4756|5980|6522|7030|7136|7903|27086|54507|57468|57513|57555|127435|146059|285368,BCL7A|EFNB3|IRS1|NEO1|REV3L|SLC4A2|TFE3|TNNI2|ST8SIA4|FOXP1|ADAMTSL4|SLC12A5|CASKIN2|NLGN2|PODN|CDAN1|PRRT3,-1,MyList
DisGeNET,35,C0022548,Keloid,,-2.9,2.7,3.7,30230,165,896,13,1.5,0.4,595|822|1311|1634|1636|3082|4734|6281|6387|6696|10413|10631|64129,CCND1|CAPG|COMP|DCN|ACE|HGF|NEDD4|S100A10|CXCL12|SPP1|YAP1|POSTN|TINAGL1,-1,MyList
DisGeNET,35,C1854885,Cerebral dysmyelination,,-2.9,7.9,5,30230,17,896,4,0.45,0.22,2961|7737|9289|136647,GTF2E2|RNF113A|ADGRG1|MPLKIP,-1,MyList
Transcription Factor Targets,16,M16805,AR Q2,,-2.9,2.9,3.8,30230,126,896,11,1.2,0.37,770|6239|8766|9854|10602|22807|56478|79047|84080|140890|159195,CA11|RREB1|RAB11A|C2CD2L|CDC42EP3|IKZF2|EIF4ENIF1|KCTD15|ENKD1|SREK1|USP54,-1,MyList
DisGeNET,35,C0428883,Diastolic blood pressure,,-2.9,1.9,3.4,30230,507,896,28,3.1,0.58,350|1636|2122|2662|4634|5076|6909|6934|7145|9759|9846|10150|22986|23112|51199|51564|54984|55105|55553|55596|57337|57608|59269|89796|158038|254102|255743|375449,APOH|ACE|MECOM|GDF10|MYL3|PAX2|TBX2|TCF7L2|TNS1|HDAC4|GAB2|MBNL2|SORCS3|TNRC6B|NIN|HDAC7|PINX1|GPATCH2|SOX6|ZCCHC8|SENP7|JCAD|HIVEP3|NAV1|LINGO2|EHBP1L1|NPNT|MAST4,-1,MyList
DisGeNET,35,C0016529,Forced expiratory volume function,,-2.9,2.2,3.6,30230,272,896,18,2,0.47,2104|2122|3479|3955|4324|6457|7145|9611|11155|27086|29108|57117|64084|79058|81706|253827|255743|284058,ESRRG|MECOM|IGF1|LFNG|MMP15|SH3GL3|TNS1|NCOR1|LDB3|FOXP1|PYCARD|INTS12|CLSTN2|ASPSCR1|PPP1R14C|MSRB3|NPNT|KANSL1,-1,MyList
Transcription Factor Targets,16,M7179,MIF1 01,,-2.9,2.5,3.7,30230,186,896,14,1.6,0.41,862|868|1949|4739|4900|6660|6792|9500|9854|57804|64320|79884|83648|84080,RUNX1T1|CBLB|EFNB3|NEDD9|NRGN|SOX5|CDKL5|MAGED1|C2CD2L|POLD4|RNF25|MAP9|FAM167A|ENKD1,-1,MyList
DisGeNET,35,C0428886,Mean blood pressure,,-2.9,2.8,3.8,30230,146,896,12,1.3,0.38,350|2104|2122|2662|4634|6909|7092|9759|54984|55553|94137|254102,APOH|ESRRG|MECOM|GDF10|MYL3|TBX2|TLL1|HDAC4|PINX1|SOX6|RP1L1|EHBP1L1,-1,MyList
Cell Type Signatures,7,M39301,CUI DEVELOPING HEART C4 ENDOTHELIAL CELL,,-2.9,2.8,3.8,30230,146,896,12,1.3,0.38,858|1948|2791|3133|3487|5099|9411|10631|10653|25937|51129|53826,CAV2|EFNB2|GNG11|HLA-E|IGFBP4|PCDH7|ARHGAP29|POSTN|SPINT2|WWTR1|ANGPTL4|FXYD6,-1,MyList
DisGeNET,35,C4023616,Abnormality of immune system physiology,,-2.9,4.8,4.3,30230,42,896,6,0.67,0.27,2067|2073|3955|8270|9723|10297,ERCC1|ERCC5|LFNG|LAGE3|SEMA3E|APC2,-1,MyList
Transcription Factor Targets,16,M15595,CART1 01,,-2.8,2.4,3.6,30230,229,896,16,1.8,0.44,862|2104|4661|4885|6660|6792|10150|23528|51132|56987|57509|64111|79047|84668|140890|253827,RUNX1T1|ESRRG|MYT1|NPTX2|SOX5|CDKL5|MBNL2|ZNF281|RLIM|BBX|MTUS1|NPVF|KCTD15|HYCC1|SREK1|MSRB3,-1,MyList
