Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M41710,FAN OVARY CL8 MATURE CUMULUS GRANULOSA CELL 2,,-4.2,2,4.4,30230,646,896,38,4.2,0.67,166|1163|1164|2002|2067|4267|4501|4717|6281|8270|8553|9500|10413|10653|10848|26586|29108|51155|54539|55111|55859|58527|65124|79004|80097|84285|84298|90843|112574|114908|126299|140597|388588|400916|401466|644150|653784|100131187,TLE5|CKS1B|CKS2|ELK1|ERCC1|CD99|MT1X|NDUFC1|S100A10|LAGE3|BHLHE40|MAGED1|YAP1|SPINT2|PPP1R13L|CKAP2|PYCARD|JPT1|NDUFB11|PLEKHJ1|BEX1|ABRACL|SOWAHC|CUEDC2|MZT2B|EIF1AD|LLPH|TCEAL8|SNX18|TMEM123|ZNF428|TCEAL2|SMIM1|CHCHD10|RBIS|WIPF3|MZT2A|TSTD1,-2,MyList
DisGeNET,35,C0001948,Alcohol consumption,,-4.2,2.9,4.8,30230,210,896,18,2,0.47,350|2104|2122|3083|4299|5125|7227|8658|22864|23051|23301|51129|54984|55553|57523|57608|94137|144108,APOH|ESRRG|MECOM|HGFAC|AFF1|PCSK5|TRPS1|TNKS|R3HDM2|ZHX3|EHBP1|ANGPTL4|PINX1|SOX6|NYNRIN|JCAD|RP1L1|SPTY2D1,-1.9,MyList
Cell Type Signatures,7,M39039,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 1,,-4.2,2.2,4.5,30230,440,896,29,3.2,0.59,858|1636|1953|2122|2687|2791|3487|4501|6281|6925|8496|8553|8694|8751|9411|11135|25937|51564|51599|57181|57608|64856|79778|85379|112464|145864|157695|253827|768211,CAV2|ACE|MEGF6|MECOM|GGT5|GNG11|IGFBP4|MT1X|S100A10|TCF4|PPFIBP1|BHLHE40|DGAT1|ADAM15|ARHGAP29|CDC42EP1|WWTR1|HDAC7|LSR|SLC39A10|JCAD|VWA1|MICALL2|KIAA1671|CAVIN3|HAPLN3|TDRP|MSRB3|RELL1,-1.9,MyList
Transcription Factor Targets,16,M19851,FOXO3 01,,-4.2,2.7,4.7,30230,251,896,20,2.2,0.49,460|605|1028|1389|4734|5218|6666|10150|11278|22807|23239|54510|55122|57630|64375|84335|131377|140890|153222|256643,ASTN1|BCL7A|CDKN1C|CREBL2|NEDD4|CDK14|SOX12|MBNL2|KLF12|IKZF2|PHLPP1|PCDH18|AKIRIN2|SH3RF1|IKZF4|AKT1S1|KLHL40|SREK1|CREBRF|BCLAF3,-1.9,MyList
Cell Type Signatures,7,M41691,TRAVAGLINI LUNG PLATELET MEGAKARYOCYTE CELL,,-4.2,2,4.4,30230,604,896,36,4,0.66,664|858|1026|2039|2162|2791|2869|3133|4052|4211|4900|5606|6001|7041|7145|7739|8766|10362|10398|10653|23420|23635|26469|51177|55122|56181|56890|57584|81628|84270|90355|124790|126006|157695|375757|100505573,BNIP3|CAV2|CDKN1A|DMTN|F13A1|GNG11|GRK5|HLA-E|LTBP1|MEIS1|NRGN|MAP2K3|RGS10|TGFB1I1|TNS1|ZNF185|RAB11A|HMG20B|MYL9|SPINT2|NOMO1|SSBP2|PTPN18|PLEKHO1|AKIRIN2|MTFR1L|SAXO6|ARHGAP21|TSC22D4|CARD19|MACIR|HEXIM2|PCP2|TDRP|SWI5|INAFM2,-1.9,MyList
DisGeNET,35,C1535926,Neurodevelopmental Disorders,,-4.2,2.1,4.4,30230,534,896,33,3.7,0.63,460|1948|1979|3383|4685|5662|6091|6096|6529|6660|6792|6925|6934|7030|8766|8926|10413|23112|27086|27245|51322|54751|54806|54820|56776|57094|57468|57479|57555|57724|59269|81565|140733,ASTN1|EFNB2|EIF4EBP2|ICAM1|NCAM2|PSD|ROBO1|RORB|SLC6A1|SOX5|CDKL5|TCF4|TCF7L2|TFE3|RAB11A|SNURF|YAP1|TNRC6B|FOXP1|AHDC1|WAC|FBLIM1|AHI1|NDE1|FMN2|CPA6|SLC12A5|PRR12|NLGN2|EPG5|HIVEP3|NDEL1|MACROD2,-1.9,MyList
DisGeNET,35,C0555198,Malignant Glioma,,-4.2,1.9,4.3,30230,724,896,41,4.6,0.7,361|575|595|664|858|1026|1028|1634|1979|2067|2147|3014|3082|3383|3479|3621|4052|4155|4288|4854|4885|5101|6091|6457|6696|6925|6934|8772|8805|9139|9547|10018|10413|11170|23368|25937|27338|29108|51129|55859|63827,AQP4|ADGRB1|CCND1|BNIP3|CAV2|CDKN1A|CDKN1C|DCN|EIF4EBP2|ERCC1|F2|H2AX|HGF|ICAM1|IGF1|ING1|LTBP1|MBP|MKI67|NOTCH3|NPTX2|PCDH9|ROBO1|SH3GL3|SPP1|TCF4|TCF7L2|FADD|TRIM24|CBFA2T2|CXCL14|BCL2L11|YAP1|FAM107A|PPP1R13B|WWTR1|UBE2S|PYCARD|ANGPTL4|BEX1|BCAN,-1.9,MyList
Transcription Factor Targets,16,M6830,CEBP Q2 01,,-4.2,2.6,4.6,30230,272,896,21,2.3,0.51,1028|1634|2077|2158|4286|4756|5098|5099|5606|6660|6906|6938|7030|9388|9759|11278|27086|59269|64111|126299|404093,CDKN1C|DCN|ERF|F9|MITF|NEO1|PCDHGC3|PCDH7|MAP2K3|SOX5|SERPINA7|TCF12|TFE3|LIPG|HDAC4|KLF12|FOXP1|HIVEP3|NPVF|ZNF428|CUEDC1,-1.9,MyList
DisGeNET,35,C0750974,"Brain Tumor, Primary",,-4.2,3.6,5,30230,122,896,13,1.5,0.4,595|3383|5806|6696|7270|7799|8553|8805|10133|10413|24147|57670|63827,CCND1|ICAM1|PTX3|SPP1|TTF1|PRDM2|BHLHE40|TRIM24|OPTN|YAP1|FJX1|KIAA1549|BCAN,-1.9,MyList
Transcription Factor Targets,16,M1643,FOX Q2,,-4.1,2.9,4.7,30230,213,896,18,2,0.47,862|1026|1979|2104|4286|4661|4756|6239|6934|10529|11278|51286|55033|57715|84631|114990|116224|147339,RUNX1T1|CDKN1A|EIF4EBP2|ESRRG|MITF|MYT1|NEO1|RREB1|TCF7L2|NEBL|KLF12|CEND1|FKBP14|SEMA4G|SLITRK2|VASN|PABIR1|ARK2N,-1.9,MyList
Cell Type Signatures,7,M39065,MANNO MIDBRAIN NEUROTYPES HRN,,-4.1,2.4,4.6,30230,335,896,24,2.7,0.54,333|862|1113|2104|2785|4661|5098|5101|5126|6092|10602|22986|23102|23506|59269|64388|79169|79870|84530|114787|150864|201191|221914|256714,APLP1|RUNX1T1|CHGA|ESRRG|GNG3|MYT1|PCDHGC3|PCDH9|PCSK2|ROBO2|CDC42EP3|SORCS3|TBC1D2B|BICRAL|HIVEP3|GREM2|C1orf35|BAALC|SRRM4|GPRIN1|FAM117B|SAMD14|GPC2|MAP7D2,-1.9,MyList
Transcription Factor Targets,16,M7213,OCT1 02,,-4.1,2.8,4.7,30230,214,896,18,2,0.47,862|1634|2104|2719|4052|4211|4885|5076|5126|5978|6925|7227|9547|9734|23239|27086|65056|126299,RUNX1T1|DCN|ESRRG|GPC3|LTBP1|MEIS1|NPTX2|PAX2|PCSK2|REST|TCF4|TRPS1|CXCL14|HDAC9|PHLPP1|FOXP1|GPBP1|ZNF428,-1.9,MyList
Cell Type Signatures,7,M39063,MANNO MIDBRAIN NEUROTYPES HNBM,,-4.1,2.5,4.6,30230,295,896,22,2.5,0.52,1953|2785|4661|5098|5126|6091|6660|9139|9289|9498|9705|10602|27324|51155|56776|64388|79169|84530|89796|126731|221914|266727,MEGF6|GNG3|MYT1|PCDHGC3|PCSK2|ROBO1|SOX5|CBFA2T2|ADGRG1|SLC4A8|ST18|CDC42EP3|TOX3|JPT1|FMN2|GREM2|C1orf35|SRRM4|NAV1|CCSAP|GPC2|MDGA1,-1.9,MyList
Cell Type Signatures,7,M39235,LAKE ADULT KIDNEY C16 COLLECTING SYSTEM PRINCIPAL CELLS CORTEX,,-4.1,3.3,4.9,30230,141,896,14,1.6,0.41,2122|4299|5980|7227|9760|11030|22871|25937|27324|54806|57630|64097|140733|401474,MECOM|AFF1|REV3L|TRPS1|TOX|RBPMS|NLGN1|WWTR1|TOX3|AHI1|SH3RF1|EPB41L4A|MACROD2|SAMD12,-1.8,MyList
Transcription Factor Targets,16,M6144,STAT5B 01,,-4.1,2.6,4.6,30230,255,896,20,2.2,0.49,320|550|607|730|2158|3383|3660|5118|5126|5606|5662|7456|10282|10379|11346|50487|80271|112752|114990|153222,APBA1|AUP1|BCL9|C7|F9|ICAM1|IRF2|PCOLCE|PCSK2|MAP2K3|PSD|WIPF1|BET1|IRF9|SYNPO|PLA2G3|ITPKC|IFT43|VASN|CREBRF,-1.8,MyList
Transcription Factor Targets,16,M29971,FOXG1 TARGET GENES,,-4.1,2,4.3,30230,587,896,35,3.9,0.65,705|770|2073|4155|4717|5980|6938|8766|9857|10010|10018|10489|23301|23635|50485|51599|54629|54806|55033|55095|55633|55663|55850|55957|57109|57181|80254|84335|84872|84909|136647|283899|284058|400793|728568,BYSL|CA11|ERCC5|MBP|NDUFC1|REV3L|TCF12|RAB11A|CEP350|TANK|BCL2L11|LRRC41|EHBP1|SSBP2|SMARCAL1|LSR|MINDY2|AHI1|FKBP14|SAMD4B|TBC1D22B|ZNF446|USE1|LIN37|REXO4|SLC39A10|CEP63|AKT1S1|ZC3H10|AOPEP|MPLKIP|INO80E|KANSL1|C1orf226|UQCC6,-1.8,MyList
DisGeNET,35,C1968565,Numerous pigmented freckles,,-4.1,15,7.3,30230,9,896,4,0.45,0.22,2073|2961|7737|136647,ERCC5|GTF2E2|RNF113A|MPLKIP,-1.8,MyList
Cell Type Signatures,7,M40135,DESCARTES MAIN FETAL IGFBP1 DKK1 POSITIVE CELLS,,-4.1,3,4.8,30230,178,896,16,1.8,0.44,1634|1636|2619|3487|3489|3621|4060|7044|8660|25987|56100|56265|56548|57804|114990|284297,DCN|ACE|GAS1|IGFBP4|IGFBP6|ING1|LUM|LEFTY2|IRS2|TSKU|PCDHGB6|CPXM1|CHST7|POLD4|VASN|SSC5D,-1.8,MyList
DisGeNET,35,C0205682,Waist-Hip Ratio,,-4,2,4.3,30230,565,896,34,3.8,0.64,595|2122|3680|4211|5125|6091|6239|6777|6934|7424|9326|10018|10082|10602|23051|23112|23331|23373|25771|29855|51308|54901|56181|56987|57584|57608|60676|84444|114990|158038|162427|196513|375449|404093,CCND1|MECOM|ITGA9|MEIS1|PCSK5|ROBO1|RREB1|STAT5B|TCF7L2|VEGFC|ZNHIT3|BCL2L11|GPC6|CDC42EP3|ZHX3|TNRC6B|TTC28|CRTC1|TBC1D22A|UBN1|REEP2|CDKAL1|MTFR1L|BBX|ARHGAP21|JCAD|PAPPA2|DOT1L|VASN|LINGO2|RETREG3|DCP1B|MAST4|CUEDC1,-1.8,MyList
DisGeNET,35,C1578482,Valgus deformities of feet,,-4,7.8,6,30230,26,896,6,0.67,0.27,2737|6925|9325|55033|65055|284058,GLI3|TCF4|TRIP4|FKBP14|REEP1|KANSL1,-1.8,MyList
Transcription Factor Targets,16,M30336,ZNF512B TARGET GENES,,-4,2.8,4.6,30230,218,896,18,2,0.47,605|2122|6383|7227|10082|10220|23635|55553|56987|57512|57664|57696|63877|81628|126526|219654|219738|257415,BCL7A|MECOM|SDC2|TRPS1|GPC6|GDF11|SSBP2|SOX6|BBX|GPR158|PLEKHA4|DDX55|FAM204A|TSC22D4|C19orf47|ZCCHC24|FAM241B|FAM133B,-1.8,MyList
TRRUST,34,TRR00859,Regulated by: NELFCD,,-4,25,8.5,30230,4,896,3,0.33,0.19,595|1026|150383,CCND1|CDKN1A|CDPF1,-1.8,MyList
Cell Type Signatures,7,M39111,AIZARANI LIVER C7 EPCAM POS BILE DUCT CELLS 2,,-4,2.8,4.6,30230,219,896,18,2,0.47,71|595|858|1028|1501|6692|6696|10653|10723|11030|11135|25937|54102|57619|57648|64285|84612|85456,ACTG1|CCND1|CAV2|CDKN1C|CTNND2|SPINT1|SPP1|SPINT2|SLC12A7|RBPMS|CDC42EP1|WWTR1|CLIC6|SHROOM3|NHSL3|RHBDF1|PARD6B|TNKS1BP1,-1.8,MyList
Transcription Factor Targets,16,M17883,STAT5A 01,,-4,2.6,4.5,30230,259,896,20,2.2,0.49,320|730|2158|3383|3622|3660|5118|5126|5606|5662|6489|7456|10282|10379|11346|64375|80271|112752|140890|153222,APBA1|C7|F9|ICAM1|ING2|IRF2|PCOLCE|PCSK2|MAP2K3|PSD|ST8SIA1|WIPF1|BET1|IRF9|SYNPO|IKZF4|ITPKC|IFT43|SREK1|CREBRF,-1.8,MyList
Transcription Factor Targets,16,M9329,SRY 02,,-4,2.6,4.5,30230,259,896,20,2.2,0.49,320|2104|4286|4300|6660|6925|8861|9139|10150|10602|22807|51274|55553|64111|84631|112950|140890|153222|266727|340719,APBA1|ESRRG|MITF|MLLT3|SOX5|TCF4|LDB1|CBFA2T2|MBNL2|CDC42EP3|IKZF2|KLF3|SOX6|NPVF|SLITRK2|MED8|SREK1|CREBRF|MDGA1|NANOS1,-1.8,MyList
DisGeNET,35,C0235833,Congenital diaphragmatic hernia,,-4,2.7,4.6,30230,239,896,19,2.1,0.48,1636|1947|1948|2719|2737|3955|4288|6696|6909|6925|6934|7227|9759|11117|25978|51070|54539|64219|84294,ACE|EFNB1|EFNB2|GPC3|GLI3|LFNG|MKI67|SPP1|TBX2|TCF4|TCF7L2|TRPS1|HDAC4|EMILIN1|CHMP2B|NOSIP|NDUFB11|PJA1|UTP23,-1.8,MyList
DisGeNET,35,C0017605,Angle Closure Glaucoma,,-4,3.9,5,30230,94,896,11,1.2,0.37,862|1634|2147|3082|4653|4703|6696|9705|10133|129804|646960,RUNX1T1|DCN|F2|HGF|MYOC|NEB|SPP1|ST18|OPTN|FBLN7|PRSS56,-1.8,MyList
Transcription Factor Targets,16,M4153,PXR Q2,,-4,2.6,4.5,30230,260,896,20,2.2,0.49,607|1163|3046|4211|4286|6239|6464|7145|8553|8751|9478|10150|22807|27125|55122|57348|79778|114990|127733|348980,BCL9|CKS1B|HBE1|MEIS1|MITF|RREB1|SHC1|TNS1|BHLHE40|ADAM15|CABP1|MBNL2|IKZF2|AFF4|AKIRIN2|TTYH1|MICALL2|VASN|UBXN10|HCN1,-1.8,MyList
Transcription Factor Targets,16,M12934,BRN2 01,,-4,2.7,4.5,30230,240,896,19,2.1,0.48,595|607|1501|2104|2122|4661|4685|6792|6925|7286|10150|11278|23767|54510|56890|56998|57109|57117|136332,CCND1|BCL9|CTNND2|ESRRG|MECOM|MYT1|NCAM2|CDKL5|TCF4|TUFT1|MBNL2|KLF12|FLRT3|PCDH18|SAXO6|CTNNBIP1|REXO4|INTS12|LRGUK,-1.7,MyList
Transcription Factor Targets,16,M3647,GR Q6 01,,-4,2.5,4.5,30230,281,896,21,2.3,0.51,320|361|605|819|862|1501|5076|5101|6239|9500|9854|10150|11117|22864|51274|56006|64375|79047|81558|284058|404093,APBA1|AQP4|BCL7A|CAMLG|RUNX1T1|CTNND2|PAX2|PCDH9|RREB1|MAGED1|C2CD2L|MBNL2|EMILIN1|R3HDM2|KLF3|SMG9|IKZF4|KCTD15|FAM117A|KANSL1|CUEDC1,-1.7,MyList
Cell Type Signatures,7,M39244,LAKE ADULT KIDNEY C25 ENDOTHELIAL CELLS UNASSIGNED,,-4,6.2,5.6,30230,38,896,7,0.78,0.29,1946|6925|6938|8496|27086|56977|64097,EFNA5|TCF4|TCF12|PPFIBP1|FOXP1|STOX2|EPB41L4A,-1.7,MyList
Transcription Factor Targets,16,M29979,GLI3 TARGET GENES,,-3.9,1.9,4.2,30230,741,896,41,4.6,0.7,705|2067|4739|6692|6880|6882|7286|8496|8766|9326|9611|9813|10078|10179|11215|22864|26099|26586|51070|51149|51271|54629|55033|57479|57620|57696|58515|79035|79140|79596|80012|80254|80303|90378|113263|114908|116224|146542|147965|219541|286262,BYSL|ERCC1|NEDD9|SPINT1|TAF9|TAF11|TUFT1|PPFIBP1|RAB11A|ZNHIT3|NCOR1|EFCAB14|TSSC4|RBM7|AKAP11|R3HDM2|SZRD1|CKAP2|NOSIP|MRNIP|UBAP1|MINDY2|FKBP14|PRR12|STIM2|DDX55|SELENOK|NABP2|CCDC28B|OBI1|PHC3|CEP63|EFHD1|SAMD1|GLCCI1|TMEM123|PABIR1|ZNF688|FAM98C|MED19|TPRN,-1.7,MyList
Cell Type Signatures,7,M41690,TRAVAGLINI LUNG BASOPHIL MAST 2 CELL,,-3.9,2.1,4.3,30230,502,896,31,3.5,0.61,665|819|822|1026|1997|2077|3383|4286|4291|4739|4772|4793|8553|9411|10010|10602|10653|27086|30011|54532|55589|56181|58515|65056|81550|81565|90355|112942|118472|140606|375449,BNIP3L|CAMLG|CAPG|CDKN1A|ELF1|ERF|ICAM1|MITF|MLF1|NEDD9|NFATC1|NFKBIB|BHLHE40|ARHGAP29|TANK|CDC42EP3|SPINT2|FOXP1|SH3KBP1|USP53|BMP2K|MTFR1L|SELENOK|GPBP1|TDRD3|NDEL1|MACIR|CFAP36|ZNF511|SELENOM|MAST4,-1.7,MyList
Transcription Factor Targets,16,M17378,AHR Q5,,-3.9,2.7,4.6,30230,221,896,18,2,0.47,4060|4211|4335|4900|5116|5662|5980|10653|22986|51322|79365|84444|84530|126299|152485|162427|283149|388272,LUM|MEIS1|MNT|NRGN|PCNT|PSD|REV3L|SPINT2|SORCS3|WAC|BHLHE41|DOT1L|SRRM4|ZNF428|ZNF827|RETREG3|BCL9L|C16orf87,-1.7,MyList
Transcription Factor Targets,16,M10416,WWTAAGGC UNKNOWN,,-3.9,3.2,4.7,30230,146,896,14,1.6,0.41,1265|3622|4211|6096|6522|6666|6777|6909|8553|9734|10398|56987|81706|84631,CNN2|ING2|MEIS1|RORB|SLC4A2|SOX12|STAT5B|TBX2|BHLHE40|HDAC9|MYL9|BBX|PPP1R14C|SLITRK2,-1.7,MyList
Cell Type Signatures,7,M40222,DESCARTES FETAL KIDNEY STROMAL CELLS,,-3.9,3.2,4.7,30230,146,896,14,1.6,0.41,715|1634|3479|3489|4060|4969|5806|10631|26471|54507|84631|94031|113146|127435,C1R|DCN|IGF1|IGFBP6|LUM|OGN|PTX3|POSTN|NUPR1|ADAMTSL4|SLITRK2|HTRA3|AHNAK2|PODN,-1.7,MyList
TRRUST,34,TRR01225,Regulated by: SIRT1,,-3.9,5.3,5.4,30230,51,896,8,0.89,0.31,595|1026|2104|3046|3297|3383|6464|150383,CCND1|CDKN1A|ESRRG|HBE1|HSF1|ICAM1|SHC1|CDPF1,-1.7,MyList
Transcription Factor Targets,16,M40815,ZBTB44 TARGET GENES,,-3.9,2.4,4.4,30230,325,896,23,2.6,0.53,1997|2073|2785|7942|9411|9686|26009|27125|51070|51308|55872|56776|57117|79004|79058|79169|81628|84248|115939|124790|126526|375449|404093,ELF1|ERCC5|GNG3|TFEB|ARHGAP29|VGLL4|ZZZ3|AFF4|NOSIP|REEP2|PBK|FMN2|INTS12|CUEDC2|ASPSCR1|C1orf35|TSC22D4|FYTTD1|TSR3|HEXIM2|C19orf47|MAST4|CUEDC1,-1.7,MyList
Cell Type Signatures,7,M39113,AIZARANI LIVER C9 LSECS 1,,-3.9,2.4,4.4,30230,304,896,22,2.5,0.52,665|1948|2791|3680|4299|6925|6934|7703|8496|8553|9411|10252|11170|25937|27125|51129|53826|58191|64129|83786|84969|140890,BNIP3L|EFNB2|GNG11|ITGA9|AFF1|TCF4|TCF7L2|PCGF2|PPFIBP1|BHLHE40|ARHGAP29|SPRY1|FAM107A|WWTR1|AFF4|ANGPTL4|FXYD6|CXCL16|TINAGL1|FRMD8|TOX2|SREK1,-1.7,MyList
Transcription Factor Targets,16,M19642,CDPCR1 01,,-3.9,3.4,4.8,30230,129,896,13,1.5,0.4,862|4211|6777|6934|7703|11143|22807|55122|57468|65062|79365|124790|152485,RUNX1T1|MEIS1|STAT5B|TCF7L2|PCGF2|KAT7|IKZF2|AKIRIN2|SLC12A5|TMEM237|BHLHE41|HEXIM2|ZNF827,-1.7,MyList
Transcription Factor Targets,16,M15675,CCCNNGGGAR OLF1 01,,-3.9,2.4,4.4,30230,326,896,23,2.6,0.53,320|862|2049|2122|2824|2869|3383|4756|5076|7059|7703|7903|9854|9956|10318|51271|57348|57620|83987|85456|114990|266727|283149,APBA1|RUNX1T1|EPHB3|MECOM|GPM6B|GRK5|ICAM1|NEO1|PAX2|THBS3|PCGF2|ST8SIA4|C2CD2L|HS3ST2|TNIP1|UBAP1|TTYH1|STIM2|CCDC8|TNKS1BP1|VASN|MDGA1|BCL9L,-1.7,MyList
DisGeNET,35,C1857949,Prominent metopic ridge,,-3.9,6.1,5.5,30230,39,896,7,0.78,0.29,71|1028|2067|2073|4854|55975|56006,ACTG1|CDKN1C|ERCC1|ERCC5|NOTCH3|KLHL7|SMG9,-1.7,MyList
Transcription Factor Targets,16,M14357,TATA C,,-3.9,2.5,4.4,30230,285,896,21,2.3,0.51,664|2104|2122|2869|3014|4052|4734|6281|6660|6925|22997|27086|59269|79004|79047|79159|84631|84872|90861|140890|143282,BNIP3|ESRRG|MECOM|GRK5|H2AX|LTBP1|NEDD4|S100A10|SOX5|TCF4|IGSF9B|FOXP1|HIVEP3|CUEDC2|KCTD15|NOL12|SLITRK2|ZC3H10|JPT2|SREK1|FGFBP3,-1.7,MyList
Transcription Factor Targets,16,M14066,IRF Q6,,-3.9,2.6,4.5,30230,244,896,19,2.1,0.48,595|862|3660|4300|4734|4772|5098|5099|6096|6934|8751|10379|22807|56987|57555|79035|84441|140890|219654,CCND1|RUNX1T1|IRF2|MLLT3|NEDD4|NFATC1|PCDHGC3|PCDH7|RORB|TCF7L2|ADAM15|IRF9|IKZF2|BBX|NLGN2|NABP2|MAML2|SREK1|ZCCHC24,-1.7,MyList
Transcription Factor Targets,16,M17779,PAX2 02,,-3.9,2.5,4.4,30230,265,896,20,2.2,0.49,595|862|2077|2104|2719|3479|4739|5099|6925|6934|6938|7319|9804|11170|23301|59269|64111|84441|90378|114990,CCND1|RUNX1T1|ERF|ESRRG|GPC3|IGF1|NEDD9|PCDH7|TCF4|TCF7L2|TCF12|UBE2A|TOMM20|FAM107A|EHBP1|HIVEP3|NPVF|MAML2|SAMD1|VASN,-1.7,MyList
TRRUST,34,TRR01421,Regulated by: TP63,,-3.9,9.4,6.2,30230,18,896,5,0.56,0.25,1026|6925|6934|8553|150383,CDKN1A|TCF4|TCF7L2|BHLHE40|CDPF1,-1.7,MyList
Cell Type Signatures,7,M39219,ZHENG CORD BLOOD C10 MULTILYMPHOID PROGENITOR,,-3.8,3.8,4.9,30230,97,896,11,1.2,0.37,71|972|4267|4299|4311|51199|51759|57035|57602|79870|84270,ACTG1|CD74|CD99|AFF1|MME|NIN|C9orf78|RSRP1|USP36|BAALC|CARD19,-1.7,MyList
Cell Type Signatures,7,M41662,TRAVAGLINI LUNG ARTERY CELL,,-3.8,3.3,4.7,30230,131,896,13,1.5,0.4,862|1948|2122|4052|5125|6387|8425|8751|10602|11170|54751|84969|112942,RUNX1T1|EFNB2|MECOM|LTBP1|PCSK5|CXCL12|LTBP4|ADAM15|CDC42EP3|FAM107A|FBLIM1|TOX2|CFAP36,-1.7,MyList
Transcription Factor Targets,16,M7165,ACTAYRNNNCCCR UNKNOWN,,-3.8,2.1,4.2,30230,463,896,29,3.2,0.59,770|1489|4286|4793|5546|7554|9811|9972|10067|10282|10849|23518|25876|27291|50485|55596|55663|55906|57649|63943|64897|84080|84901|91272|124790|129685|200186|283899|401474,CA11|CTF1|MITF|NFKBIB|PRCC|ZNF8|CTIF|NUP153|SCAMP3|BET1|POLR1G|R3HDM1|SPEF1|R3HCC1L|SMARCAL1|ZCCHC8|ZNF446|ZC4H2|PHF12|FKBPL|C12orf43|ENKD1|NFATC2IP|BOD1|HEXIM2|TAF8|CRTC2|INO80E|SAMD12,-1.7,MyList
Cell Type Signatures,7,M39254,MENON FETAL KIDNEY 4 PODOCYTES,,-3.8,2.8,4.5,30230,206,896,17,1.9,0.46,665|1028|1824|1948|4311|6092|6383|6387|9411|10398|10529|10653|11346|56265|56987|80760|255743,BNIP3L|CDKN1C|DSC2|EFNB2|MME|ROBO2|SDC2|CXCL12|ARHGAP29|MYL9|NEBL|SPINT2|SYNPO|CPXM1|BBX|ITIH5|NPNT,-1.7,MyList
Transcription Factor Targets,16,M15429,HNF1 01,,-3.8,2.6,4.4,30230,246,896,19,2.1,0.48,173|607|3083|4286|6096|6239|6777|6792|6906|6909|7145|9139|10150|22871|57715|90861|146059|152485|404093,AFM|BCL9|HGFAC|MITF|RORB|RREB1|STAT5B|CDKL5|SERPINA7|TBX2|TNS1|CBFA2T2|MBNL2|NLGN1|SEMA4G|JPT2|CDAN1|ZNF827|CUEDC1,-1.7,MyList
DisGeNET,35,C1261502,Finding of Mean Corpuscular Hemoglobin,,-3.8,1.9,4.1,30230,653,896,37,4.1,0.66,665|2961|3046|4299|4703|4756|6660|6787|7942|8660|8766|9857|10723|11030|11143|22983|23112|27086|29911|51274|51564|54806|54901|55553|55589|57035|57184|57337|57724|58506|81558|83986|84969|90355|147339|254102|284058,BNIP3L|GTF2E2|HBE1|AFF1|NEB|NEO1|SOX5|NEK4|TFEB|IRS2|RAB11A|CEP350|SLC12A7|RBPMS|KAT7|MAST1|TNRC6B|FOXP1|HOOK2|KLF3|HDAC7|AHI1|CDKAL1|SOX6|BMP2K|RSRP1|FAM219B|SENP7|EPG5|SCAF1|FAM117A|FAM234A|TOX2|MACIR|ARK2N|EHBP1L1|KANSL1,-1.7,MyList
DisGeNET,35,C0042580,Vesico-Ureteral Reflux,,-3.8,2.9,4.5,30230,187,896,16,1.8,0.44,1028|1636|5076|5806|6092|6239|6696|6792|7227|7319|9723|10297|27125|80254|284058|644096,CDKN1C|ACE|PAX2|PTX3|ROBO2|RREB1|SPP1|CDKL5|TRPS1|UBE2A|SEMA3E|APC2|AFF4|CEP63|KANSL1|SDHAF1,-1.7,MyList
Cell Type Signatures,7,M39274,DURANTE ADULT OLFACTORY NEUROEPITHELIUM FIBROBLASTS STROMAL CELLS,,-3.8,4.1,4.9,30230,82,896,10,1.1,0.35,715|1634|3082|3487|3489|4060|5118|6320|10631|140606,C1R|DCN|HGF|IGFBP4|IGFBP6|LUM|PCOLCE|CLEC11A|POSTN|SELENOM,-1.7,MyList
DisGeNET,35,C0264303,Laryngomalacia,,-3.8,4.5,5.1,30230,67,896,9,1,0.33,5116|6239|8425|9723|9759|27086|27125|27245|284058,PCNT|RREB1|LTBP4|SEMA3E|HDAC4|FOXP1|AFF4|AHDC1|KANSL1,-1.7,MyList
DisGeNET,35,C0521525,Short neck,,-3.8,2.5,4.4,30230,288,896,21,2.3,0.51,71|1501|1947|2067|2073|2719|3955|4703|4854|6239|6909|6925|7136|7319|9759|10082|50485|51322|55906|83987|92482,ACTG1|CTNND2|EFNB1|ERCC1|ERCC5|GPC3|LFNG|NEB|NOTCH3|RREB1|TBX2|TCF4|TNNI2|UBE2A|HDAC4|GPC6|SMARCAL1|WAC|ZC4H2|CCDC8|BBIP1,-1.7,MyList
Transcription Factor Targets,16,M14012,GATA1 04,,-3.8,2.6,4.4,30230,247,896,19,2.1,0.48,862|1389|2122|3479|4286|5099|7227|8510|10150|10602|11030|11278|11346|54462|80789|81558|84631|148398|151887,RUNX1T1|CREBL2|MECOM|IGF1|MITF|PCDH7|TRPS1|MMP23B|MBNL2|CDC42EP3|RBPMS|KLF12|SYNPO|CCSER2|INTS5|FAM117A|SLITRK2|SAMD11|CCDC80,-1.6,MyList
