"UNIPROT","ENTREZID","SYMBOL"
"Q99584","6284","S100A13"
"P05109","6279","S100A8"
"P06702","6280","S100A9"
"Q96BU1","64766","S100PBP"
"Q96ER3","113174","SAAL1"
"Q9NTJ5","22908","SACM1L"
"Q9UBE0","10055","SAE1"
"Q15424","6294","SAFB"
"Q14151","9667","SAFB2"
"Q9NSC2","6299","SALL1"
"Q9Y467","6297","SALL2"
"Q6SPF0","90378","SAMD1"
"Q96NU1","148398","SAMD11"
"Q5PRF9","55095","SAMD4B"
"Q9Y3Z3","25939","SAMHD1"
"Q9Y512","25813","SAMM50"
"Q9H0E3","79595","SAP130"
"O00422","10284","SAP18"
"O75446","8819","SAP30"
"Q9UHR5","29115","SAP30BP"
"Q9HAJ7","79685","SAP30L"
"Q9NR31","56681","SAR1A"
"Q9Y6B6","51128","SAR1B"
"Q96BY9","51669","SARAF"
"Q6SZW1","23098","SARM1"
"P82979","84324","SARNP"
"P49591","6301","SARS1"
"Q9NP81","54938","SARS2"
"O43290","9092","SART1"
"Q15020","9733","SART3"
"O94885","23328","SASH1"
"Q6UVJ0","163786","SASS6"
"Q01826","6304","SATB1"
"Q9UPW6","23314","SATB2"
"Q9H4B6","60485","SAV1"
"Q9NPB0","55776","SAYSD1"
"Q9Y3A5","51119","SBDS"
"O95248","6305","SBF1"
"A3KN83","55206","SBNO1"
"Q9H7N4","58506","SCAF1"
"Q99590","9169","SCAF11"
"O95104","57466","SCAF4"
"Q9UPN6","22828","SCAF8"
"O15126","9522","SCAMP1"
"O15127","10066","SCAMP2"
"O14828","10067","SCAMP3"
"Q969E2","113178","SCAMP4"
"Q12770","22937","SCAP"
"Q9BY12","49855","SCAPER"
"Q8WTV0","949","SCARB1"
"Q14108","950","SCARB2"
"Q96GP6","91179","SCARF2"
"Q8NBX0","51097","SCCPDH"
"O00767","6319","SCD"
"Q86SK9","79966","SCD5"
"Q8WVM8","23256","SCFD1"
"Q8WU76","152579","SCFD2"
"Q96I15","51540","SCLY"
"Q96GD3","22955","SCMH1"
"Q9UQR0","10389","SCML2"
"Q9BWG6","79005","SCNM1"
"Q9BWG6","100534012","TNFAIP8L2-SCNM1"
"O75880","6341","SCO1"
"O43819","9997","SCO2"
"P22307","6342","SCP2"
"Q14160","23513","SCRIB"
"Q12765","9805","SCRN1"
"Q96FV2","90507","SCRN2"
"Q0VDG4","79634","SCRN3"
"Q96KG9","57410","SCYL1"
"Q6P3W7","55681","SCYL2"
"Q8IZE3","57147","SCYL3"
"Q9NVU7","55153","SDAD1"
"P34741","6383","SDC2"
"Q86SQ7","10806","SDCCAG8"
"Q6IQ49","163859","SDE2"
"Q99470","6388","SDF2"
"Q9HCN8","23753","SDF2L1"
"Q9BRK5","51150","SDF4"
"P31040","6389","SDHA"
"Q9NRP4","57001","SDHAF3"
"Q5VUM1","135154","SDHAF4"
"P21912","6390","SDHB"
"Q99643","6391","SDHC"
"Q7Z5N4","221935","SDK1"
"Q58EX2","54549","SDK2"
"Q9NRG7","56948","SDR39U1"
"Q96GA7","113675","SDSL"
"P67812","23478","SEC11A"
"Q9BY50","90701","SEC11C"
"P55735","6396","SEC13"
"O15027","9919","SEC16A"
"O75396","9554","SEC22B"
"Q15436","10484","SEC23A"
"Q15437","10483","SEC23B"
"Q9Y6Y8","11196","SEC23IP"
"O95486","10802","SEC24A"
"O95487","10427","SEC24B"
"P53992","9632","SEC24C"
"O94855","9871","SEC24D"
"O94979","22872","SEC31A"
"P61619","29927","SEC61A1"
"Q9H9S3","55176","SEC61A2"
"P60468","10952","SEC61B"
"P60059","23480","SEC61G"
"Q99442","7095","SEC62"
"Q96T21","79048","SECISBP2"
"Q93073","9728","SECISBP2L"
"Q96EE3","81929","SEH1L"
"Q9UBV2","6400","SEL1L"
"Q13228","8991","SELENBP1"
"Q8IZQ5","280636","SELENOH"
"Q9Y6D0","58515","SELENOK"
"Q8WWX9","140606","SELENOM"
"Q9NZV5","57190","SELENON"
"Q9BVL4","83642","SELENOO"
"P49908","6414","SELENOP"
"Q9BQE4","55829","SELENOS"
"P62341","51714","SELENOT"
"Q9NPR2","10509","SEMA4B"
"Q9C0C4","54910","SEMA4C"
"Q92854","10507","SEMA4D"
"Q9H2E6","57556","SEMA6A"
"Q9P0U3","29843","SENP1"
"Q9HC62","59343","SENP2"
"Q9H4L4","26168","SENP3"
"Q96HI0","205564","SENP5"
"Q9GZR1","26054","SENP6"
"Q9BQF6","57337","SENP7"
"Q96LD8","123228","SENP8"
"P49903","22929","SEPHS1"
"Q99611","22928","SEPHS2"
"Q9HD40","51091","SEPSECS"
"Q9P0V9","151011","SEPTIN10"
"Q9NVA2","55752","SEPTIN11"
"Q15019","4735","SEPTIN2"
"Q9UH03","55964","SEPTIN3"
"Q99719","5413","SEPTIN5"
"Q14141","23157","SEPTIN6"
"Q16181","989","SEPTIN7"
"Q92599","23176","SEPTIN8"
"Q8NC51","26135","SERBP1"
"P84101","10169","SERF2"
"Q9UGK8","26297","SERGEF"
"P05543","6906","SERPINA7"
"P30740","1992","SERPINB1"
"P35237","5269","SERPINB6"
"O75635","8710","SERPINB7"
"P50453","5272","SERPINB9"
"P07093","5270","SERPINE2"
"P36955","5176","SERPINF1"
"P50454","871","SERPINH1"
"P58004","83667","SESN2"
"Q86VW0","91404","SESTD1"
"Q01105","6418","SET"
"O15047","9739","SETD1A"
"Q9UPS6","23067","SETD1B"
"Q9BYW2","29072","SETD2"
"Q86TU7","84193","SETD3"
"Q8WTS6","80854","SETD7"
"Q15047","9869","SETDB1"
"Q53H47","6419","SETMAR"
"Q7Z333","23064","SETX"
"Q6UXD5","26470","SEZ6L2"
"Q15637","7536","SF1"
"Q15459","10291","SF3A1"
"Q15428","8175","SF3A2"
"Q12874","10946","SF3A3"
"O75533","23451","SF3B1"
"Q13435","10992","SF3B2"
"Q15393","23450","SF3B3"
"Q15427","10262","SF3B4"
"Q9BWJ5","83443","SF3B5"
"Q9Y3B4","51639","SF3B6"
"Q5VUG0","57713","SFMBT2"
"P23246","6421","SFPQ"
"Q86XK3","119392","SFR1"
"Q12872","6433","SFSWAP"
"Q587I9","84826","SFT2D3"
"Q9H9B4","94081","SFXN1"
"O43556","8910","SGCE"
"Q96ES7","112869","SGF29"
"Q96BR1","23678","SGK3"
"Q96BR1","100533105","C8orf44-SGK3"
"Q8NHU3","166929","SGMS2"
"Q5FBB7","151648","SGO1"
"Q562F6","151246","SGO2"
"O95470","8879","SGPL1"
"Q9BX95","81537","SGPP1"
"P51688","6448","SGSH"
"O43765","6449","SGTA"
"Q9NRF2","25970","SH2B1"
"O75368","6451","SH3BGRL"
"Q9UJC5","83699","SH3BGRL2"
"Q9H299","83442","SH3BGRL3"
"Q9Y3L3","23616","SH3BP1"
"O60239","9467","SH3BP5"
"Q7L8J4","80851","SH3BP5L"
"Q5HYK7","152503","SH3D19"
"Q99961","6455","SH3GL1"
"Q99962","6456","SH3GL2"
"Q99963","6457","SH3GL3"
"Q9Y371","51100","SH3GLB1"
"Q9NR46","56904","SH3GLB2"
"Q96B97","30011","SH3KBP1"
"Q5TCZ1","9644","SH3PXD2A"
"A1X283","285590","SH3PXD2B"
"Q8TEJ3","344558","SH3RF3"
"Q15464","6461","SHB"
"P29353","6464","SHC1"
"Q6S5L8","399694","SHC4"
"Q6UWI4","387914","SHISA2"
"Q8TBC3","92799","SHKBP1"
"P34896","6470","SHMT1"
"P34897","6472","SHMT2"
"Q9UQ13","8036","SHOC2"
"Q9UHJ6","23729","SHPK"
"Q149N8","257218","SHPRH"
"Q6PI26","55164","SHQ1"
"Q2M3G4","134549","SHROOM1"
"A0MZ66","57698","SHTN1"
"Q9HAT2","54414","SIAE"
"Q8NBJ9","51092","SIDT2"
"Q99720","10280","SIGMAR1"
"Q9H0K1","23235","SIK2"
"Q9BRV8","80143","SIKE1"
"Q9H173","64374","SIL1"
"Q8NDZ2","375484","SIMC1"
"Q96ST3","25942","SIN3A"
"O75182","23309","SIN3B"
"Q9NP50","58516","SINHCAF"
"Q96FS4","6494","SIPA1"
"O43166","26037","SIPA1L1"
"Q9P2F8","57568","SIPA1L2"
"O60292","23094","SIPA1L3"
"P78324","140885","SIRPA"
"Q96EB6","23411","SIRT1"
"Q8IXJ6","22933","SIRT2"
"Q9NXA8","23408","SIRT5"
"Q8N6T7","51548","SIRT6"
"Q15475","6495","SIX1"
"Q9UIU6","51804","SIX4"
"Q96BD8","220134","SKA1"
"Q8WVK7","348235","SKA2"
"Q8IX90","221150","SKA3"
"P12755","6497","SKI"
"Q15477","6499","SKIC2"
"Q6PGP7","9652","SKIC3"
"Q9GZS3","80349","SKIC8"
"P12757","6498","SKIL"
"P63208","6500","SKP1"
"Q13309","6502","SKP2"
"Q8ND83","122060","SLAIN1"
"Q9P270","57606","SLAIN2"
"Q14493","7884","SLBP"
"P55011","6558","SLC12A2"
"Q9UP95","6560","SLC12A4"
"Q9Y666","10723","SLC12A7"
"Q9BXP2","56996","SLC12A9"
"Q8N697","121260","SLC15A4"
"P53985","6566","SLC16A1"
"Q8TF71","117247","SLC16A10"
"P36021","6567","SLC16A2"
"Q9NRA2","26503","SLC17A5"
"P41440","6573","SLC19A1"
"O60779","10560","SLC19A2"
"P43003","6507","SLC1A3"
"P43007","6509","SLC1A4"
"Q15758","6510","SLC1A5"
"Q8WUM9","6574","SLC20A1"
"Q9UGH3","9962","SLC23A2"
"P53007","6576","SLC25A1"
"Q9UBX3","1468","SLC25A10"
"Q02978","8402","SLC25A11"
"O75746","8604","SLC25A12"
"Q9UJS0","10165","SLC25A13"
"O95258","9016","SLC25A14"
"Q9Y619","10166","SLC25A15"
"O43808","10478","SLC25A17"
"Q9HC21","60386","SLC25A19"
"O43772","788","SLC25A20"
"Q9BQT8","89874","SLC25A21"
"Q9H936","79751","SLC25A22"
"Q6NUK1","29957","SLC25A24"
"Q6KCM7","114789","SLC25A25"
"Q00325","5250","SLC25A3"
"Q9H2D1","81034","SLC25A32"
"P12235","291","SLC25A4"
"P05141","292","SLC25A5"
"P12236","293","SLC25A6"
"P50443","1836","SLC26A2"
"Q9BXS9","65010","SLC26A6"
"O14975","11001","SLC27A2"
"Q5K4L6","11000","SLC27A3"
"Q6P1M0","10999","SLC27A4"
"Q99808","2030","SLC29A1"
"P11166","6513","SLC2A1"
"O95528","81031","SLC2A10"
"Q96QE2","114134","SLC2A13"
"Q9Y6M5","7779","SLC30A1"
"Q8TAD4","64924","SLC30A5"
"Q8NEW0","148867","SLC30A7"
"Q6PML9","10463","SLC30A9"
"O15431","1317","SLC31A1"
"O00400","9197","SLC33A1"
"P78383","10237","SLC35B1"
"Q8TB61","347734","SLC35B2"
"Q96K37","79939","SLC35E1"
"Q8IXU6","54733","SLC35F2"
"Q8NCC5","84255","SLC37A3"
"O43826","2542","SLC37A4"
"Q9H2H9","81539","SLC38A1"
"Q9HBR0","124565","SLC38A10"
"Q96QD8","54407","SLC38A2"
"Q8NBW4","153129","SLC38A9"
"Q9NY26","27173","SLC39A1"
"Q8N1S5","201266","SLC39A11"
"Q15043","23516","SLC39A14"
"Q13433","25800","SLC39A6"
"P08195","6520","SLC3A2"
"Q96GZ6","54946","SLC41A3"
"Q8WWI5","23446","SLC44A1"
"Q8IWA5","57153","SLC44A2"
"Q9BWU0","22950","SLC4A1AP"
"P04920","6522","SLC4A2"
"Q9Y6M7","9497","SLC4A7"
"P53794","6526","SLC5A3"
"Q9Y289","8884","SLC5A6"
"Q9H2J7","55117","SLC6A15"
"P48067","6536","SLC6A9"
"P30825","6541","SLC7A1"
"Q9UPY5","23657","SLC7A11"
"P52569","6542","SLC7A2"
"Q01650","8140","SLC7A5"
"Q92536","9057","SLC7A6"
"Q96CW6","84138","SLC7A6OS"
"Q9UHI5","23428","SLC7A8"
"P19634","6548","SLC9A1"
"Q92581","10479","SLC9A6"
"Q9BQI6","84250","SLF1"
"Q8IX21","55719","SLF2"
"Q9GZT3","81892","SLIRP"
"Q9H2G2","9748","SLK"
"Q14BN4","7871","SLMAP"
"Q9NWH9","79811","SLTM"
"O95391","10569","SLU7"
"Q8IY92","84464","SLX4"
"Q5VYV7","128710","SLX4IP"
"Q9NSI2","85395","SLX9"
"Q15797","4086","SMAD1"
"Q15796","4087","SMAD2"
"P84022","4088","SMAD3"
"Q13485","4089","SMAD4"
"O15198","4093","SMAD9"
"O00193","10944","C11orf58"
"Q8IYB5","60682","SMAP1"
"Q8WU79","64744","SMAP2"
"P28370","6594","SMARCA1"
"P51531","6595","SMARCA2"
"P51532","6597","SMARCA4"
"O60264","8467","SMARCA5"
"Q9H4L7","56916","SMARCAD1"
"Q9NZC9","50485","SMARCAL1"
"Q12824","6598","SMARCB1"
"Q92922","6599","SMARCC1"
"Q8TAQ2","6601","SMARCC2"
"Q96GM5","6602","SMARCD1"
"Q92925","6603","SMARCD2"
"Q6STE5","6604","SMARCD3"
"Q969G3","6605","SMARCE1"
"Q14683","8243","SMC1A"
"O95347","10592","SMC2"
"Q9UQE7","9126","SMC3"
"Q9NTJ3","10051","SMC4"
"Q8IY18","23137","SMC5"
"Q96SB8","79677","SMC6"
"A6NHR9","23347","SMCHD1"
"Q9H4I9","91689","SMDT1"
"Q9UPR3","23381","SMG5"
"Q86US8","23293","SMG6"
"Q92540","9887","SMG7"
"Q8ND04","55181","SMG8"
"Q9H0W8","56006","SMG9"
"B2RUZ4","388588","SMIM1"
"Q96EX1","113444","SMIM12"
"Q7Z3B0","643155","SMIM15"
"Q96KF7","57150","SMIM8"
"Q16637","6606","SMN1"
"Q16637","6607","SMN2"
"O75940","10285","SMNDC1"
"P17405","6609","SMPD1"
"Q9NXE4","55627","SMPD4"
"Q92484","10924","SMPDL3A"
"Q92485","27293","SMPDL3B"
"P52788","6611","SMS"
"P53814","6525","SMTN"
"Q2TAY7","55234","SMU1"
"Q53HV7","23583","SMUG1"
"Q9HAU4","64750","SMURF2"
"Q9NRG4","56950","SMYD2"
"Q6GMV2","10322","SMYD5"
"O00161","8773","SNAP23"
"O95721","9342","SNAP29"
"Q5SQN1","116841","SNAP47"
"Q16533","6617","SNAPC1"
"Q13487","6618","SNAPC2"
"Q92966","6619","SNAPC3"
"Q5SXM2","6621","SNAPC4"
"O95295","23557","SNAPIN"
"P37840","6622","SNCA"
"Q7KZF4","27044","SND1"
"Q96H20","11267","SNF8"
"Q8TAD8","79753","SNIP1"
"Q9NRH2","54861","SNRK"
"O75643","23020","SNRNP200"
"Q9BV90","79622","SNRNP25"
"Q8WVK2","11017","SNRNP27"
"Q16560","11066","SNRNP35"
"Q96DI7","9410","SNRNP40"
"Q6IEG0","154007","SNRNP48"
"P08621","6625","SNRNP70"
"P09012","6626","SNRPA"
"P09661","6627","SNRPA1"
"P14678","6628","SNRPB"
"P08579","6629","SNRPB2"
"P09234","6631","SNRPC"
"P62314","6632","SNRPD1"
"P62316","6633","SNRPD2"
"P62318","6634","SNRPD3"
"P62304","6635","SNRPE"
"P62306","6636","SNRPF"
"Q13424","6640","SNTA1"
"Q13425","6645","SNTB2"
"P55769","4809","SNU13"
"O95149","10073","SNUPN"
"Q13573","22938","SNW1"
"Q13596","6642","SNX1"
"Q9Y5W9","29916","SNX11"
"Q9UMY4","29934","SNX12"
"Q9Y5W8","23161","SNX13"
"Q9NRS6","29907","SNX15"
"Q15036","9784","SNX17"
"Q96RF0","112574","SNX18"
"O60749","6643","SNX2"
"Q969T3","90203","SNX21"
"Q96L92","81609","SNX27"
"Q8TEQ0","92017","SNX29"
"O60493","8724","SNX3"
"Q5VWJ9","401548","SNX30"
"Q8WV41","257364","SNX33"
"O95219","8723","SNX4"
"Q9Y5X3","27131","SNX5"
"Q9UNH7","58533","SNX6"
"Q9UNH6","51375","SNX7"
"Q9Y5X2","29886","SNX8"
"Q9Y5X1","51429","SNX9"
"P35610","6646","SOAT1"
"A7XYQ1","55084","SOBP"
"P04179","6648","SOD2"
"P18583","6651","SON"
"Q9BX66","10580","SORBS1"
"O60504","10174","SORBS3"
"Q00796","6652","SORD"
"Q99523","6272","SORT1"
"Q07889","6654","SOS1"
"Q53LP3","65124","SOWAHC"
"O15370","6666","SOX12"
"Q9UN79","9580","SOX13"
"P48431","6657","SOX2"
"Q06945","6659","SOX4"
"P57073","30812","SOX8"
"P48436","6662","SOX9"
"P08047","6667","SP1"
"Q02086","6668","SP2"
"Q02447","6670","SP3"
"Q02446","6671","SP4"
"Q07617","6674","SPAG1"
"Q96R06","10615","SPAG5"
"O75391","9552","SPAG7"
"O60271","9043","SPAG9"
"Q8N0X7","23111","SPART"
"Q9UBP0","6683","SPAST"
"Q9UM82","9825","SPATA2"
"Q96N06","124045","SPATA33"
"Q86XZ4","65244","SPATS2"
"Q9NUQ6","26010","SPATS2L"
"Q9HBM1","57405","SPC25"
"Q9Y6A9","28972","SPCS1"
"Q15005","9789","SPCS2"
"P61009","60559","SPCS3"
"Q96EA4","54908","SPDL1"
"Q5M775","92521","SPECC1"
"Q69YQ0","23384","SPECC1L"
"Q96T58","23013","SPEN"
"Q9NZD8","51324","SPG21"
"Q9NRA0","56848","SPHK2"
"Q9Y657","10927","SPIN1"
"Q5JUX0","169981","SPIN3"
"Q56A73","139886","SPIN4"
"Q9BUA3","144097","SPINDOC"
"Q08AE8","56907","SPIRE1"
"Q9H2V7","83985","SPNS1"
"Q9HCB6","10418","SPON1"
"O43791","8405","SPOP"
"Q5T280","51490","SPOUT1"
"Q8TCT8","84888","SPPL2A"
"Q8TCT7","56928","SPPL2B"
"Q9H040","83932","SPRTN"
"Q8WW59","283377","SPRYD4"
"Q5W111","57213","SPRYD7"
"Q13813","6709","SPTAN1"
"P11277","6710","SPTB"
"O15020","6712","SPTBN2"
"O15269","10558","SPTLC1"
"O15270","9517","SPTLC2"
"Q68D10","144108","SPTY2D1"
"Q14534","6713","SQLE"
"Q13501","8878","SQSTM1"
"Q9HD15","10011","SRA1"
"Q8N5C6","55133","SRBD1"
"P12931","6714","SRC"
"Q6ZRS2","10847","SRCAP"
"Q8WXA9","140890","SREK1"
"Q8N9Q2","285672","SREK1IP1"
"P11831","6722","SRF"
"Q8NEF9","153443","SRFBP1"
"O75044","23380","SRGAP2"
"P30626","6717","SRI"
"P19623","6723","SRM"
"P37108","6727","SRP14"
"P09132","6728","SRP19"
"P61011","6729","SRP54"
"Q9UHB9","6730","SRP68"
"O76094","6731","SRP72"
"P49458","6726","SRP9"
"Q96SB4","6732","SRPK1"
"P78362","6733","SRPK2"
"P08240","6734","SRPRA"
"Q9Y5M8","58477","SRPRB"
"Q9GZT4","63826","SRR"
"Q8IYB3","10250","SRRM1"
"Q9UQ35","23524","SRRM2"
"Q9BXP5","51593","SRRT"
"Q07955","6426","SRSF1"
"O75494","10772","SRSF10"
"Q05519","9295","SRSF11"
"Q8WXF0","135295","SRSF12"
"Q01130","6427","SRSF2"
"P84103","6428","SRSF3"
"Q08170","6429","SRSF4"
"Q13243","6430","SRSF5"
"Q13247","6431","SRSF6"
"Q16629","6432","SRSF7"
"Q9BRL6","10929","SRSF8"
"O75177","26039","SS18L1"
"P05455","6741","SSB"
"Q04837","6742","SSBP1"
"Q9BWW4","23648","SSBP3"
"Q9BWG4","170463","SSBP4"
"Q8WYL5","54434","SSH1"
"Q76I76","85464","SSH2"
"Q8TE77","54961","SSH3"
"O43805","8636","SSNA1"
"P43307","6745","SSR1"
"Q9UNL2","6747","SSR3"
"P51571","6748","SSR4"
"Q08945","6749","SSRP1"
"Q9NP77","29101","SSU72"
"Q9Y2D8","117178","SSX2IP"
"Q8WVM7","10274","STAG1"
"Q8N3U4","10735","STAG2"
"Q92783","8027","STAM"
"O75886","10254","STAM2"
"O95630","10617","STAMBP"
"Q96FJ0","57559","STAMBPL1"
"Q9Y365","10809","STARD10"
"O95772","83930","STARD3NL"
"Q9NSY2","80765","STARD5"
"Q9NQZ5","56910","STARD7"
"P42224","6772","STAT1"
"P52630","6773","STAT2"
"P40763","6774","STAT3"
"P51692","6777","STAT5B"
"P42226","6778","STAT6"
"O95793","6780","STAU1"
"Q9NUL3","27067","STAU2"
"O95210","8987","STBD1"
"O76061","8614","STC2"
"Q658P3","55240","STEAP3"
"Q9H5V9","63932","STEEP1"
"Q13586","6786","STIM1"
"Q9P246","57620","STIM2"
"P31948","10963","STIP1"
"O94804","6793","STK10"
"Q15831","6794","STK11"
"Q8N1F8","114790","STK11IP"
"P49842","8859","STK19"
"Q9Y6E0","8428","STK24"
"O00506","10494","STK25"
"Q9P289","51765","STK26"
"Q13188","6788","STK3"
"Q8TDR2","140901","STK35"
"Q15208","11329","STK38"
"Q9Y2H1","23012","STK38L"
"Q9UEW8","27347","STK39"
"Q13043","6789","STK4"
"P16949","3925","STMN1"
"Q93045","11075","STMN2"
"P27105","2040","STOM"
"Q9UJZ1","30968","STOML2"
"Q9Y3F4","11171","STRAP"
"Q96SI9","55342","STRBP"
"Q5VSL9","85369","STRIP1"
"O43815","6801","STRN"
"Q13033","29966","STRN3"
"Q9NRL3","29888","STRN4"
"P46977","3703","STT3A"
"Q8TCJ2","201595","STT3B"
"Q9UNE7","10273","STUB1"
"O60499","8677","STX10"
"Q86Y82","23673","STX12"
"O14662","8675","STX16"
"P56962","55014","STX17"
"Q9P2W9","53407","STX18"
"P32856","2054","STX2"
"Q13277","6809","STX3"
"Q12846","6810","STX4"
"Q13190","6811","STX5"
"O43752","10228","STX6"
"O15400","8417","STX7"
"Q9UNK0","9482","STX8"
"P61764","6812","STXBP1"
"Q15833","6813","STXBP2"
"O00186","6814","STXBP3"
"Q6ZWJ1","252983","STXBP4"
"P53999","10923","SUB1"
"Q9P2R7","8803","SUCLA2"
"P53597","8802","SUCLG1"
"Q96I99","8801","SUCLG2"
"Q9UBS9","51430","SUCO"
"Q9H7L9","64426","SUDS3"
"Q9UMX1","51684","SUFU"
"Q9HAC7","79783","SUGCT"
"Q8IWZ8","57794","SUGP1"
"Q8IX01","10147","SUGP2"
"Q9Y2Z0","10910","SUGT1"
"Q8IWU5","55959","SULF2"
"Q8NBK3","285362","SUMF1"
"Q8NBJ7","25870","SUMF2"
"P61956","6613","SUMO2"
"P55854","6612","SUMO3"
"O94901","23353","SUN1"
"Q9UH99","25777","SUN2"
"P51687","6821","SUOX"
"Q9Y5B9","11198","SUPT16H"
"Q8NEM7","55578","SUPT20H"
"O75486","8464","SUPT3H"
"P63272","6827","SUPT4H1"
"O00267","6829","SUPT5H"
"Q7KZ85","6830","SUPT6H"
"O94864","9913","SUPT7L"
"Q15526","6834","SURF1"
"Q15527","6835","SURF2"
"O15260","6836","SURF4"
"O75683","6838","SURF6"
"O43463","6839","SUV39H1"
"Q9H5I1","79723","SUV39H2"
"Q15022","23512","SUZ12"
"Q8N300","374969","SVBP"
"O95425","6840","SVIL"
"Q8NHG7","258010","SVIP"
"Q9UH65","23075","SWAP70"
"Q96A49","94056","SYAP1"
"Q6ZW31","85360","SYDE1"
"O95926","25949","SYF2"
"P43405","6850","SYK"
"Q92797","8189","SYMPK"
"O60506","10492","SYNCRIP"
"Q8WXH0","23224","SYNE2"
"Q6ZMZ3","161176","SYNE3"
"O43759","9145","SYNGR1"
"O43760","9144","SYNGR2"
"O43426","8867","SYNJ1"
"O15056","8871","SYNJ2"
"P57105","55333","SYNJ2BP"
"O15061","23336","SYNM"
"Q9UMZ2","11276","SYNRG"
"P08247","6855","SYP"
"Q16563","6856","SYPL1"
"Q5VXT5","284612","SYPL2"
"P21579","6857","SYT1"
"Q9BT88","23208","SYT11"
"Q96C24","94121","SYTL4"
"Q86TM6","84447","SYVN1"
"Q7Z422","26099","SZRD1"
"Q15750","10454","TAB1"
"Q9NYJ8","23118","TAB2"
"Q8N5C8","257397","TAB3"
"O75410","6867","TACC1"
"O95359","10579","TACC2"
"Q9Y6A5","10460","TACC3"
"Q9BSH4","51204","TACO1"
"Q96BN2","117143","TADA1"
"O75478","6871","TADA2A"
"Q86TJ2","93624","TADA2B"
"O75528","10474","TADA3"
"P21675","6872","TAF1"
"Q12962","6881","TAF10"
"Q15544","6882","TAF11"
"Q16514","6883","TAF12"
"Q92804","8148","TAF15"
"Q15573","9015","TAF1A"
"Q53T94","9014","TAF1B"
"Q9H5J8","79101","TAF1D"
"Q6P1X5","6873","TAF2"
"Q5VWG9","83860","TAF3"
"O00268","6874","TAF4"
"Q15542","6877","TAF5"
"O75529","27097","TAF5L"
"P49848","6878","TAF6"
"Q9Y6J9","10629","TAF6L"
"Q15545","6879","TAF7"
"Q7Z7C8","129685","TAF8"
"Q16594","6880","TAF9"
"Q9HBM6","51616","TAF9B"
"P37802","8407","TAGLN2"
"Q9UI15","29114","TAGLN3"
"P37837","6888","TALDO1"
"Q96BW9","132001","TAMM41"
"Q9HCD6","26115","TANC2"
"Q9C0B7","79613","TANGO6"
"Q92844","10010","TANK"
"Q7L7X3","57551","TAOK1"
"Q9UL54","9344","TAOK2"
"Q9H2K8","51347","TAOK3"
"Q03518","6890","TAP1"
"O15533","6892","TAPBP"
"Q6NXT6","202018","TAPT1"
"Q13395","6894","TARBP1"
"Q15633","6895","TARBP2"
"Q13148","23435","TARDBP"
"P26639","6897","TARS1"
"Q9BW92","80222","TARS2"
"A2RTX5","123283","TARS3"
"Q9UK61","23272","TASOR"
"Q5VWN6","54906","TASOR2"
"Q9H6P5","55617","TASP1"
"Q6P1N9","83940","TATDN1"
"Q93075","9797","TATDN2"
"Q17R31","128387","TATDN3"
"O14907","30851","TAX1BP3"
"Q9BXI6","83874","TBC1D10A"
"Q4KMP7","26000","TBC1D10B"
"O60347","23232","TBC1D12"
"Q9NVG8","54662","TBC1D13"
"Q8TC07","64786","TBC1D15"
"Q9HA65","79735","TBC1D17"
"Q96BZ9","128637","TBC1D20"
"Q8WUA7","25771","TBC1D22A"
"Q9NU19","55633","TBC1D22B"
"Q9NUY8","55773","TBC1D23"
"Q9ULP9","57465","TBC1D24"
"Q9UPU7","23102","TBC1D2B"
"O60343","9882","TBC1D4"
"Q92609","9779","TBC1D5"
"Q9P0N9","51256","TBC1D7"
"Q9P0N9","107080638","TBC1D7-LOC100130357"
"Q66K14","23061","TBC1D9B"
"O75347","6902","TBCA"
"Q99426","1155","TBCB"
"Q15814","6903","TBCC"
"Q9BTW9","6904","TBCD"
"Q15813","6905","TBCE"
"Q5QJ74","219899","TBCEL"
"Q9UHD2","29110","TBK1"
"O60907","6907","TBL1X"
"Q9BZK7","79718","TBL1XR1"
"Q9Y4P3","26608","TBL2"
"Q12788","10607","TBL3"
"P20226","6908","TBP"
"P62380","9519","TBPL1"
"Q3YBR2","84897","TBRG1"
"Q969Z0","9238","TBRG4"
"O95935","9096","TBX18"
"Q13207","6909","TBX2"
"O15119","6926","TBX3"
"Q9Y4C2","9747","TCAF1"
"P23193","6917","TCEA1"
"Q15560","6919","TCEA2"
"Q15170","9338","TCEAL1"
"Q96EI5","79921","TCEAL4"
"Q96MN5","127428","TCEANC2"
"O14776","10915","TCERG1"
"Q99081","6938","TCF12"
"Q9Y242","6941","TCF19"
"Q9UGU0","6942","TCF20"
"Q9BQ70","22980","TCF25"
"P15923","6929","TCF3"
"Q9NQB0","6934","TCF7L2"
"Q9BT92","84260","TCHP"
"Q13428","6949","TCOF1"
"P17987","6950","TCP1"
"Q9NUJ3","55346","TCP11L1"
"Q6NUS6","26123","TCTN3"
"Q9NUW8","55775","TDP1"
"O95551","51567","TDP2"
"Q9H7E2","81550","TDRD3"
"Q8NHU6","23424","TDRD7"
"Q9Y2W6","11022","TDRKH"
"P28347","7003","TEAD1"
"Q15561","7004","TEAD4"
"Q7Z6L1","25851","TECPR1"
"O15040","9895","TECPR2"
"Q9NZ01","9524","TECR"
"Q86SX3","283643","TEDC1"
"Q7L2K0","80178","TEDC2"
"Q10587","7008","TEF"
