"","Protein.Group","Genes","LFQ.100_a_RDH12_atRAL5hr","LFQ.100_b_RDH12_atRAL5hr","LFQ.100_c_RDH12_atRAL5hr","LFQ.200_a_RDH12_atRAL5hr","LFQ.200_b_RDH12_atRAL5hr","LFQ.200_c_RDH12_atRAL5hr","LFQ.control_a_RDH12_atRAL5hr","LFQ.control_b_RDH12_atRAL5hr","LFQ.control_c_RDH12_atRAL5hr","LFQ.100_a_GFP_atRAL5hr+24h_recvr","LFQ.100_b_GFP_atRAL5hr+24h_recvr","LFQ.100_c_GFP_atRAL5hr+24h_recvr","LFQ.200_a_GFP_atRAL5hr+24h_recvr","LFQ.200_b_GFP_atRAL5hr+24h_recvr","LFQ.200_c_GFP_atRAL5hr+24h_recvr","LFQ.control_a_GFP_atRAL5hr+24h_recvr","LFQ.control_b_GFP_atRAL5hr+24h_recvr","LFQ.control_c_GFP_atRAL5hr+24h_recvr","LFQ.100_a_RDH12_atRAL5hr+24h_recvr","LFQ.100_b_RDH12_atRAL5hr+24h_recvr","LFQ.100_c_RDH12_atRAL5hr+24h_recvr","LFQ.200_a_RDH12_atRAL5hr+24h_recvr","LFQ.200_b_RDH12_atRAL5hr+24h_recvr","LFQ.200_c_RDH12_atRAL5hr+24h_recvr","LFQ.control_a_RDH12_atRAL5hr+24h_recvr","LFQ.control_b_RDH12_atRAL5hr+24h_recvr","LFQ.control_c_RDH12_atRAL5hr+24h_recvr"
"1400","Q6UVY6","MOXD1",15545358,11911890,14686420,18473976,42411952,17415696,16771231,28635064,22828858,10007014,8995256,11041350,15188270,12657923,14689706,12839092,13140062,11805777,15190846,11738390,14682841,13989121,13140081,11215488,15373085,19183096,13524830
"1401","Q9HD20","ATP13A1",889364.875,994417.3125,836176.5,1072636.625,NA,1259979.125,NA,NA,NA,1499002.5,1479962.5,1575887.5,1719023.375,2236573.5,3068517.25,1322451.25,1161521.75,920334.75,2194462.5,2059287.75,1960267.25,1690820.75,1327878,1870485.25,2092381,2217484.25,2340528.5
"1402","Q8IX01","SUGP2",22626580,30172804,25488414,36271048,38131192,36925464,33109408,30618232,28278020,45958692,45554660,41992840,63674324,59855424,75860280,48418336,40359852,37713600,55494384,46236468,53533116,44521040,47423912,43681392,49674324,60277640,55853744
"1403","P51532","SMARCA4",44128924,51696780,50276612,68976656,143150464,79129168,56696736,67413392,57184092,53646824,57202028,50071708,106131736,94340352,125120992,55801884,47417096,43698384,68894064,68685568,70634440,64139840,64832340,61217660,69129680,84097192,73713400
"1404","P17275","JUNB",NA,NA,NA,NA,NA,NA,6628513,12495841,6087303.5,NA,NA,2165693.25,NA,NA,NA,1698433.75,2250434.5,2096329.125,NA,NA,2054614.625,1650566.125,4354679,1875280.875,NA,2124008.75,1621054
"1405","Q9UPT8","ZC3H4",16509323,14067938,20040286,13965398,27137442,18415076,57374580,89596968,48113532,29096886,21548710,50265600,32971624,27299902,19453444,52046828,49487036,44418480,35815368,31282238,63105744,32288746,84961824,49023872,60227708,60440084,42269352
"1406","P78559","MAP1A",26193048,35786288,33742752,19260910,39639028,25247644,39276888,55509616,45011988,67582208,52608652,62039696,41275204,31169824,27037328,68051464,82260200,67187400,44787728,54559596,48712672,66925776,82782600,74717384,38657960,42308444,42975760
"1407","P59998","ARPC4",67545304,67563824,68922304,59271512,43009716,58811752,61022496,42742884,75556928,78999784,90284616,65696872,83072808,73399200,66544212,82232712,65880408,64545372,63985276,67507480,60601968,69865536,55813536,65057512,65950444,59280848,61780772
"1408","Q9Y6M5","SLC30A1",19768340,15581103,17182348,22243378,17467368,20530870,19001132,18474370,18701640,17248990,15340995,16110842,17294294,13667887,17316956,16725506,20521548,13570939,16756982,17249116,19306700,14690553,26073776,18709094,23212086,19949234,19217866
"1409","Q9P0L2","MARK1",4236393.5,5482121,4065839,4183307,5278063,3715792.25,3342957.25,2663637.75,3739934.5,3889642.75,3981052.75,3773863,3391632.75,3615523.5,4006650.25,4377173.5,4011405,3490231,4158073,3667996.5,4765242.5,4868185,5947893,4956701,3773966,4196772,4551980.5
"1410","O94992","HEXIM1",28081782,32609728,39536116,26248030,74054784,35238452,104497888,126131200,116938488,27963990,28443482,61025868,46123136,36951304,31986932,32910008,53704748,46789656,45035768,36244256,55488888,33943360,75039880,41901456,67325408,69269952,45570896
"1411","Q643R3","LPCAT4",262137.8125,275447.3125,NA,339074.4063,NA,465571.5,NA,NA,NA,683283.75,637032.5625,623983.375,713378.125,810323.625,935710.9375,602449.6875,590796.0625,483114.2813,769259.125,791948.75,712276.25,644590.25,517287.3125,634704.9375,733033.6875,810600.3125,832234.625
"1412","P49454","CENPF",28560932,27890114,37986872,43109432,71675576,38804052,61534436,79334608,69487880,54040316,49160888,80266944,69723256,48954936,53256756,81003416,90358600,79946416,98678240,92337072,125722792,84870072,175511808,95505584,129572872,133015480,91602632
"1413","Q15404","RSU1",26228396,23644780,27192908,18879590,17807632,22538878,26159396,23792452,30413960,24394968,22657664,24695044,17625390,17973116,14885967,24766974,24526760,23055276,18503564,20257958,19405828,26395236,23313010,26687782,17167488,17399184,19044264
"1414","Q5T0B9","ZNF362",6446699,7615161,8463969,8724696,80531872,9808601,24077688,35961244,28110852,8904301,10995804,9440282,18790184,12893187,14927047,10890427,13707723,9799149,12249807,12523643,11364545,11309886,17157390,10012672,14010186,16979208,12430915
"1415","Q8IXT5","RBM12B",24553796,27289554,27256036,31890564,22059604,28057640,38374692,21730126,34070936,39287164,39400048,41974688,54763908,35973516,51202084,41284916,32571320,35728904,54057332,44824984,46044228,41652116,49050836,36009900,50819644,59933432,46012372
"1416","P51572","BCAP31",165180384,129124992,153537056,187339520,108318704,168113552,108393384,95909848,112069296,76492328,120873976,114492416,133735192,186570912,183538336,57461044,130549960,108601616,139113264,120333680,122370808,127426568,124137224,148570576,108355144,100770024,119387744
"1417","Q96T17","MAP7D2",4715546.5,4971203.5,6866792.5,5028151.5,13266423,5770167.5,12425844,16643868,14909987,8618000,8085625,16209432,4592996.5,4575996.5,3130995.75,13600677,17518648,13005778,12287587,9986006,22452942,11279581,24551544,18244560,11510745,9770955,14695808
"1418","Q9P2N6","KANSL3",2458218,2704045.5,2386504.25,2512823,2306066.5,2573568,2468149.75,1339987.625,1524551.625,3282448.75,3452949.5,3151611.25,3333320.75,3110181.5,4269818.5,3806423.25,3565567,2985812.75,3710809.75,3358369,4551507.5,3664133,4910758.5,4006319.25,4152159,3600687.5,3875488
"1419","P46459","NSF",30485364,30336352,28072850,40801512,17757110,31559166,16865374,11260894,21485518,25894910,27597674,23838326,25175794,32653454,39258520,29058380,22402988,22091640,24761294,25116270,25724174,25297068,22949054,27748714,22161716,24335200,27247958
"1420","P30519","HMOX2",40446928,34149940,40163460,62796800,51668368,48310716,54853424,74984560,56285616,19047040,26028090,31835774,45212576,34335772,43022460,21775466,32094378,28409366,36151148,50346096,34899600,32747210,42066772,33537588,36702980,45046108,37531368
"1421","Q2M1K9","ZNF423",1059092.25,581696.1875,1029719.438,1112233.25,1753388.625,733976.5,NA,2076707.625,5785734,1415835.375,1215752,1022695.75,1813444.25,816907.875,1086963.75,1909720.125,1713800.625,1112849.5,NA,NA,1340992.5,1053761.75,NA,713057.5,1622309.375,1412508.375,1001163.938
"1422","Q9BVA0","KATNB1",1755206.125,2016963.875,1595652.125,2167054.5,2335055,1925260.5,1940223.875,NA,2467616.25,1987180.375,2213926.75,2035870.625,1918885.375,1736829.875,1971219.875,2289703,1960664.5,1857965.25,2170678.5,2254336.25,2330333,1924515.625,2213365.75,2067056.375,2172159,2204480.75,2243278.25
"1423","O60281","ZNF292",3094374.75,4098640,3949358,4983459.5,11760072,5487650,6347671.5,5869298,5601463,7650356,6954283.5,5177836.5,11844946,7323882,10133605,7029053.5,7264268.5,5884305,7065928.5,7436061,7327088,5891121.5,8465611,6166526,8176802.5,9259924,6562426
"1424","P14649","MYL6B",31132310,34739892,38890340,30625604,117127008,40716956,81635792,80840064,91315904,45781912,35407304,53559896,39129608,26982558,40129616,45834552,79288960,48381036,55654392,58961976,79272008,53848976,105982312,71998576,63437452,68531384,57660132
"1425","P61158","ACTR3",51557948,53902188,48816916,39112880,26540088,42496068,44672376,27881358,42651748,37105184,49218640,44742712,36783060,46824924,52153892,41058268,44205180,41070916,39938736,41208720,38841256,41358476,37219208,43586868,31889540,39104584,41384976
"1426","O60610","DIAPH1",22920700,20407300,22915410,17247854,8702333,15370390,15478824,12062017,16019739,13950580,16804154,18590180,10215702,11953635,10834134,17099202,17634324,15848970,14217417,13781866,14286981,16826126,17692110,19522108,15259204,15472113,17192620
"1427","Q92604","LPGAT1",560225.0625,640545.625,583054,712908.875,NA,1078611.625,NA,NA,NA,735309.0625,1101193.625,887789.9375,1162276.625,1378665.625,1903677.375,359272.8438,851363.4375,736119.625,1378824,1273062.375,1511080.375,1539153.125,1433384.375,1221954.375,1085825.25,1458106.75,1371616.5
"1428","Q96CM3","RPUSD4",1198132.375,978587.625,857941.5625,1014402.938,NA,1121484.875,NA,NA,NA,652431.3125,680850.25,543338.9375,640223.375,675572.6875,663515.5,452647.0938,844450.0625,623020.375,993438.125,793841.875,819563.6875,1052142.875,NA,724799.1875,1107853.5,974462.8125,915947.125
"1429","P17482","HOXB9",21839064,21780934,26641200,20949016,91561432,27279066,45831744,45597624,50397336,25729688,28449388,23325446,34856088,30656678,28886414,22561104,33507720,24766298,21994010,24250320,25323586,24481828,31925128,22052788,22270614,26005706,22520996
"1430","O95777","LSM8",28498990,37146256,41490540,20652780,81586992,44394856,64137968,102193016,87442792,57953816,47334200,48868908,56240996,40439912,49923200,52969260,57161892,49836476,64152384,73473952,58308040,50702832,72409600,57170644,70114224,74974024,49322468
"1431","Q9P206","NHSL3",6364694,7321858,8090440.5,5720030,8832965,6343278,10689785,11618511,9836896,11792474,9945871,15802730,8451719,7794896.5,7445179,14057903,16226177,13568015,14099561,12252238,21839936,15564947,27912670,18962782,16827202,20049612,16496684
"1432","Q8WY36","BBX",10549939,13355599,14428124,13577417,28330992,12518395,19912208,25396904,25796668,18480514,19825472,18714796,27660704,22941004,27669554,20221074,27834164,21299424,22707468,20143638,24587314,22123130,32277972,26004410,21572836,25241664,23429384
"1433","Q9UHD1","CHORDC1",122125176,127410952,151236880,77042432,161334592,107254072,214796528,297157248,294343456,58015352,87007736,90678352,80556296,74801312,63323336,62273520,107057512,94740568,78047632,74821984,81493576,99178568,119988072,99079064,76545536,70063096,74324840
"1434","Q96T25","ZIC5",1455274.25,1550678.375,1702244.75,2260236.25,5896184,3030171.75,5078391.5,7015868,5950098,4505588.5,3268528.5,4811495,4923743,4202497.5,4149844.25,5089811.5,4799915.5,4248472.5,4822491.5,4756776.5,6015434.5,4216964.5,10632964,4557519,5193861,6210554.5,4364855
"1435","Q12906","ILF3",408651104,352022912,425317984,427071584,461413920,439296192,587634688,432996352,586402752,391024512,438196512,432593824,651332544,617080512,693611264,417056736,397583904,436817440,560948992,511479072,464710624,436493600,489922272,421284480,520784320,606436736,455196128
"1436","P63244","RACK1",842515264,1088909696,1140066560,729539776,6529969152,989032064,3546621184,7226901504,6265740288,522158272,1007411328,1049756480,1093667712,634680320,752602240,590340416,1746067712,1184145664,953331520,836482816,1201094784,849394304,1314432128,828944960,1108026752,1272137344,1027405760
"1437","Q9UKJ3","GPATCH8",12971635,12630512,16095095,15859906,37416288,18653598,27754710,43042280,35526180,16352543,16379726,26040500,23365342,20184690,22883188,25465544,22918446,24019250,24218858,21830502,26926968,19592870,37224896,25564382,30797576,27290174,20595898
"1438","Q86YP4","GATAD2A",16681240,15975686,17765468,17501042,34105932,21617046,18953386,19999854,21795954,20761792,17929762,20769808,24037736,21276256,24871630,21495230,23228674,20400230,24091886,21313170,34602780,25198938,34863328,28337898,27612198,36641496,36427372
"1439","Q86YM7","HOMER1",10210465,8092990.5,9665602,8355943.5,4976234.5,8116500,11724915,10077541,11528306,7124518.5,6633908.5,8264298.5,5139065.5,5850604.5,5006760,7405239.5,8051370,6402226,8793120,8193378,9750812,9575962,11526167,10464822,9769796,9264642,8957364
"1440","P09874","PARP1",960765248,1227554176,1172189824,1240826880,3159929600,1561676416,1598484224,1310242048,1944400768,1044962560,1313284480,965264768,2192006400,1912975872,2177959424,1028278464,1080081280,1111716224,1183319936,1260246400,1197340544,1186179968,1131489664,1066103168,1059384832,1283081088,1129136384
"1441","Q8TCG2","PI4K2B",3799846,2649234.25,2463982,3355216.75,1741537,2588977.75,1748847.25,NA,2292860.25,1846614.625,1670395.625,1565992.375,1765853,1859859.5,2261264.5,1988786.625,1620094.5,1406640,2063017.875,1583748.25,1611075.875,1641754.25,1711325.25,1920215.875,1885507.75,1590358.75,1851307.625
"1442","Q9Y608","LRRFIP2",30884660,25587238,36269984,26549020,85217840,33301828,105579304,148983600,103234680,38262320,36902232,68140544,27995088,23717910,20666204,52363564,58593968,57184168,57305432,53107164,71459944,54640604,110333480,70879144,57813100,66501656,51482876
"1443","Q96DV4","MRPL38",49351380,42578132,54706592,45667228,146941152,47694004,111785896,169680976,103881880,34997664,29837814,41641260,28998380,25296284,25997282,50534228,57167788,47150064,52269764,33246780,55217028,50589840,57734296,43093228,53010892,49885364,44635900
"1444","Q6ZRS2","SRCAP",16662477,17905600,19801154,23961166,48192704,21555396,20119498,30279750,24101356,27341814,25323646,22570292,37674188,29795106,38398260,27371548,23539690,20981696,25069308,25659402,23862480,26040126,24143070,23906444,25221668,29311028,23856902
"1445","Q9NZI8","IGF2BP1",249033888,253797152,252280896,271756512,193899952,264551280,266768160,211747248,328031040,231283664,264327376,227062608,264475024,255255248,268141840,234118192,199132864,227562528,259512480,272702720,234921504,227151040,239404960,205977216,233545248,291281824,239479104
"1446","Q02218","OGDH",36422324,31949962,40064132,39882848,191936816,41322184,62894356,105780736,91117648,21288028,23799668,33139152,38282104,26753984,33168798,29372820,38878896,36100280,49014312,28595388,43098936,34933528,28479076,23281412,50901412,43243056,27860674
"1447","Q8IYA6","CKAP2L",2499519.5,2904560.75,2991668,2918197.75,8755233,2998362.75,5672469.5,6690247,6470072.5,5094675,4377230.5,6011085,4110124.5,3016551.25,3496662.5,7142644,7322049,5816716,6628195,5823146.5,9911609,6753733,12676636,8738251,6705309,6221656.5,7680881
"1448","Q9UJZ1","STOML2",98125416,84222880,89792216,184633968,82773880,127822736,61169140,41159984,70666496,82522600,84496120,93970488,128763816,159151264,148043856,60439036,86643808,66564784,94806072,88133496,84579128,93370912,86537616,91080096,88007480,106976120,90199944
"1449","Q13535","ATR",25073642,28584196,29951278,30214580,NA,40534420,NA,NA,NA,17090048,36557040,36876184,33343006,26453572,30880968,22564852,NA,0,23381226,32242730,34528728,29188606,37810248,20951996,24014432,31958718,24429408
"1450","Q9NQ29","LUC7L",58194184,77480584,85831000,76001032,204370912,79089792,176284992,318181216,258465472,93883408,100608160,153459392,140965952,92692592,118473544,106264464,149589168,117992072,127055624,113459312,146880768,112529520,193446608,130776496,139058304,117444288,136802736
"1451","Q9UDY2","TJP2",121161368,113818968,134928528,84817160,97623480,96015680,141024912,117133352,160804304,90266928,102872232,134477824,100734592,98085320,93539136,92760160,122650816,109131888,99112800,83640360,115483656,114203400,142694416,122303648,102084872,97029016,105396656
"1452","O75400","PRPF40A",107643344,119446640,141983296,142434608,284898048,167421872,201777472,250460736,216175792,136162144,138394128,234650192,162007264,158533920,185399008,180014720,215645888,207766960,350957824,246824576,374304608,290342720,415255904,329094592,299051328,386477344,337891264
"1453","Q02086","SP2",2730826.75,3435802,4116440.25,3732819.75,10372798,4481175,5323749.5,6648125,7921814.5,6127047,5675907,6483715.5,6197939.5,7409418.5,6592446,7442905.5,6879528,5970878.5,6151846.5,6492313.5,9033783,7659892.5,10641193,8846517,9236221,5179910,7401795
"1454","Q96DB5","RMDN1",8630121,6592292,8355900.5,9615329,9784504,9344460,8948447,7855331,9792357,7417519.5,7694916.5,7931671,8381411,10309702,10535229,7731530,7381957.5,6442570.5,8041472,7231539,8478673,9705147,9777730,9490467,8431091,7728685,7945208
"1455","Q9P2F8","SIPA1L2",9462659,6530417,8475929,6259470,NA,7741134.5,5539778.5,NA,6496258.5,8882259,10102272,8851001,9584178,11658024,9815234,8533343,9036069,6922143.5,7486878,7544588,7943971,8073817,9147802,9986586,7696329,4712358,6893957.5
"1456","P11233","RALA",94031672,97305928,124764336,117346072,1232104448,175005152,361724416,656541888,565316672,79938168,79674736,79290840,168040848,128085392,87040288,81661112,138972496,96340528,105446752,112195808,155658832,121049080,231739792,107196584,130651816,152736032,115711968
"1457","Q6PII3","CCDC174",7170229,6943545,7492714,6176736.5,12698150,6389782,15533872,21494598,19034140,6198857.5,5948724.5,10769422,7135664,5396339.5,5308872.5,9228471,10342614,10817522,8164949.5,7726497.5,11636487,10147653,16059222,11192478,9537963,9514374,9313886
"1458","P15311","EZR",227786064,198961168,254521248,162983488,395380480,179476736,323832768,339603424,403014688,130178024,158092848,223599632,159518400,136396432,107961528,159021040,204350304,251267568,233893936,137280096,231389968,237775920,207723776,189934000,222120816,220322176,172384128
"1459","Q8N137","CNTROB",1222873.5,961292.6875,1286118.125,1079562,NA,1303228.375,1168733.875,1585777.75,1728966.75,2314705,1595009.625,3049894.25,1733692.75,1304610.75,1398599.125,3383220.5,2835537.5,2654525.5,2753390,2244696.75,3642770,2134503.5,4543699.5,3546881,3644518.5,2228950.75,2837306
"1460","Q6P1M3","LLGL2",773075.125,976679.5625,772834.0625,1003105.875,1007010.438,893430.625,566028.25,NA,NA,880906.4375,925071.375,728854.625,675642.4375,1041546.75,1216079.375,942439.625,639601.375,825078.125,934631.0625,848524.125,989147.875,1102167.375,999840.6875,1038389.813,1277200.75,1000041.188,987178.375
"1461","Q9Y383","LUC7L2",284524224,377553664,422094816,339432960,1047367040,439813056,784909952,1144923136,959646144,438165696,438790336,705085696,544883904,364678336,493494080,542742080,626254144,518956800,606784640,539423936,716027840,425101056,702031296,553457280,634470464,635627136,675716416
"1462","O75410","TACC1",8955756,7254077.5,9284994,5249541,8918292,6286665,14530801,15296483,15856791,11116254,7372760,14446456,10754518,6611795.5,5807936,14100946,15694109,11883739,9213599,9492021,12562900,7307352,22335528,11911598,13892198,14649509,9767193
"1463","Q99661","KIF2C",14401226,14365868,13005782,17132988,19185094,16670968,14429172,13341419,16633583,15888725,16617990,16968208,19213128,18796954,20327716,18594230,19164086,17519770,18834878,18177116,22501374,21016004,25270072,23612132,21841434,21694772,21242342
"1464","O95674","CDS2",7472668,7100846.5,7005624,11493439,3264736.25,8396106,5883356.5,NA,5787651.5,7881266.5,7695871.5,7095283,9880892,13647470,14654688,5284856.5,9209645,7159007,11087214,12564546,8129782,9408540,6187505.5,8267820,11834393,14336681,10091266
"1465","Q9H2U1","DHX36",14833901,18384618,14806446,16237798,9409777,18298516,15480279,5291507.5,14957977,21890690,22952426,19801568,27228424,22390860,27105924,18942658,16782360,18891510,23122460,21198894,21698446,18557424,20399016,20143912,19852288,22224694,21375610
"1466","Q8WVK7","SKA2",9520381,7272642.5,9507491,11935328,14041662,7192850,16457423,21233786,19244428,9531276,7716299,11349129,5965737,6314739.5,6386902.5,11474566,9907347,11503427,10559941,7827270,12839921,12809580,17348804,15962503,14001729,12751790,10447726
