"","X","Gene","contrast","p.val","p.adj","ratio"
"24600",24705,"VBP1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.000201364206159476,0.847,-1.33
"24601",24706,"VEZT","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.265546435727811,0.864,0.345
"24602",24707,"VEZT","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.458111441966572,0.91,0.228
"24603",24708,"VEZT","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0715614929609409,0.806,0.574
"24604",24709,"VEZT","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.62080869651639,0.865,0.152
"24605",24710,"VEZT","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",3.47950350823342e-11,5.66e-08,3.87
"24606",24711,"VEZT","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.889152216697014,0.889,0.0426
"24607",24712,"VEZT","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0224149278128723,1,-0.746
"24608",24713,"VEZT","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.817423874055893,0.941,-0.0706
"24609",24714,"VEZT","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.984135058884518,0.924,0.00607
"24610",24715,"VEZT","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.719335694485278,0.93,-0.11
"24611",24716,"VEZT","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.873475504947922,0.928,0.0487
"24612",24717,"VEZT","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",2.03247811636534e-11,1.83e-13,3.99
"24613",24718,"VEZT","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",8.18195438676594e-10,2.88e-08,3.24
"24614",24719,"VEZT","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.147428933878564,0.674,0.454
"24615",24720,"VEZT","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",1.94451153394487e-09,0.122,3.08
"24616",24721,"VHL","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.440550200855085,0.926,-0.146
"24617",24722,"VHL","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",6.51917467695874e-07,0.00771,-1.31
"24618",24723,"VHL","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",1.33158209988323e-07,0.0136,-1.46
"24619",24724,"VHL","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.346075336636892,0.786,-0.179
"24620",24725,"VHL","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.665694806785687,0.894,-0.0812
"24621",24726,"VHL","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.275117803813727,0.368,-0.208
"24622",24727,"VHL","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0236272314315093,1,-0.453
"24623",24728,"VHL","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",3.85013676370278e-07,0.0802,1.36
"24624",24729,"VHL","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.236103929307571,0.672,0.226
"24625",24730,"VHL","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.257690416523313,0.904,0.216
"24626",24731,"VHL","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.921856983072446,0.932,0.0184
"24627",24732,"VHL","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.706361400207499,0.781,-0.0708
"24628",24733,"VHL","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0102755643976196,0.157,-0.524
"24629",24734,"VHL","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.535906917577323,0.865,-0.117
"24630",24735,"VHL","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.09281036842595,0.951,-0.327
"24631",24736,"VKORC1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.768181798247598,0.963,0.104
"24632",24737,"VKORC1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.969032701609196,0.937,-0.0137
"24633",24738,"VKORC1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.797917630588148,0.911,0.0906
"24634",24739,"VKORC1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.779648994468474,0.888,0.099
"24635",24740,"VKORC1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.660792288680595,0.893,-0.155
"24636",24741,"VKORC1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.495285020308882,0.697,-0.242
"24637",24742,"VKORC1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",4.11529231694313e-12,1,5.03
"24638",24743,"VKORC1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.116126602763175,0.893,-0.573
"24639",24744,"VKORC1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.0633568266683691,0.294,-0.686
"24640",24745,"VKORC1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.0216783454537233,0.814,-0.869
"24641",24746,"VKORC1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.0149694741739081,0.0904,-0.928
"24642",24747,"VKORC1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.938683586621039,0.81,0.0272
"24643",24748,"VKORC1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",3.72354889089609e-12,3.36e-14,5.06
"24644",24749,"VKORC1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.21613896957458,0.745,0.446
"24645",24750,"VKORC1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.99316452113124e-12,0.00189,5.12
"24646",24751,"VPS25","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.749251430259209,0.961,-0.0579
"24647",24752,"VPS25","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",4.75442790174963e-06,0.0371,-1.1
"24648",24753,"VPS25","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",2.35146664054034e-06,0.0867,-1.16
"24649",24754,"VPS25","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.745218718539403,0.883,-0.0589
"24650",24755,"VPS25","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.00672317453510203,0.576,-0.539
"24651",24756,"VPS25","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.780541186319059,0.861,-0.0504
"24652",24757,"VPS25","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.709611084382414,1,-0.0675
"24653",24758,"VPS25","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",3.07984667781095e-06,0.172,1.14
"24654",24759,"VPS25","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.602880862599241,0.872,0.0944
"24655",24760,"VPS25","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.493638299051843,0.921,0.125
"24656",24761,"VPS25","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.808026213417792,0.922,0.044
"24657",24762,"VPS25","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.00457912333731357,0.336,-0.569
"24658",24763,"VPS25","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00191122419360944,0.0894,-0.637
"24659",24764,"VPS25","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.714427175189,0.892,-0.0663
"24660",24765,"VPS25","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.00541425283278124,0.918,-0.556
"24661",24766,"VPS37B","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.745325550728001,0.961,-0.114
"24662",24767,"VPS37B","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",3.57717807318317e-06,0.0308,-2.17
"24663",24768,"VPS37B","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",1.75888648692388e-06,0.0747,-2.29
"24664",24769,"VPS37B","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.693851924794781,0.876,0.138
"24665",24770,"VPS37B","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.183694414276887,0.834,0.475
"24666",24771,"VPS37B","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.628009206148766,0.797,-0.17
"24667",24772,"VPS37B","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0504185077346446,1,-0.719
"24668",24773,"VPS37B","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",1.56490762765602e-07,0.0515,2.7
"24669",24774,"VPS37B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.281397412823961,0.721,0.382
"24670",24775,"VPS37B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.00745516326204811,0.756,1.03
"24671",24776,"VPS37B","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.545605629382617,0.884,0.212
"24672",24777,"VPS37B","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.629887762445233,0.769,-0.169
"24673",24778,"VPS37B","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0181819614524404,0.188,-0.888
"24674",24779,"VPS37B","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.580268983882856,0.873,0.194
"24675",24780,"VPS37B","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.834555812292859,0.968,-0.0731
"24676",24781,"VPS39","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.754302534198996,0.962,0.135
"24677",24782,"VPS39","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.556975109368762,0.918,0.254
"24678",24783,"VPS39","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.37122505066425,0.883,0.389
"24679",24784,"VPS39","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.634012576455299,0.867,0.205
"24680",24785,"VPS39","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.0877646660157304,0.791,0.762
"24681",24786,"VPS39","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.820256455159402,0.872,0.0978
"24682",24787,"VPS39","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00113562955591309,1,1.61
"24683",24788,"VPS39","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.705951869027006,0.937,-0.163
"24684",24789,"VPS39","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.790787337280877,0.904,-0.114
"24685",24790,"VPS39","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.672345373750736,0.928,0.182
"24686",24791,"VPS39","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.969560124874833,0.936,-0.0164
"24687",24792,"VPS39","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.28596014075121,0.677,0.466
"24688",24793,"VPS39","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",8.68921097926087e-05,0.0239,2.08
"24689",24794,"VPS39","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.574654070720224,0.872,0.242
"24690",24795,"VPS39","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.95538426153825e-05,0.773,2.27
"24691",24796,"VPS41","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.884860801259333,0.968,-0.0863
"24692",24797,"VPS41","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.896248189125909,0.934,0.0777
"24693",24798,"VPS41","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.988496386118902,0.919,-0.00859
"24694",24799,"VPS41","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.960114640432215,0.906,0.0298
"24695",24800,"VPS41","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.91468280776533,0.907,-0.0638
"24696",24801,"VPS41","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.865091287857266,0.883,0.101
"24697",24802,"VPS41","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",3.41081812446385e-07,1,4.36
"24698",24803,"VPS41","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.993416240669938,0.945,-0.00492
"24699",24804,"VPS41","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.942472569947276,0.92,0.043
"24700",24805,"VPS41","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.914147583945117,0.936,-0.0642
"24701",24806,"VPS41","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.808820923906792,0.922,0.144
"24702",24807,"VPS41","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.941935531522686,0.81,0.0434
"24703",24808,"VPS41","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.93779090588538e-07,0.000287,4.41
"24704",24809,"VPS41","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.791346658496198,0.9,-0.158
"24705",24810,"VPS41","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",6.05928917233482e-07,0.518,4.2
"24706",24811,"VPS53","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.934935126054266,0.97,0.0183
"24707",24812,"VPS53","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.145288995838047,0.858,-0.335
"24708",24813,"VPS53","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.167374192986001,0.849,-0.317
"24709",24814,"VPS53","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.57735713532886,0.856,-0.125
"24710",24815,"VPS53","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.128917997058794,0.814,-0.35
"24711",24816,"VPS53","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.95033516313966,0.9,-0.0139
"24712",24817,"VPS53","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000850901974323436,1,0.864
"24713",24818,"VPS53","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.443761378155672,0.927,0.173
"24714",24819,"VPS53","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.868863555446307,0.913,-0.037
"24715",24820,"VPS53","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.0134296152255844,0.79,-0.599
"24716",24821,"VPS53","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.8201905834376,0.923,-0.0509
"24717",24822,"VPS53","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.34928541329221,0.701,0.212
"24718",24823,"VPS53","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",8.99486464213803e-05,0.0244,1.08
"24719",24824,"VPS53","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.678432543661891,0.887,-0.093
"24720",24825,"VPS53","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.0266672842444506,0.938,0.528
"24721",24826,"VTN","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.322689125150082,0.892,-0.408
"24722",24827,"VTN","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",1.52951274655172e-06,0.0164,2.7
"24723",24828,"VTN","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",1.40838936799726e-05,0.179,2.29
"24724",24829,"VTN","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.901357389798469,0.901,0.0506
"24725",24830,"VTN","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",6.96289726181724e-08,0.00325,-3.31
"24726",24831,"VTN","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.855445881095227,0.881,-0.0743
"24727",24832,"VTN","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.416031359067834,1,-0.335
"24728",24833,"VTN","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",0.00408258614371065,0.743,-1.3
"24729",24834,"VTN","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.00330319631675745,0.00693,1.34
"24730",24835,"VTN","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",1.05197079765551e-08,0.00664,-3.72
"24731",24836,"VTN","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.00504699759661712,0.0232,1.27
"24732",24837,"VTN","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.000304314036203747,0.17,1.75
"24733",24838,"VTN","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00213606549097489,0.0931,1.42
"24734",24839,"VTN","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.489655938785525,0.856,-0.283
"24735",24840,"VTN","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",2.06805253656953e-08,0.269,-3.57
"24736",24841,"WASF1","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.341190350623865,0.899,-0.178
"24737",24842,"WASF1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",6.79029987362698e-06,0.0479,-1.09
"24738",24843,"WASF1","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",8.33939129568482e-07,0.0485,-1.27
"24739",24844,"WASF1","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.926250975012423,0.903,0.0171
"24740",24845,"WASF1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.00557467339352271,0.556,0.565
"24741",24846,"WASF1","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.645887078043954,0.807,-0.085
"24742",24847,"WASF1","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.00263294478824696,1,-0.625
"24743",24848,"WASF1","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",1.88199858988949e-07,0.0569,1.41
"24744",24849,"WASF1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.122603157675777,0.46,0.294
"24745",24850,"WASF1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",6.11814000952208e-05,0.348,0.918
"24746",24851,"WASF1","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.265644463575046,0.765,0.209
"24747",24852,"WASF1","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.750511019615318,0.787,-0.0587
"24748",24853,"WASF1","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",0.0012410963573887,0.0765,-0.683
"24749",24854,"WASF1","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.682807292204878,0.888,-0.0756
"24750",24855,"WASF1","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.889771385802308,0.969,0.0256
"24751",24856,"WASF2","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.269207520863614,0.866,-0.234
"24752",24857,"WASF2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",4.55641102934822e-06,0.0361,-1.27
"24753",24858,"WASF2","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",4.11178051421818e-07,0.0309,-1.51
"24754",24859,"WASF2","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.611185282549696,0.863,0.106
"24755",24860,"WASF2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.00934827368587699,0.609,0.592
"24756",24861,"WASF2","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.824489324642438,0.874,-0.0463
"24757",24862,"WASF2","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000225353177479735,1,-0.922
"24758",24863,"WASF2","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",6.79562593742395e-08,0.0325,1.7
"24759",24864,"WASF2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.141856040586848,0.506,0.315
"24760",24865,"WASF2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",3.06541999214338e-05,0.295,1.1
"24761",24866,"WASF2","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.206918603305253,0.706,0.269
"24762",24867,"WASF2","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.361029128329117,0.705,-0.193
"24763",24868,"WASF2","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",2.58403229944301e-05,0.0126,-1.11
"24764",24869,"WASF2","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.696985795021689,0.89,-0.0814
"24765",24870,"WASF2","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.183035030068581,0.956,-0.284
"24766",24871,"WASH6P","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0986554476511786,0.599,-0.353
"24767",24872,"WASH6P","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.000494010489725694,0.351,-0.844
"24768",24873,"WASH6P","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",9.10867304382385e-06,0.155,-1.2
"24769",24874,"WASH6P","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.737149054456487,0.882,-0.0693
"24770",24875,"WASH6P","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.82743718900375,0.903,-0.045
"24771",24876,"WASH6P","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.7979481222681,0.866,-0.0528
"24772",24877,"WASH6P","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000385241593349593,1,-0.865
"24773",24878,"WASH6P","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",3.14541080039886e-06,0.173,1.29
"24774",24879,"WASH6P","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.0187671217141879,0.0851,0.52
"24775",24880,"WASH6P","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.0037500496058124,0.711,0.667
"24776",24881,"WASH6P","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.0325147966058724,0.194,0.468
"24777",24882,"WASH6P","RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr",0.358324942323441,0.704,-0.191
"24778",24883,"WASH6P","RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr",4.30398530534025e-05,0.0167,-1.06
"24779",24884,"WASH6P","RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0848548317874193,0.555,-0.369
"24780",24885,"WASH6P","RDH12_control_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr",0.000421825952323239,0.868,-0.857
"24781",24886,"WASHC2A","GFP_100_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",0.0975516688088558,0.595,-0.369
"24782",24887,"WASHC2A","GFP_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.000870215080693695,0.394,-0.829
"24783",24888,"WASHC2A","GFP_200_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr",1.54140349094711e-05,0.185,-1.2
"24784",24889,"WASHC2A","RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr",0.938915477891875,0.904,-0.0165
"24785",24890,"WASHC2A","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr",0.384814870639863,0.87,0.189
"24786",24891,"WASHC2A","RDH12_100_atRAL5hr.24h_recvr_vs_RDH12_control_atRAL5hr.24h_recvr",0.963133941554166,0.902,0.00994
"24787",24892,"WASHC2A","RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr",0.000445555282257562,1,-0.889
"24788",24893,"WASHC2A","RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr",9.40600944233773e-06,0.227,1.24
"24789",24894,"WASHC2A","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_100_atRAL5hr.24h_recvr",0.0551550197028534,0.262,0.432
"24790",24895,"WASHC2A","RDH12_200_atRAL5hr.24h_recvr_vs_RDH12_200_atRAL5hr",0.000650294807432709,0.565,0.855
