Protein.Group,Genes,protein_label,n_samples,n_missing,percent_missing
Q86UU0,BCL9L,BCL9L | Q86UU0,6,6,100
O60749,SNX2,SNX2 | O60749,6,0,0
Q969T3,SNX21,SNX21 | Q969T3,6,0,0
Q9Y343,SNX24,SNX24 | Q9Y343,6,0,0
Q9H3E2,SNX25,SNX25 | Q9H3E2,6,0,0
Q96L92,SNX27,SNX27 | Q96L92,6,0,0
O60493,SNX3,SNX3 | O60493,6,0,0
Q5VWJ9,SNX30,SNX30 | Q5VWJ9,6,0,0
Q8WV41,SNX33,SNX33 | Q8WV41,6,0,0
O95219,SNX4,SNX4 | O95219,6,0,0
Q9Y5X3,SNX5,SNX5 | Q9Y5X3,6,0,0
Q9UNH7,SNX6,SNX6 | Q9UNH7,6,0,0
Q9UNH6,SNX7,SNX7 | Q9UNH6,6,0,0
Q9Y5X2,SNX8,SNX8 | Q9Y5X2,6,0,0
Q9Y5X1,SNX9,SNX9 | Q9Y5X1,6,0,0
P35610,SOAT1,SOAT1 | P35610,6,0,0
P04179,SOD2,SOD2 | P04179,6,0,0
P18583,SON,SON | P18583,6,0,0
Q9BX66,SORBS1,SORBS1 | Q9BX66,6,0,0
O60504,SORBS3,SORBS3 | O60504,6,0,0
Q8WY21,SORCS1,SORCS1 | Q8WY21,6,0,0
Q00796,SORD,SORD | Q00796,6,0,0
Q92673,SORL1,SORL1 | Q92673,6,0,0
Q99523,SORT1,SORT1 | Q99523,6,0,0
Q07889,SOS1,SOS1 | Q07889,6,0,0
P48436,SOX9,SOX9 | P48436,6,0,0
P08047,SP1,SP1 | P08047,6,0,0
Q02086,SP2,SP2 | Q02086,6,0,0
Q02447,SP3,SP3 | Q02447,6,0,0
Q02446,SP4,SP4 | Q02446,6,0,0
Q15506,SPA17,SPA17 | Q15506,6,0,0
Q07617,SPAG1,SPAG1 | Q07617,6,0,0
Q96R06,SPAG5,SPAG5 | Q96R06,6,0,0
O75391,SPAG7,SPAG7 | O75391,6,0,0
O60271,SPAG9,SPAG9 | O60271,6,0,0
Q8N0X7,SPART,SPART | Q8N0X7,6,0,0
Q9UBP0,SPAST,SPAST | Q9UBP0,6,0,0
Q9UM82,SPATA2,SPATA2 | Q9UM82,6,0,0
Q8TB22,SPATA20,SPATA20 | Q8TB22,6,0,0
Q96N06,SPATA33,SPATA33 | Q96N06,6,0,0
Q86XZ4,SPATS2,SPATS2 | Q86XZ4,6,0,0
Q9NUQ6,SPATS2L,SPATS2L | Q9NUQ6,6,0,0
Q8NBT2,SPC24,SPC24 | Q8NBT2,6,0,0
Q9HBM1,SPC25,SPC25 | Q9HBM1,6,0,0
Q9Y6A9,SPCS1,SPCS1 | Q9Y6A9,6,0,0
Q15005,SPCS2,SPCS2 | Q15005,6,0,0
P61009,SPCS3,SPCS3 | P61009,6,0,0
Q96EA4,SPDL1,SPDL1 | Q96EA4,6,0,0
Q5M775,SPECC1,SPECC1 | Q5M775,6,0,0
Q69YQ0,SPECC1L,SPECC1L | Q69YQ0,6,0,0
Q96T58,SPEN,SPEN | Q96T58,6,0,0
Q96JI7,SPG11,SPG11 | Q96JI7,6,0,0
Q9NZD8,SPG21,SPG21 | Q9NZD8,6,0,0
Q9UQ90,SPG7,SPG7 | Q9UQ90,6,0,0
Q9NRA0,SPHK2,SPHK2 | Q9NRA0,6,0,0
Q8N0Z3,SPICE1,SPICE1 | Q8N0Z3,6,0,0
Q9Y657,SPIN1,SPIN1 | Q9Y657,6,0,0
Q56A73,SPIN4,SPIN4 | Q56A73,6,0,0
Q9BUA3,SPINDOC,SPINDOC | Q9BUA3,6,0,0
O43291,SPINT2,SPINT2 | O43291,6,0,0
Q08AE8,SPIRE1,SPIRE1 | Q08AE8,6,0,0
Q9H2V7,SPNS1,SPNS1 | Q9H2V7,6,0,0
O43791,SPOP,SPOP | O43791,6,0,0
Q5T280,SPOUT1,SPOUT1 | Q5T280,6,0,0
Q8TCT8,SPPL2A,SPPL2A | Q8TCT8,6,0,0
Q8TCT7,SPPL2B,SPPL2B | Q8TCT7,6,0,0
Q8TCT6,SPPL3,SPPL3 | Q8TCT6,6,0,0
P35270,SPR,SPR | P35270,6,0,0
Q8WW59,SPRYD4,SPRYD4 | Q8WW59,6,0,0
Q5W111,SPRYD7,SPRYD7 | Q5W111,6,0,0
Q13813,SPTAN1,SPTAN1 | Q13813,6,0,0
P11277,SPTB,SPTB | P11277,6,0,0
Q01082,SPTBN1,SPTBN1 | Q01082,6,0,0
O15020,SPTBN2,SPTBN2 | O15020,6,0,0
O15269,SPTLC1,SPTLC1 | O15269,6,0,0
O15270,SPTLC2,SPTLC2 | O15270,6,0,0
Q68D10,SPTY2D1,SPTY2D1 | Q68D10,6,0,0
Q14534,SQLE,SQLE | Q14534,6,0,0
Q9Y6N5,SQOR,SQOR | Q9Y6N5,6,0,0
Q13501,SQSTM1,SQSTM1 | Q13501,6,0,0
Q9HD15,SRA1,SRA1 | Q9HD15,6,0,0
Q8N5C6,SRBD1,SRBD1 | Q8N5C6,6,0,0
P12931,SRC,SRC | P12931,6,0,0
Q6ZRS2,SRCAP,SRCAP | Q6ZRS2,6,0,0
Q12772,SREBF2,SREBF2 | Q12772,6,0,0
Q8WXA9,SREK1,SREK1 | Q8WXA9,6,0,0
Q8NEF9,SRFBP1,SRFBP1 | Q8NEF9,6,0,0
Q7Z6B7,SRGAP1,SRGAP1 | Q7Z6B7,6,0,0
O75044,SRGAP2,SRGAP2 | O75044,6,0,0
P30626,SRI,SRI | P30626,6,0,0
P19623,SRM,SRM | P19623,6,0,0
P37108,SRP14,SRP14 | P37108,6,0,0
P09132,SRP19,SRP19 | P09132,6,0,0
P61011,SRP54,SRP54 | P61011,6,0,0
Q9UHB9,SRP68,SRP68 | Q9UHB9,6,0,0
O76094,SRP72,SRP72 | O76094,6,0,0
P49458,SRP9,SRP9 | P49458,6,0,0
Q96SB4,SRPK1,SRPK1 | Q96SB4,6,0,0
P78362,SRPK2,SRPK2 | P78362,6,0,0
P08240,SRPRA,SRPRA | P08240,6,0,0
Q9Y5M8,SRPRB,SRPRB | Q9Y5M8,6,0,0
Q9GZT4,SRR,SRR | Q9GZT4,6,0,0
Q8IYB3,SRRM1,SRRM1 | Q8IYB3,6,0,0
Q9UQ35,SRRM2,SRRM2 | Q9UQ35,6,0,0
Q9BXP5,SRRT,SRRT | Q9BXP5,6,0,0
Q07955,SRSF1,SRSF1 | Q07955,6,0,0
O75494,SRSF10,SRSF10 | O75494,6,0,0
Q05519,SRSF11,SRSF11 | Q05519,6,0,0
Q8WXF0,SRSF12,SRSF12 | Q8WXF0,6,0,0
Q01130,SRSF2,SRSF2 | Q01130,6,0,0
P84103,SRSF3,SRSF3 | P84103,6,0,0
Q08170,SRSF4,SRSF4 | Q08170,6,0,0
Q13243,SRSF5,SRSF5 | Q13243,6,0,0
Q13247,SRSF6,SRSF6 | Q13247,6,0,0
Q16629,SRSF7,SRSF7 | Q16629,6,0,0
Q9BRL6,SRSF8,SRSF8 | Q9BRL6,6,0,0
Q13242,SRSF9,SRSF9 | Q13242,6,0,0
Q9BYN0,SRXN1,SRXN1 | Q9BYN0,6,0,0
O75177,SS18L1,SS18L1 | O75177,6,0,0
P05455,SSB,SSB | P05455,6,0,0
Q04837,SSBP1,SSBP1 | Q04837,6,0,0
Q9BWW4,SSBP3,SSBP3 | Q9BWW4,6,0,0
Q8WYL5,SSH1,SSH1 | Q8WYL5,6,0,0
Q8TE77,SSH3,SSH3 | Q8TE77,6,0,0
P43307,SSR1,SSR1 | P43307,6,0,0
Q9UNL2,SSR3,SSR3 | Q9UNL2,6,0,0
P51571,SSR4,SSR4 | P51571,6,0,0
Q08945,SSRP1,SSRP1 | Q08945,6,0,0
Q9NP77,SSU72,SSU72 | Q9NP77,6,0,0
Q9Y2D8,SSX2IP,SSX2IP | Q9Y2D8,6,0,0
Q9Y274,ST3GAL6,ST3GAL6 | Q9Y274,6,0,0
Q9NRC1,ST7,ST7 | Q9NRC1,6,0,0
Q8WVM7,STAG1,STAG1 | Q8WVM7,6,0,0
Q8N3U4,STAG2,STAG2 | Q8N3U4,6,0,0
Q92783,STAM,STAM | Q92783,6,0,0
O75886,STAM2,STAM2 | O75886,6,0,0
O95630,STAMBP,STAMBP | O95630,6,0,0
Q96FJ0,STAMBPL1,STAMBPL1 | Q96FJ0,6,0,0
Q9Y365,STARD10,STARD10 | Q9Y365,6,0,0
Q14849,STARD3,STARD3 | Q14849,6,0,0
O95772,STARD3NL,STARD3NL | O95772,6,0,0
Q9NQZ5,STARD7,STARD7 | Q9NQZ5,6,0,0
P42224,STAT1,STAT1 | P42224,6,0,0
P52630,STAT2,STAT2 | P52630,6,0,0
P40763,STAT3,STAT3 | P40763,6,0,0
P51692,STAT5B,STAT5B | P51692,6,0,0
P42226,STAT6,STAT6 | P42226,6,0,0
O95793,STAU1,STAU1 | O95793,6,0,0
Q9NUL3,STAU2,STAU2 | Q9NUL3,6,0,0
O95210,STBD1,STBD1 | O95210,6,0,0
Q8NFT2,STEAP2,STEAP2 | Q8NFT2,6,0,0
Q658P3,STEAP3,STEAP3 | Q658P3,6,0,0
Q9H5V9,STEEP1,STEEP1 | Q9H5V9,6,0,0
Q15468,STIL,STIL | Q15468,6,0,0
Q13586,STIM1,STIM1 | Q13586,6,0,0
Q9P246,STIM2,STIM2 | Q9P246,6,0,0
Q86TL2,STIMATE,STIMATE | Q86TL2,6,0,0
P31948,STIP1,STIP1 | P31948,6,0,0
O94804,STK10,STK10 | O94804,6,0,0
Q15831,STK11,STK11 | Q15831,6,0,0
Q8N1F8,STK11IP,STK11IP | Q8N1F8,6,0,0
O94768,STK17B,STK17B | O94768,6,0,0
P49842,STK19,STK19 | P49842,6,0,0
Q9Y6E0,STK24,STK24 | Q9Y6E0,6,0,0
O00506,STK25,STK25 | O00506,6,0,0
Q9P289,STK26,STK26 | Q9P289,6,0,0
Q13188,STK3,STK3 | Q13188,6,0,0
Q86UX6,STK32C,STK32C | Q86UX6,6,0,0
Q9BYT3,STK33,STK33 | Q9BYT3,6,0,0
Q8TDR2,STK35,STK35 | Q8TDR2,6,0,0
Q15208,STK38,STK38 | Q15208,6,0,0
Q9Y2H1,STK38L,STK38L | Q9Y2H1,6,0,0
Q9UEW8,STK39,STK39 | Q9UEW8,6,0,0
Q13043,STK4,STK4 | Q13043,6,0,0
P16949,STMN1,STMN1 | P16949,6,0,0
Q9H668,STN1,STN1 | Q9H668,6,0,0
P27105,STOM,STOM | P27105,6,0,0
Q9UJZ1,STOML2,STOML2 | Q9UJZ1,6,0,0
Q9Y6Q2,STON1,STON1 | Q9Y6Q2,6,0,0
Q8WXE9,STON2,STON2 | Q8WXE9,6,0,0
Q7RTN6,STRADA,STRADA | Q7RTN6,6,0,0
Q9Y3F4,STRAP,STRAP | Q9Y3F4,6,0,0
Q96SI9,STRBP,STRBP | Q96SI9,6,0,0
Q5VSL9,STRIP1,STRIP1 | Q5VSL9,6,0,0
Q9ULQ0,STRIP2,STRIP2 | Q9ULQ0,6,0,0
O43815,STRN,STRN | O43815,6,0,0
Q13033,STRN3,STRN3 | Q13033,6,0,0
Q9NRL3,STRN4,STRN4 | Q9NRL3,6,0,0
P46977,STT3A,STT3A | P46977,6,0,0
Q8TCJ2,STT3B,STT3B | Q8TCJ2,6,0,0
Q9UNE7,STUB1,STUB1 | Q9UNE7,6,0,0
O60499,STX10,STX10 | O60499,6,0,0
Q86Y82,STX12,STX12 | Q86Y82,6,0,0
O14662,STX16,STX16 | O14662,6,0,0
P56962,STX17,STX17 | P56962,6,0,0
Q9P2W9,STX18,STX18 | Q9P2W9,6,0,0
P32856,STX2,STX2 | P32856,6,0,0
Q13277,STX3,STX3 | Q13277,6,0,0
Q12846,STX4,STX4 | Q12846,6,0,0
Q13190,STX5,STX5 | Q13190,6,0,0
O43752,STX6,STX6 | O43752,6,0,0
O15400,STX7,STX7 | O15400,6,0,0
Q9UNK0,STX8,STX8 | Q9UNK0,6,0,0
P61764,STXBP1,STXBP1 | P61764,6,0,0
Q15833,STXBP2,STXBP2 | Q15833,6,0,0
O00186,STXBP3,STXBP3 | O00186,6,0,0
Q6ZWJ1,STXBP4,STXBP4 | Q6ZWJ1,6,0,0
Q5T5C0,STXBP5,STXBP5 | Q5T5C0,6,0,0
Q8WUJ0,STYX,STYX | Q8WUJ0,6,0,0
P53999,SUB1,SUB1 | P53999,6,0,0
Q9P2R7,SUCLA2,SUCLA2 | Q9P2R7,6,0,0
P53597,SUCLG1,SUCLG1 | P53597,6,0,0
Q96I99,SUCLG2,SUCLG2 | Q96I99,6,0,0
Q9UBS9,SUCO,SUCO | Q9UBS9,6,0,0
Q9H7L9,SUDS3,SUDS3 | Q9H7L9,6,0,0
Q9UMX1,SUFU,SUFU | Q9UMX1,6,0,0
Q9HAC7,SUGCT,SUGCT | Q9HAC7,6,0,0
Q8IWZ8,SUGP1,SUGP1 | Q8IWZ8,6,0,0
Q8IX01,SUGP2,SUGP2 | Q8IX01,6,0,0
Q9Y2Z0,SUGT1,SUGT1 | Q9Y2Z0,6,0,0
P50225,SULT1A1,SULT1A1 | P50225,6,0,0
Q8NBK3,SUMF1,SUMF1 | Q8NBK3,6,0,0
Q8NBJ7,SUMF2,SUMF2 | Q8NBJ7,6,0,0
P61956,SUMO2,SUMO2 | P61956,6,0,0
P55854,SUMO3,SUMO3 | P55854,6,0,0
O94901,SUN1,SUN1 | O94901,6,0,0
Q9UH99,SUN2,SUN2 | Q9UH99,6,0,0
P51687,SUOX,SUOX | P51687,6,0,0
Q9Y5B9,SUPT16H,SUPT16H | Q9Y5B9,6,0,0
Q8NEM7,SUPT20H,SUPT20H | Q8NEM7,6,0,0
O75486,SUPT3H,SUPT3H | O75486,6,0,0
P63272,SUPT4H1,SUPT4H1 | P63272,6,0,0
O00267,SUPT5H,SUPT5H | O00267,6,0,0
Q7KZ85,SUPT6H,SUPT6H | Q7KZ85,6,0,0
O94864,SUPT7L,SUPT7L | O94864,6,0,0
Q8IYB8,SUPV3L1,SUPV3L1 | Q8IYB8,6,0,0
Q15526,SURF1,SURF1 | Q15526,6,0,0
Q15527,SURF2,SURF2 | Q15527,6,0,0
O15260,SURF4,SURF4 | O15260,6,0,0
O75683,SURF6,SURF6 | O75683,6,0,0
O43463,SUV39H1,SUV39H1 | O43463,6,0,0
Q9H5I1,SUV39H2,SUV39H2 | Q9H5I1,6,0,0
Q15022,SUZ12,SUZ12 | Q15022,6,0,0
Q7L0J3,SV2A,SV2A | Q7L0J3,6,0,0
Q8NHG7,SVIP,SVIP | Q8NHG7,6,0,0
Q9UH65,SWAP70,SWAP70 | Q9UH65,6,0,0
Q96A49,SYAP1,SYAP1 | Q96A49,6,0,0
Q6ZW31,SYDE1,SYDE1 | Q6ZW31,6,0,0
O95926,SYF2,SYF2 | O95926,6,0,0
P43405,SYK,SYK | P43405,6,0,0
Q92797,SYMPK,SYMPK | Q92797,6,0,0
O60506,SYNCRIP,SYNCRIP | O60506,6,0,0
Q8NF91,SYNE1,SYNE1 | Q8NF91,6,0,0
Q8WXH0,SYNE2,SYNE2 | Q8WXH0,6,0,0
Q6ZMZ3,SYNE3,SYNE3 | Q6ZMZ3,6,0,0
O43759,SYNGR1,SYNGR1 | O43759,6,0,0
O43760,SYNGR2,SYNGR2 | O43760,6,0,0
O43761,SYNGR3,SYNGR3 | O43761,6,0,0
O43426,SYNJ1,SYNJ1 | O43426,6,0,0
O15056,SYNJ2,SYNJ2 | O15056,6,0,0
P57105,SYNJ2BP,SYNJ2BP | P57105,6,0,0
O15061,SYNM,SYNM | O15061,6,0,0
Q9UMZ2,SYNRG,SYNRG | Q9UMZ2,6,0,0
Q16563,SYPL1,SYPL1 | Q16563,6,0,0
Q8N2H4,SYS1,SYS1 | Q8N2H4,6,0,0
P21579,SYT1,SYT1 | P21579,6,0,0
Q96C24,SYTL4,SYTL4 | Q96C24,6,0,0
Q86TM6,SYVN1,SYVN1 | Q86TM6,6,0,0
Q7Z422,SZRD1,SZRD1 | Q7Z422,6,0,0
Q5T011,SZT2,SZT2 | Q5T011,6,0,0
Q15750,TAB1,TAB1 | Q15750,6,0,0
Q9NYJ8,TAB2,TAB2 | Q9NYJ8,6,0,0
Q8N5C8,TAB3,TAB3 | Q8N5C8,6,0,0
O75410,TACC1,TACC1 | O75410,6,0,0
Q9Y6A5,TACC3,TACC3 | Q9Y6A5,6,0,0
Q9BSH4,TACO1,TACO1 | Q9BSH4,6,0,0
Q96BN2,TADA1,TADA1 | Q96BN2,6,0,0
O75478,TADA2A,TADA2A | O75478,6,0,0
Q86TJ2,TADA2B,TADA2B | Q86TJ2,6,0,0
O75528,TADA3,TADA3 | O75528,6,0,0
P21675,TAF1,TAF1 | P21675,6,0,0
Q12962,TAF10,TAF10 | Q12962,6,0,0
Q15544,TAF11,TAF11 | Q15544,6,0,0
Q16514,TAF12,TAF12 | Q16514,6,0,0
Q92804,TAF15,TAF15 | Q92804,6,0,0
Q15573,TAF1A,TAF1A | Q15573,6,0,0
Q53T94,TAF1B,TAF1B | Q53T94,6,0,0
Q15572,TAF1C,TAF1C | Q15572,6,0,0
Q6P1X5,TAF2,TAF2 | Q6P1X5,6,0,0
Q5VWG9,TAF3,TAF3 | Q5VWG9,6,0,0
O00268,TAF4,TAF4 | O00268,6,0,0
Q92750,TAF4B,TAF4B | Q92750,6,0,0
Q15542,TAF5,TAF5 | Q15542,6,0,0
O75529,TAF5L,TAF5L | O75529,6,0,0
P49848,TAF6,TAF6 | P49848,6,0,0
Q9Y6J9,TAF6L,TAF6L | Q9Y6J9,6,0,0
Q15545,TAF7,TAF7 | Q15545,6,0,0
Q7Z7C8,TAF8,TAF8 | Q7Z7C8,6,0,0
Q16594,TAF9,TAF9 | Q16594,6,0,0
Q9HBM6,TAF9B,TAF9B | Q9HBM6,6,0,0
Q16635,TAFAZZIN,TAFAZZIN | Q16635,6,0,0
P37802,TAGLN2,TAGLN2 | P37802,6,0,0
Q9UI15,TAGLN3,TAGLN3 | Q9UI15,6,0,0
P37837,TALDO1,TALDO1 | P37837,6,0,0
Q96BW9,TAMM41,TAMM41 | Q96BW9,6,0,0
Q9C0D5,TANC1,TANC1 | Q9C0D5,6,0,0
Q9HCD6,TANC2,TANC2 | Q9HCD6,6,0,0
Q6ICL3,TANGO2,TANGO2 | Q6ICL3,6,0,0
Q9C0B7,TANGO6,TANGO6 | Q9C0B7,6,0,0
Q92844,TANK,TANK | Q92844,6,0,0
Q7L7X3,TAOK1,TAOK1 | Q7L7X3,6,0,0
Q9UL54,TAOK2,TAOK2 | Q9UL54,6,0,0
Q9H2K8,TAOK3,TAOK3 | Q9H2K8,6,0,0
Q03518,TAP1,TAP1 | Q03518,6,0,0
Q03519,TAP2,TAP2 | Q03519,6,0,0
O15533,TAPBP,TAPBP | O15533,6,0,0
Q6NXT6,TAPT1,TAPT1 | Q6NXT6,6,0,0
Q13395,TARBP1,TARBP1 | Q13395,6,0,0
Q15633,TARBP2,TARBP2 | Q15633,6,0,0
Q13148,TARDBP,TARDBP | Q13148,6,0,0
P26639,TARS1,TARS1 | P26639,6,0,0
Q9BW92,TARS2,TARS2 | Q9BW92,6,0,0
A2RTX5,TARS3,TARS3 | A2RTX5,6,0,0
Q9UK61,TASOR,TASOR | Q9UK61,6,0,0
Q5VWN6,TASOR2,TASOR2 | Q5VWN6,6,0,0
Q9H6P5,TASP1,TASP1 | Q9H6P5,6,0,0
Q6P1N9,TATDN1,TATDN1 | Q6P1N9,6,0,0
Q93075,TATDN2,TATDN2 | Q93075,6,0,0
Q17R31,TATDN3,TATDN3 | Q17R31,6,0,0
Q86VP1,TAX1BP1,TAX1BP1 | Q86VP1,6,0,0
O14907,TAX1BP3,TAX1BP3 | O14907,6,0,0
Q86TI0,TBC1D1,TBC1D1 | Q86TI0,6,0,0
Q9BXI6,TBC1D10A,TBC1D10A | Q9BXI6,6,0,0
Q4KMP7,TBC1D10B,TBC1D10B | Q4KMP7,6,0,0
Q9NVG8,TBC1D13,TBC1D13 | Q9NVG8,6,0,0
Q8TC07,TBC1D15,TBC1D15 | Q8TC07,6,0,0
Q9HA65,TBC1D17,TBC1D17 | Q9HA65,6,0,0
Q96BZ9,TBC1D20,TBC1D20 | Q96BZ9,6,0,0
Q8WUA7,TBC1D22A,TBC1D22A | Q8WUA7,6,0,0
Q9NU19,TBC1D22B,TBC1D22B | Q9NU19,6,0,0
Q9NUY8,TBC1D23,TBC1D23 | Q9NUY8,6,0,0
Q9ULP9,TBC1D24,TBC1D24 | Q9ULP9,6,0,0
Q3MII6,TBC1D25,TBC1D25 | Q3MII6,6,0,0
Q9UPU7,TBC1D2B,TBC1D2B | Q9UPU7,6,0,0
Q96DN5,TBC1D31,TBC1D31 | Q96DN5,6,0,0
O60343,TBC1D4,TBC1D4 | O60343,6,0,0
Q92609,TBC1D5,TBC1D5 | Q92609,6,0,0
Q9P0N9,TBC1D7,TBC1D7 | Q9P0N9,6,0,0
Q0IIM8,TBC1D8B,TBC1D8B | Q0IIM8,6,0,0
Q66K14,TBC1D9B,TBC1D9B | Q66K14,6,0,0
O75347,TBCA,TBCA | O75347,6,0,0
Q99426,TBCB,TBCB | Q99426,6,0,0
Q15814,TBCC,TBCC | Q15814,6,0,0
Q9BTW9,TBCD,TBCD | Q9BTW9,6,0,0
Q15813,TBCE,TBCE | Q15813,6,0,0
Q5QJ74,TBCEL,TBCEL | Q5QJ74,6,0,0
Q8TEA7,TBCK,TBCK | Q8TEA7,6,0,0
Q9UHD2,TBK1,TBK1 | Q9UHD2,6,0,0
O60907,TBL1X,TBL1X | O60907,6,0,0
Q9BZK7,TBL1XR1,TBL1XR1 | Q9BZK7,6,0,0
Q9Y4P3,TBL2,TBL2 | Q9Y4P3,6,0,0
Q12788,TBL3,TBL3 | Q12788,6,0,0
P20226,TBP,TBP | P20226,6,0,0
P62380,TBPL1,TBPL1 | P62380,6,0,0
Q969Z0,TBRG4,TBRG4 | Q969Z0,6,0,0
O43435,TBX1,TBX1 | O43435,6,0,0
Q13207,TBX2,TBX2 | Q13207,6,0,0
O15119,TBX3,TBX3 | O15119,6,0,0
Q9Y4C2,TCAF1,TCAF1 | Q9Y4C2,6,0,0
P23193,TCEA1,TCEA1 | P23193,6,0,0
Q15560,TCEA2,TCEA2 | Q15560,6,0,0
Q15170,TCEAL1,TCEAL1 | Q15170,6,0,0
Q96EI5,TCEAL4,TCEAL4 | Q96EI5,6,0,0
Q96MN5,TCEANC2,TCEANC2 | Q96MN5,6,0,0
O14776,TCERG1,TCERG1 | O14776,6,0,0
Q9UGU0,TCF20,TCF20 | Q9UGU0,6,0,0
Q9BQ70,TCF25,TCF25 | Q9BQ70,6,0,0
Q13428,TCOF1,TCOF1 | Q13428,6,0,0
P17987,TCP1,TCP1 | P17987,6,0,0
Q9NUJ3,TCP11L1,TCP11L1 | Q9NUJ3,6,0,0
Q8N4U5,TCP11L2,TCP11L2 | Q8N4U5,6,0,0
Q96GX1,TCTN2,TCTN2 | Q96GX1,6,0,0
Q6NUS6,TCTN3,TCTN3 | Q6NUS6,6,0,0
Q13569,TDG,TDG | Q13569,6,0,0
Q9NUW8,TDP1,TDP1 | Q9NUW8,6,0,0
O95551,TDP2,TDP2 | O95551,6,0,0
Q9H7E2,TDRD3,TDRD3 | Q9H7E2,6,0,0
Q8NHU6,TDRD7,TDRD7 | Q8NHU6,6,0,0
Q9Y2W6,TDRKH,TDRKH | Q9Y2W6,6,0,0
P28347,TEAD1,TEAD1 | P28347,6,0,0
Q15561,TEAD4,TEAD4 | Q15561,6,0,0
Q7Z6L1,TECPR1,TECPR1 | Q7Z6L1,6,0,0
O15040,TECPR2,TECPR2 | O15040,6,0,0
Q9NZ01,TECR,TECR | Q9NZ01,6,0,0
Q86SX3,TEDC1,TEDC1 | Q86SX3,6,0,0
Q7L2K0,TEDC2,TEDC2 | Q7L2K0,6,0,0
Q96QE5,TEFM,TEFM | Q96QE5,6,0,0
Q9Y4R8,TELO2,TELO2 | Q9Y4R8,6,0,0
Q6PIY7,TENT2,TENT2 | Q6PIY7,6,0,0
Q8NDF8,TENT4B,TENT4B | Q8NDF8,6,0,0
P54274,TERF1,TERF1 | P54274,6,0,0
Q15554,TERF2,TERF2 | Q15554,6,0,0
Q9NYB0,TERF2IP,TERF2IP | Q9NYB0,6,0,0
Q9UGI8,TES,TES | Q9UGI8,6,0,0
Q9NXF1,TEX10,TEX10 | Q9NXF1,6,0,0
Q8IWB9,TEX2,TEX2 | Q8IWB9,6,0,0
Q9Y6I9,TEX264,TEX264 | Q9Y6I9,6,0,0
Q00059,TFAM,TFAM | Q00059,6,0,0
P05549,TFAP2A,TFAP2A | P05549,6,0,0
Q92754,TFAP2C,TFAP2C | Q92754,6,0,0
Q01664,TFAP4,TFAP4 | Q01664,6,0,0
Q8WVM0,TFB1M,TFB1M | Q8WVM0,6,0,0
Q9H5Q4,TFB2M,TFB2M | Q9H5Q4,6,0,0
Q12800,TFCP2,TFCP2 | Q12800,6,0,0
Q14186,TFDP1,TFDP1 | Q14186,6,0,0
Q14188,TFDP2,TFDP2 | Q14188,6,0,0
P19532,TFE3,TFE3 | P19532,6,0,0
P19484,TFEB,TFEB | P19484,6,0,0
Q92734,TFG,TFG | Q92734,6,0,0
Q9UBB9,TFIP11,TFIP11 | Q9UBB9,6,0,0
P0C1Z6,TFPT,TFPT | P0C1Z6,6,0,0
P02786,TFRC,TFRC | P02786,6,0,0
P01137,TGFB1,TGFB1 | P01137,6,0,0
O43294,TGFB1I1,TGFB1I1 | O43294,6,0,0
P36897,TGFBR1,TGFBR1 | P36897,6,0,0
Q8WUH2,TGFBRAP1,TGFBRAP1 | Q8WUH2,6,0,0
P21980,TGM2,TGM2 | P21980,6,0,0
O43493,TGOLN2,TGOLN2 | O43493,6,0,0
Q96RS0,TGS1,TGS1 | Q96RS0,6,0,0
Q6YHU6,THADA,THADA | Q6YHU6,6,0,0
Q9P2Z0,THAP10,THAP10 | Q9P2Z0,6,0,0
Q96EK4,THAP11,THAP11 | Q96EK4,6,0,0
O43422,THAP12,THAP12 | O43422,6,0,0
P07996,THBS1,THBS1 | P07996,6,0,0
Q5T1C6,THEM4,THEM4 | Q5T1C6,6,0,0
Q8WUY1,THEM6,THEM6 | Q8WUY1,6,0,0
Q9NWX6,THG1L,THG1L | Q9NWX6,6,0,0
Q8IYQ7,THNSL1,THNSL1 | Q8IYQ7,6,0,0
Q96FV9,THOC1,THOC1 | Q96FV9,6,0,0
Q8NI27,THOC2,THOC2 | Q8NI27,6,0,0
Q96J01,THOC3,THOC3 | Q96J01,6,0,0
Q13769,THOC5,THOC5 | Q13769,6,0,0
Q86W42,THOC6,THOC6 | Q86W42,6,0,0
Q6I9Y2,THOC7,THOC7 | Q6I9Y2,6,0,0
P52888,THOP1,THOP1 | P52888,6,0,0
Q9Y2W1,THRAP3,THRAP3 | Q9Y2W1,6,0,0
Q9BU02,THTPA,THTPA | Q9BU02,6,0,0
Q9NXG2,THUMPD1,THUMPD1 | Q9NXG2,6,0,0
Q9BTF0,THUMPD2,THUMPD2 | Q9BTF0,6,0,0
Q9BV44,THUMPD3,THUMPD3 | Q9BV44,6,0,0
Q9P016,THYN1,THYN1 | Q9P016,6,0,0
P31483,TIA1,TIA1 | P31483,6,0,0
Q01085,TIAL1,TIAL1 | Q01085,6,0,0
Q13009,TIAM1,TIAM1 | Q13009,6,0,0
Q7Z2Z1,TICRR,TICRR | Q7Z2Z1,6,0,0
Q96CG3,TIFA,TIFA | Q96CG3,6,0,0
Q9NQ88,TIGAR,TIGAR | Q9NQ88,6,0,0
Q4W5G0,TIGD2,TIGD2 | Q4W5G0,6,0,0
