name,ID,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
EXOC8,Q8IYI6,0.827870320444042,0.9062965814005235,0.9609693258209544,0.7771714114097472,0.836,0.856,0.917,0.897,FALSE,FALSE,FALSE,FALSE,FALSE,-0.252,-0.136,0.0567,-0.328,0.605,0.412,0.456,0.396,0.353,-1.41,0.469,-1.41,0.128
EXOG,Q9Y2C4,0.42634273894156294,0.36769703627382366,0.3192136502038383,0.7325307244516486,0.709,0.733,0.875,0.892,FALSE,FALSE,FALSE,FALSE,FALSE,0.387,0.44,0.487,0.165,-0.635,-0.682,-0.245,-0.402,-0.247,0.875,-0.195,1.61,-0.0796
EXOSC1,Q9Y3B2,0.3837134777830923,0.6014601372561834,0.14659474510190668,0.26356871042233787,0.684,0.807,0.838,0.762,FALSE,FALSE,FALSE,FALSE,FALSE,0.138,0.0823,-0.234,0.178,-0.212,0.104,-0.168,-0.029,-0.0741,0.0406,-0.13,0.458,0.0105
EXOSC10,Q01780,0.24144237230808951,0.608483013676373,0.002700644297433595,0.35776902956502543,0.558,0.809,0.512,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,0.186,0.0803,-0.529,0.145,0.0282,0.637,0.0432,-0.579,0.215,0.0369,0.109,-0.678,0.188
EXOSC2,Q13868,0.3324480952994916,0.3116504948672678,0.05946041927166849,0.28493394072903216,0.648,0.705,0.787,0.775,FALSE,FALSE,FALSE,FALSE,FALSE,0.212,0.222,-0.427,0.235,-0.33,0.319,-0.296,0.114,-0.118,0.107,-0.108,0.374,-0.0613
EXOSC3,Q9NQT5,0.3226045357697662,0.5102119558413076,0.18973161165002134,0.16689408843533318,0.64,0.784,0.851,0.674,FALSE,FALSE,FALSE,FALSE,FALSE,0.186,0.123,-0.248,0.263,-0.0909,0.28,-0.0564,-0.0931,0.0947,-0.155,0.0318,-0.218,0.206
EXOSC4,Q9NPD3,0.5780961612049024,0.40384017791106597,0.008818976611345746,0.23756010245346654,0.774,0.749,0.636,0.744,FALSE,FALSE,FALSE,FALSE,FALSE,-0.118,-0.177,-0.604,0.253,0.067,0.493,-0.175,0.0658,-0.0506,0.00212,-0.11,-0.37,0.0781
EXOSC5,Q9NQT4,0.22635239631319914,0.01912545484786384,0.00939635648585598,0.27458136612929585,0.54,0.222,0.642,0.769,FALSE,FALSE,FALSE,FALSE,FALSE,-0.211,-0.431,-0.486,0.19,0.209,0.264,-0.0365,0.123,-0.00199,-0.311,-0.222,-0.178,0.153
EXOSC6,Q5RKV6,0.9072434023342263,0.19257680283214687,0.03267845890679965,0.9474169878417489,0.849,0.611,0.746,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0215,0.246,0.419,0.0122,0.0311,-0.142,0.0855,-0.224,0.00954,-0.38,0.277,0.245,0.0977
EXOSC7,Q15024,0.9064061698142032,0.7149101857399853,0.0358938168222282,0.3294597014141478,0.849,0.829,0.753,0.798,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0187,-0.0581,-0.353,0.157,-0.107,0.188,-0.194,-0.124,-0.125,0.0658,-0.165,0.497,-0.0371
EXOSC8,Q96B26,0.2807376905043122,0.18053615800912567,0.10928705708617723,0.6347839758412787,0.602,0.597,0.823,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-0.189,-0.236,-0.285,-0.0821,0.024,0.0732,-0.116,0.257,-0.165,0.0322,-0.212,0.304,-0.198
EXOSC9,Q06265,0.2238933316450886,0.3050718998189992,0.03151295843188065,0.5576397794653585,0.536,0.701,0.744,0.865,FALSE,FALSE,FALSE,FALSE,FALSE,-0.217,-0.182,-0.4,0.103,0.139,0.357,0.0393,-0.178,-0.0781,-0.321,-0.0431,-0.0585,0.142
EXT2,Q93063,0.0852575320572716,0.09191850382755903,0.3383945484473768,0.6650904159246636,0.348,0.447,0.877,0.883,FALSE,FALSE,FALSE,FALSE,FALSE,0.419,0.409,0.227,0.102,-0.284,-0.101,-0.0507,0.275,0.135,0.105,0.126,-0.256,0.0508
EXTL2,Q9UBQ6,0.17410073558696193,0.14957894864450366,0.6387761042854586,0.10807797267375362,0.482,0.556,0.902,0.574,FALSE,FALSE,FALSE,FALSE,FALSE,2.2,2.34,0.743,2.62,-1.36,0.229,-1.64,1.04,0.832,1.45,0.972,-2.49,0.978
EYA3,Q99504,0.7410075877539775,0.6576651646006691,0.34263236335999225,0.8023741007748931,0.818,0.819,0.878,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,-0.107,-0.143,-0.309,-0.0806,0.153,0.319,0.078,0.162,0.0468,-0.291,0.0103,-0.476,-0.00261
EYA4,O95677,0.9491142659106231,0.2503296808597356,0.8860851818585755,0.6478020049372971,0.855,0.664,0.914,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,-0.148,2.72,0.333,1.06,-0.6,1.78,0.249,-0.586,-0.749,-1.34,2.12,-2.18,1.31
EZH1,Q92800,0.9161420503804445,0.6874428262379637,0.4590508086296532,0.1780171450064036,0.85,0.824,0.889,0.687,FALSE,FALSE,FALSE,FALSE,FALSE,0.146,-0.56,1.04,-1.91,0.443,-1.15,0.361,-0.121,0.589,0.72,-0.117,0.831,-1.55
EZH2,Q15910,0.5899313375653279,0.9201716603507855,0.03945163977137009,0.19777162928172312,0.778,0.858,0.76,0.709,FALSE,FALSE,FALSE,FALSE,FALSE,0.16,0.0297,-0.644,0.389,-0.27,0.404,-0.261,-0.402,-0.11,0.332,-0.24,0.417,0.129
EZR,P15311,0.4392344232990114,0.25444778264613216,0.03371908220986524,0.957636136132013,0.716,0.667,0.749,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,0.23,0.343,0.666,0.0157,-0.31,-0.634,-0.0344,0.132,-0.0798,0.133,0.0324,0.779,-0.0187
F10,P00742,0.01288848832160654,0.22637199838181504,0.45548563981202306,0.6704548385109894,0.102,0.644,0.889,0.884,FALSE,FALSE,FALSE,FALSE,FALSE,-4.48,-2.05,-1.25,0.708,0.768,-0.0306,0.269,-0.354,-3.71,2.61,-1.28,0.753,0.977
F11R,Q9Y624,0.4047201876225015,0.392389280090787,0.8814156459713041,0.6888683622625627,0.697,0.744,0.914,0.887,FALSE,FALSE,FALSE,FALSE,FALSE,0.391,0.402,0.0694,0.187,-1,-0.67,-0.463,0.0594,-0.611,1.37,-0.6,2.19,-0.277
F13A1,P00488,0.35287270010435645,0.730313235989661,0.6017910298843518,0.6871543800851071,0.663,0.832,0.9,0.886,FALSE,FALSE,FALSE,FALSE,FALSE,1.08,-0.398,-0.604,-0.465,-0.876,-0.67,-0.0855,1.27,0.207,2.07,-1.27,-0.0979,-0.551
