name,ID,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,significant,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_100_atRAL5hr_centered,RDH12_200_atRAL5hr_centered,RDH12_control_atRAL5hr_centered
PSMG1,O95456,0.40581543914773943,0.041443691694639566,0.16022247452600802,0.988,0.988,1,FALSE,TRUE,FALSE,TRUE,0.216,-0.597,-0.381,0.271,-0.326,0.055
PSMG3,Q9BT73,0.11960182227476292,0.020782544272807922,0.0017153200656328726,0.988,0.988,1,FALSE,FALSE,TRUE,TRUE,-0.333,-0.549,-0.882,0.0719,-0.477,0.405
PSMG4,Q5JS54,0.8305039919434833,0.011655009219237325,0.008389733723695244,0.99,0.986,1,FALSE,TRUE,TRUE,TRUE,-0.0675,-0.993,-1.06,0.308,-0.684,0.376
PSPH,P78330,0.007107129891560274,0.6118716198028129,0.0033576482041749152,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.19,-0.175,-1.37,-0.338,-0.514,0.852
PSRC1,Q6PGN9,0.0194095092222366,0.5817803694640304,0.008184984399486494,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.36,-0.268,-1.63,-0.364,-0.632,0.997
PSTPIP2,Q9H939,0.0023823923629146307,0.5835617605491872,0.005261630476139848,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.1,0.144,-0.955,-0.414,-0.27,0.684
PTCD1,O75127,0.2517517577928951,0.37312740054880855,0.06092561873635213,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,0.348,0.266,0.615,0.0275,0.294,-0.321
PTCD3,Q96EY7,0.18170273335031265,0.053546351695254235,0.005810879596135284,0.988,0.988,1,FALSE,TRUE,TRUE,TRUE,0.482,0.745,1.23,-0.0878,0.658,-0.57
PTDSS1,P48651,0.011749719800463472,0.7047865906244704,0.006581083298045515,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,1.6,0.193,1.79,0.468,0.661,-1.13
PTDSS2,Q9BVG9,0.02331384485909535,0.9356633511113202,0.020505045982499533,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,1.56,0.0464,1.6,0.503,0.55,-1.05
PTER,Q96BW5,0.005068837241329534,0.2831826498383123,0.02835414574850424,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.14,0.645,-1.5,-0.929,-0.284,1.21
PTGES3,Q15185,7.498795291855095e-4,0.4126030146013492,2.7595952659189286e-4,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.11,-0.182,-1.29,-0.309,-0.492,0.801
PTGR2,Q8N8N7,0.03207629997078566,0.7599234232341858,0.05255571244513909,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.11,0.135,-0.974,-0.415,-0.279,0.694
PTGR3,Q8N4Q0,0.00385825852027533,0.6560487578859492,0.0020540876147032137,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,2,0.231,2.23,0.591,0.822,-1.41
PTGS2,P35354,0.22798881992114783,0.997413792275568,0.2269060827315819,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-2.46,-0.0063,-2.47,-0.818,-0.824,1.64
PTK2,Q05397,0.5119177802931696,0.03947127805893646,0.01370200728366428,0.988,0.988,1,FALSE,TRUE,TRUE,TRUE,-0.186,-0.667,-0.853,0.16,-0.507,0.347
PTMS,P20962,0.005739654255057639,0.18407327956981598,0.05210782318869785,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.17,0.847,-1.33,-1.01,-0.16,1.17
PTN,P21246,0.04564324003065362,0.09172720898878227,0.6658754146520625,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.73,1.4,-0.328,-1.04,0.358,0.686
PTP4A1,Q93096,0.015048106873074544,0.7759251118070327,0.009669521304054926,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.669,-0.0639,-0.733,-0.202,-0.266,0.467
PTP4A2,Q12974,0.005082849985165423,0.4209459306132779,0.017847498648178084,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.93,0.43,-1.5,-0.788,-0.358,1.15
PTPA,Q15257,0.16489701506846693,0.06996751546073784,0.5898846990693234,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.676,-0.925,-0.248,0.534,-0.391,-0.143
PTPMT1,Q8WUK0,0.03098673570466837,0.9516406722063695,0.03415845686138058,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,1.44,-0.0346,1.41,0.493,0.458,-0.951
PTPN11,Q06124,0.1968714944610855,0.04434076886706374,0.35838518760332827,0.988,0.988,1,FALSE,TRUE,FALSE,TRUE,0.375,-0.635,-0.26,0.337,-0.298,-0.0385
PTPN12,Q05209,0.011875307359486447,0.37135580436263826,0.05113679855545227,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,4.28,-1.25,3.03,1.84,0.592,-2.43
PTPN13,Q12923,0.19078500550986885,0.943807979299949,0.17148131667578367,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,1.03,0.0526,1.09,0.327,0.379,-0.706
PTPN2,P17706,0.060129715925020644,0.7233240886896434,0.10614614504598742,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.723,0.121,-0.602,-0.281,-0.16,0.442
PTPN23,Q9H3S7,0.12099459970879216,0.15257077666381252,0.881533822142484,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.08,-0.988,0.0962,0.691,-0.297,-0.394
PTPN9,P43378,0.028402036945927873,0.48127639317034243,0.08977346640668085,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.16,-0.322,0.841,0.495,0.173,-0.668
PTPRG,P23470,0.4781100361940932,0.009681855758831612,0.0033299690402901192,0.988,0.986,1,FALSE,TRUE,TRUE,TRUE,0.168,0.763,0.931,-0.198,0.564,-0.366
PTPRJ,Q12913,0.12147547147865592,0.14153058016529285,0.9219638823875955,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.599,0.564,-0.035,-0.388,0.176,0.211
PTPRU,Q92729,0.05848970774153246,0.13868097567840937,0.5905442762339304,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.745,0.555,-0.189,-0.433,0.122,0.311
PTRH2,Q9Y3E5,0.1081784657317716,0.40951889345544035,0.027946768734834534,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,0.49,0.236,0.726,0.0847,0.321,-0.405
PTRHD1,Q6GMV3,0.027411734791630803,0.0778853453273907,0.0015067892838884916,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.62,-0.466,-1.09,-0.0514,-0.517,0.568
PTS,Q03393,0.0031925337182799754,0.7596538757196031,0.002079746497614049,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.99,-0.152,-2.14,-0.611,-0.763,1.37
PTTG1,O95997,0.005811596173940482,0.5442545235579783,0.0024059435134920217,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.51,-0.256,-1.76,-0.417,-0.673,1.09
PTTG1IP,P53801,0.02106607254097931,0.045094364146215836,0.6374792510242506,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.6,1.33,-0.275,-0.978,0.352,0.626
PUDP,Q08623,0.5760806688698928,0.3697028063489603,0.7227078245800607,0.989,0.989,1,FALSE,TRUE,FALSE,TRUE,0.532,-0.868,-0.336,0.467,-0.401,-0.0655
PUM1,Q14671,0.06410837153988914,0.8006745353138274,0.09610873991937753,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,0.759,-0.0924,0.667,0.284,0.192,-0.476
PUM2,Q8TB72,0.018726424787669897,0.7000108370128099,0.010236245623672468,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,2.85,0.387,3.23,0.82,1.21,-2.03
PUM3,Q15397,0.15997335499776255,0.5118162896697913,0.055763620538935035,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.874,0.388,1.26,0.162,0.55,-0.712
PUS1,Q9Y606,0.05864427465227041,0.8662163305944217,0.04468506760427816,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,0.602,0.0475,0.649,0.185,0.232,-0.417
PUS10,Q3MIT2,0.8527167605309329,0.12735768759010932,0.0949968431049344,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,-0.174,-1.54,-1.71,0.456,-1.09,0.629
PWP1,Q13610,0.05870944670305225,0.16929833509126382,0.5086696539967261,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.4,0.962,-0.441,-0.789,0.174,0.615
PWP2,Q15269,0.1291180194637742,0.8931367701555966,0.1045205133904036,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,0.957,0.0785,1.04,0.293,0.371,-0.664
PWWP2A,Q96N64,0.058291733857129435,0.12023981584323697,0.6520775754388406,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.872,0.687,-0.185,-0.52,0.167,0.352
PWWP3A,Q2TAK8,0.07243153045685782,0.3861075741010155,0.28300070061447086,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.702,0.311,-0.391,-0.338,-0.0265,0.365
PXDN,Q92626,0.017119567983473093,0.5481727544471953,0.045229800346519626,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,2.77,-0.579,2.19,1.12,0.536,-1.65
PXK,Q7Z7A4,0.09705395392227611,0.8545916117961101,0.1295818081015933,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,1.33,-0.134,1.19,0.487,0.353,-0.84
PXMP2,Q9NR77,0.39635410018073325,0.027581524353114662,0.1110946993234879,0.988,0.988,1,FALSE,TRUE,TRUE,TRUE,-0.358,1.07,0.716,-0.478,0.597,-0.119
PXN,P49023,0.003332407455858864,0.8961125086673517,0.00401983066786366,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.74,0.057,-1.69,-0.6,-0.543,1.14
PYCR1,P32322,0.015212889323683051,0.3079013467693104,0.0031339862775520994,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1,0.354,1.36,0.215,0.57,-0.785
PYCR2,Q96C36,0.017052978152093435,0.30498859983647425,0.0034419674011240933,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.934,0.341,1.28,0.198,0.539,-0.736
PYCR3,Q53H96,0.10937700961925938,0.09843864573808134,0.9469326213335725,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.748,-0.776,-0.0285,0.508,-0.268,-0.24
PYGB,P11216,0.03507910059037739,0.13078468959253042,0.42062850527048357,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.961,-0.639,0.322,0.533,-0.106,-0.428
PYGL,P06737,0.09322129621193456,0.16886226573294244,0.7050263756975865,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.826,-0.656,0.17,0.494,-0.162,-0.332
PYGO2,Q9BRQ0,0.13774474140291013,0.7954772120167072,0.20466020909587906,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.789,0.128,-0.661,-0.306,-0.178,0.483
PYM1,Q9BRP8,0.0020559753949857323,0.6047433520400021,0.004297763144493328,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-2.28,0.274,-2,-0.85,-0.576,1.43
PZP,P20742,0.15648066316730333,0.006898239853366338,0.07542243193168961,0.988,0.984,1,FALSE,TRUE,TRUE,TRUE,-0.449,1.03,0.586,-0.494,0.54,-0.0457
Q6ZSR9,Q6ZSR9,0.12257942720731237,0.09071374277823084,0.006479783667167107,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.377,-0.42,-0.797,0.0143,-0.406,0.391
QARS1,P47897,0.013767110153403298,0.31231805943078106,0.07313903813752999,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.01,-0.347,0.664,0.453,0.105,-0.558
QDPR,P09417,0.009394658391844895,0.45033127442330767,0.03149531337991011,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.76,0.412,-1.35,-0.725,-0.313,1.04
QKI,Q96PU8,0.0049771843286024395,0.28747745656652274,0.027325698247432355,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.02,0.303,-0.717,-0.441,-0.138,0.579
QPCT,Q16769,0.031280525300642646,0.12905756136016788,0.38760049121906703,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.37,0.887,-0.479,-0.751,0.136,0.615
QPCTL,Q9NXS2,0.032804731237743565,0.32927058979738394,0.16297568667929865,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.55,0.624,-0.922,-0.723,-0.0995,0.823
QSOX1,O00391,0.006087361574183366,0.09178329578515308,0.11345346849066874,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.8,0.931,-0.864,-0.909,0.0224,0.887
QTRT1,Q9BXR0,3.4117990171495075e-4,0.6635750585476893,5.745701086486381e-4,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-2.47,0.188,-2.28,-0.886,-0.698,1.58
QTRT2,Q9H974,1.5252050623885196e-5,0.8554932302396164,1.7763124537262876e-5,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-2.57,0.0525,-2.52,-0.875,-0.822,1.7
R3HCC1L,Q7Z5L2,0.2092017458932721,0.32473332523527804,0.7598685844325633,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.56,-1.2,0.362,0.92,-0.279,-0.641
R3HDM1,Q15032,0.02576016215169821,0.1855656640530837,0.2355365220501373,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.86,0.456,-0.404,-0.439,0.0174,0.421
R3HDM2,Q9Y2K5,0.903037701567155,0.06748454499943188,0.08205054383168595,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,0.103,-1.74,-1.63,0.613,-1.12,0.51
R3HDM4,Q96D70,0.3379045697941147,0.037243352137535254,0.00789330319919963,0.988,0.988,1,FALSE,TRUE,TRUE,TRUE,-0.364,-0.891,-1.26,0.176,-0.716,0.54
RAB10,P61026,0.021950236889026975,0.25766601567045755,0.14478901615775358,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.17,0.503,-0.667,-0.558,-0.0547,0.613
RAB11A,P62491,0.004459253848267352,0.14041927604489163,0.05252847515027973,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.37,0.991,-1.38,-1.12,-0.129,1.25
RAB11B,Q15907,0.003766073107794786,0.2137925177899956,0.027886507687053003,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.62,0.877,-1.74,-1.17,-0.288,1.45
RAB11FIP2,Q7L804,0.009700238690546986,0.7101613694416724,0.005528734448288453,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.748,-0.0854,-0.834,-0.221,-0.306,0.527
RAB11FIP5,Q9BXF6,0.030809123080671755,0.5895400061002742,0.013004741277239136,0.988,0.99,1,FALSE,FALSE,TRUE,TRUE,-0.583,-0.125,-0.708,-0.152,-0.278,0.43
RAB12,Q6IQ22,0.005697049499269513,0.2557393934488348,0.03610774684737448,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.06,0.347,-0.713,-0.469,-0.122,0.591
RAB13,P51153,0.017949105916284073,0.3165275653235568,0.09434526621135143,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.66,0.238,-0.422,-0.299,-0.0615,0.361
RAB14,P61106,0.005304706081046156,0.39940268042222216,0.019922112240981518,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.19,0.279,-0.907,-0.488,-0.209,0.698
RAB18,Q9NP72,0.018785537202963457,0.16481742465627322,0.19706896048981068,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.758,0.395,-0.363,-0.384,0.0105,0.374
RAB1A,P62820,0.0050810900536154896,0.24807232983276414,0.03297360430959695,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.85,0.604,-1.25,-0.818,-0.214,1.03
RAB1B,Q9H0U4,0.009764963535033528,0.24703034865974982,0.06675300610093024,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.15,0.796,-1.35,-0.981,-0.185,1.17
RAB21,Q9UL25,0.01825788707099281,0.2594085258991997,0.11992442821005436,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.32,0.542,-0.777,-0.621,-0.0784,0.699
RAB22A,Q9UL26,0.0053134763420396944,0.26340733250445214,0.032383502144661507,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.86,0.59,-1.27,-0.816,-0.226,1.04
RAB24,Q969Q5,0.02870594828193317,0.12228308423847832,0.3779474689394846,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.53,0.992,-0.536,-0.84,0.152,0.688
RAB27A,P51159,0.024885624793361743,0.189515554325246,0.22355371730019905,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.15,0.601,-0.553,-0.585,0.016,0.569
RAB28,P51157,0.1722989820537606,0.2647054175492181,0.7723202801639446,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.592,-0.474,0.118,0.356,-0.119,-0.237
RAB29,O14966,0.01673952405188485,0.9923479690911305,0.01699422075606464,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,4.27,-0.014,4.25,1.43,1.41,-2.84
RAB31,Q13636,0.005885791569653407,0.23793446176617397,0.04052978508591843,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.91,0.655,-1.25,-0.855,-0.199,1.05
RAB32,Q13637,0.013230195159024067,0.511054654386107,0.038153350548945544,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.938,0.204,-0.734,-0.38,-0.177,0.557
RAB33B,Q9H082,0.2436643531858617,0.13811473933090285,0.7078081102950483,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.594,0.778,0.183,-0.457,0.32,0.137
RAB35,Q15286,0.013448654165434112,0.23665868063255296,0.0974434841512145,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.6,0.647,-0.949,-0.748,-0.101,0.849
RAB39A,Q14964,0.1634156504774328,0.3244737835210423,0.640952483305044,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,1.99,-1.36,0.63,1.12,-0.245,-0.875
RAB39B,Q96DA2,0.2689233851084431,0.45343327159308355,0.6997129378512987,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.44,-0.958,0.486,0.801,-0.157,-0.643
RAB3A,P20336,0.030554328372203322,0.1780823477330331,0.28548669848272257,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.4,0.789,-0.612,-0.73,0.0591,0.671
RAB3D,O95716,0.04720677608370204,0.24100447664774324,0.31346226582083264,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.77,0.959,-0.815,-0.911,0.0482,0.863
RAB3GAP2,Q9H2M9,0.024800219936197722,0.38085637711794607,0.10492262253645218,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.34,-0.451,0.89,0.597,0.146,-0.744
RAB3IL1,Q8TBN0,0.4045259303261606,0.04256994649972309,0.16497059542982784,0.988,0.988,1,FALSE,TRUE,FALSE,TRUE,0.266,-0.727,-0.461,0.331,-0.396,0.0652
RAB3IP,Q96QF0,0.8818456811779292,0.023683826934609485,0.030044710464967855,0.99,0.988,1,FALSE,TRUE,TRUE,TRUE,0.0386,-0.7,-0.662,0.246,-0.454,0.208
RAB43,Q86YS6,0.010373267524049495,0.18723566267618397,0.09592523570488082,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.55,0.673,-0.88,-0.742,-0.0691,0.811
RAB4A,P20338,0.005437496539465685,0.27497035139992204,0.031641086679857607,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.15,0.669,-1.48,-0.94,-0.271,1.21
RAB4B,P61018,0.016445016714692867,0.4494324873334301,0.056460974267211396,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.55,0.408,-1.14,-0.652,-0.245,0.897
RAB5A,P20339,0.00858391754961151,0.14996298465702948,0.09929100752582765,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.61,0.742,-0.868,-0.784,-0.0422,0.826
RAB5B,P61020,0.011312756411607507,0.16304239884289792,0.12105705164303651,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.96,0.921,-1.04,-0.961,-0.0396,1
RAB5C,P51148,0.012258231300686317,0.12887236658282045,0.1660287275104472,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.1,1.1,-0.994,-1.07,0.0368,1.03
RAB6A,P20340,0.0064479281272978835,0.1704275936291176,0.06413929235827028,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.68,0.694,-0.988,-0.792,-0.0982,0.89
RAB6B,Q9NRW1,0.0065510195195390315,0.17884501699300345,0.06199581488264191,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.71,0.692,-1.02,-0.8,-0.109,0.909
RAB7A,P51149,0.006599003801476555,0.13188586726168383,0.08584041103619897,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.43,1.12,-1.31,-1.18,-0.0624,1.24
RAB8A,P61006,0.006180904408885905,0.12197464380214339,0.08668557166050576,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.99,0.936,-1.06,-0.976,-0.0402,1.02
RAB8B,Q92930,0.02103652472997088,0.009271797741902853,0.6026999995499596,0.988,0.986,1,TRUE,TRUE,FALSE,TRUE,-0.857,1.02,0.162,-0.625,0.394,0.232
RAB9A,P51151,0.007376108474268724,0.4489379505704739,0.024500131929864888,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.01,0.227,-0.788,-0.414,-0.187,0.601
RAB9B,Q9NP90,0.00316133193735261,0.10583555607310949,0.047779715273959134,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.996,0.436,-0.559,-0.477,-0.0409,0.518
RABEP1,Q15276,0.1885663362154829,0.30036378254348095,0.03441083508634346,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.511,-0.394,-0.904,-0.0391,-0.433,0.472
RABEPK,Q7Z6M1,0.03176189117053243,0.8485887157762925,0.04320466991005237,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.874,0.0664,-0.808,-0.314,-0.247,0.561
RABGAP1,Q9Y3P9,0.8818375367611254,0.12444846472451941,0.15675141246882932,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,0.0615,-0.688,-0.626,0.25,-0.438,0.188
RABGGTA,Q92696,0.1942904839104533,0.8230190044364649,0.26982247264483417,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,2.8,-0.456,2.34,1.08,0.628,-1.71
RABGGTB,P53611,0.3331869883978639,0.23139865465370457,0.7976163421170153,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.13,-1.42,-0.29,0.848,-0.569,-0.279
RABIF,P47224,0.0013200510072565032,0.29248800002234965,0.006122524789457987,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.77,0.414,-1.35,-0.727,-0.313,1.04
RABL6,Q3YEC7,0.02086122558769156,0.7143564839167487,0.0375742109217597,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.23,0.163,-1.07,-0.465,-0.302,0.767
RAC1,P63000,0.00438005552871624,0.930905371558539,0.004971903618876032,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-1.66,0.0378,-1.62,-0.564,-0.527,1.09
RAC3,P60763,0.011214991402029435,0.14670421965074865,0.13359211057953174,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.05,1,-1.04,-1.02,-0.013,1.03
RACK1,P63244,0.012559839561355937,0.3666301851907544,0.05504919496048863,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.42,0.724,-1.7,-1.05,-0.324,1.37
RAD17,O75943,0.18927472694265982,0.8461471918871137,0.14062450079319377,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,2.5,0.35,2.85,0.718,1.07,-1.78
RAD23A,P54725,0.005369585396609003,0.8807630098295531,0.0043098822155182345,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.908,-0.0372,-0.946,-0.29,-0.328,0.618
RAD23B,P54727,0.2396512958857286,0.8355708132251469,0.17586335245301118,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.654,-0.11,-0.764,-0.181,-0.292,0.473
RAD50,Q92878,0.09165791152072034,0.23374051265689666,0.5476984728664704,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.696,-0.468,0.228,0.388,-0.08,-0.308
RAD51,Q06609,0.1818913227579306,0.6484615147296473,0.08890728649103002,0.988,0.991,1,FALSE,FALSE,TRUE,TRUE,-0.447,-0.145,-0.591,-0.101,-0.245,0.346
RAD51AP1,Q96B01,0.016227976337276913,0.8769520802936155,0.020728963787541896,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.58,0.0833,-1.5,-0.554,-0.471,1.02
RAD51C,O43502,0.15338140284316118,0.752441069788448,0.2464106076951438,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,0.902,-0.187,0.715,0.363,0.176,-0.539
RAD54L2,Q9Y4B4,0.4289831657692883,0.06198741015956415,0.01700612615621371,0.988,0.989,1,FALSE,TRUE,TRUE,TRUE,0.226,0.589,0.816,-0.121,0.468,-0.347
RAE1,P78406,0.015697696330825007,0.16854019398052422,0.16218506562270138,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-1.12,0.557,-0.567,-0.56,-0.00318,0.563
RAI1,Q7Z5J4,0.11897131854868628,0.08044906260108375,0.8056069807040385,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.886,1.02,0.129,-0.634,0.381,0.252
RALA,P11233,0.01915578394382512,0.09394875300727606,0.336174407217607,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.29,1.49,-0.803,-1.26,0.229,1.03
RALB,P11234,0.015625982360547793,0.11117484020781863,0.2410594374180361,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.44,1.43,-1.01,-1.29,0.14,1.15
RALBP1,Q15311,0.976605817540531,0.05078930061976896,0.05324841661393757,0.99,0.988,1,FALSE,TRUE,TRUE,TRUE,0.0211,-1.6,-1.58,0.542,-1.06,0.52
RALGAPA1,Q6GYQ0,0.1353168167172637,0.4099437581506412,0.45168546758885375,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,3.08,-1.61,1.47,1.57,-0.0485,-1.52
RALGAPB,Q86X10,0.04012458956922259,0.3640559740743506,0.009209363013850573,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.598,0.235,0.834,0.121,0.356,-0.477
RALGPS2,Q86X27,0.028198895753798765,0.21426718442498452,0.22222761027016713,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,1.91,-0.962,0.944,0.956,-0.00606,-0.95
RAMAC,Q9BTL3,0.061403458211931806,0.06791009707139953,0.9500808996483615,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-2.79,2.71,-0.0829,-1.83,0.875,0.958
RAN,P62826,0.01350362391996193,0.3967101701438611,0.05390408796401624,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.15,0.611,-1.54,-0.921,-0.31,1.23
