Lipid annotation,MRM transition,Contrast,log2 fold change,p value,BH adjusted p value
PS 34:0,764.580525 -> 579.571598,RDH12_200_vs_RDH12_Veh,0.102,0.444064443,0.740107405
PS 34:0,764.580525 -> 579.571598,RDH12_Veh_vs_WT_Veh,-0.18,0.187437885,0.399275968
PS 34:1,762.564925 -> 577.555998,WT_100_vs_WT_Veh,-0.0771,0.765242611,0.918291133
PS 34:1,762.564925 -> 577.555998,WT_200_vs_WT_100,-0.32,0.226514316,0.512862603
PS 34:1,762.564925 -> 577.555998,WT_200_vs_WT_Veh,-0.397,0.138644463,0.593996817
PS 34:1,762.564925 -> 577.555998,RDH12_100_vs_WT_100,-0.32,0.22667353,0.585139609
PS 34:1,762.564925 -> 577.555998,RDH12_100_vs_RDH12_Veh,0.168,0.517105504,0.953944604
PS 34:1,762.564925 -> 577.555998,RDH12_200_vs_WT_200,0.0903,0.726879124,0.863618761
PS 34:1,762.564925 -> 577.555998,RDH12_200_vs_RDH12_100,0.0901,0.72721337,0.991654595
PS 34:1,762.564925 -> 577.555998,RDH12_200_vs_RDH12_Veh,0.258,0.324629016,0.615086557
PS 34:1,762.564925 -> 577.555998,RDH12_Veh_vs_WT_Veh,-0.565,0.042012224,0.180052387
PS 34:4,756.481525 -> 571.472598,WT_100_vs_WT_Veh,-0.109,0.481097696,0.775834311
PS 34:4,756.481525 -> 571.472598,WT_200_vs_WT_100,0.0597,0.696862042,0.892776993
PS 34:4,756.481525 -> 571.472598,WT_200_vs_WT_Veh,-0.049,0.749253682,0.970438284
PS 34:4,756.481525 -> 571.472598,RDH12_100_vs_WT_100,-0.574,0.001786354,0.045934819
PS 34:4,756.481525 -> 571.472598,RDH12_100_vs_RDH12_Veh,-0.127,0.411733926,0.953944604
PS 34:4,756.481525 -> 571.472598,RDH12_200_vs_WT_200,-0.558,0.002200624,0.013659047
PS 34:4,756.481525 -> 571.472598,RDH12_200_vs_RDH12_100,0.0754,0.623645644,0.978014237
PS 34:4,756.481525 -> 571.472598,RDH12_200_vs_RDH12_Veh,-0.0517,0.735874262,0.886845488
PS 34:4,756.481525 -> 571.472598,RDH12_Veh_vs_WT_Veh,-0.556,0.002282161,0.029391913
PS 34:5,754.465925 -> 569.456998,WT_100_vs_WT_Veh,0.0073,0.940774552,0.979634527
PS 34:5,754.465925 -> 569.456998,WT_200_vs_WT_100,0.166,0.106483368,0.389821314
PS 34:5,754.465925 -> 569.456998,WT_200_vs_WT_Veh,0.174,0.093244515,0.459835966
PS 34:5,754.465925 -> 569.456998,RDH12_100_vs_WT_100,-0.335,0.003640652,0.060425571
PS 34:5,754.465925 -> 569.456998,RDH12_100_vs_RDH12_Veh,-0.0435,0.65936886,0.962656101
PS 34:5,754.465925 -> 569.456998,RDH12_200_vs_WT_200,-0.349,0.002709477,0.015482725
PS 34:5,754.465925 -> 569.456998,RDH12_200_vs_RDH12_100,0.152,0.136912729,0.780977483
PS 34:5,754.465925 -> 569.456998,RDH12_200_vs_RDH12_Veh,0.109,0.27894113,0.57711958
PS 34:5,754.465925 -> 569.456998,RDH12_Veh_vs_WT_Veh,-0.284,0.010483542,0.071208965
PS 36:0,792.611825 -> 607.602898,WT_100_vs_WT_Veh,-0.0927,0.508546798,0.795986292
PS 36:0,792.611825 -> 607.602898,WT_200_vs_WT_100,0.101,0.471921638,0.76599399
PS 36:0,792.611825 -> 607.602898,WT_200_vs_WT_Veh,0.00831,0.952351513,0.989198075
PS 36:0,792.611825 -> 607.602898,RDH12_100_vs_WT_100,0.031,0.82404168,0.929952993
PS 36:0,792.611825 -> 607.602898,RDH12_100_vs_RDH12_Veh,0.201,0.163066157,0.931806613
PS 36:0,792.611825 -> 607.602898,RDH12_200_vs_WT_200,-0.125,0.376932856,0.56278337
PS 36:0,792.611825 -> 607.602898,RDH12_200_vs_RDH12_100,-0.0546,0.695474335,0.983273573
PS 36:0,792.611825 -> 607.602898,RDH12_200_vs_RDH12_Veh,0.146,0.301965969,0.584496396
PS 36:0,792.611825 -> 607.602898,RDH12_Veh_vs_WT_Veh,-0.263,0.074672135,0.245998691
PS 36:1,790.596225 -> 605.587298,WT_100_vs_WT_Veh,-0.0191,0.946732804,0.979634527
PS 36:1,790.596225 -> 605.587298,WT_200_vs_WT_100,-0.206,0.474823973,0.76599399
PS 36:1,790.596225 -> 605.587298,WT_200_vs_WT_Veh,-0.225,0.435683986,0.843259329
PS 36:1,790.596225 -> 605.587298,RDH12_100_vs_WT_100,-0.191,0.505726774,0.777728359
PS 36:1,790.596225 -> 605.587298,RDH12_100_vs_RDH12_Veh,0.438,0.139849884,0.931806613
PS 36:1,790.596225 -> 605.587298,RDH12_200_vs_WT_200,0.106,0.709528736,0.854806085
PS 36:1,790.596225 -> 605.587298,RDH12_200_vs_RDH12_100,0.0921,0.747149572,0.995250349
PS 36:1,790.596225 -> 605.587298,RDH12_200_vs_RDH12_Veh,0.53,0.07887093,0.334918449
PS 36:1,790.596225 -> 605.587298,RDH12_Veh_vs_WT_Veh,-0.648,0.035954255,0.168097816
PS 36:2,788.580525 -> 603.571598,WT_100_vs_WT_Veh,-0.162,0.271915191,0.665914754
PS 36:2,788.580525 -> 603.571598,WT_200_vs_WT_100,-0.174,0.239851581,0.529733554
PS 36:2,788.580525 -> 603.571598,WT_200_vs_WT_Veh,-0.336,0.032327919,0.245212733
PS 36:2,788.580525 -> 603.571598,RDH12_100_vs_WT_100,-0.107,0.464808492,0.752065105
PS 36:2,788.580525 -> 603.571598,RDH12_100_vs_RDH12_Veh,-0.0653,0.652144412,0.960644717
PS 36:2,788.580525 -> 603.571598,RDH12_200_vs_WT_200,0.0632,0.66251532,0.8252786
PS 36:2,788.580525 -> 603.571598,RDH12_200_vs_RDH12_100,-0.00419,0.976846807,0.998456697
PS 36:2,788.580525 -> 603.571598,RDH12_200_vs_RDH12_Veh,-0.0695,0.63160164,0.819305238
PS 36:2,788.580525 -> 603.571598,RDH12_Veh_vs_WT_Veh,-0.203,0.173208177,0.382545667
PS 36:8,776.580525 -> 591.571598,WT_100_vs_WT_Veh,0.0502,0.715376963,0.894221204
PS 36:8,776.580525 -> 591.571598,WT_200_vs_WT_100,-0.0812,0.556627826,0.814577306
PS 36:8,776.580525 -> 591.571598,WT_200_vs_WT_Veh,-0.031,0.821369044,0.979115416
PS 36:8,776.580525 -> 591.571598,RDH12_100_vs_WT_100,-0.148,0.291435972,0.627294944
PS 36:8,776.580525 -> 591.571598,RDH12_100_vs_RDH12_Veh,0.0903,0.513614979,0.953944604
PS 36:8,776.580525 -> 591.571598,RDH12_200_vs_WT_200,0.0326,0.812378205,0.883553335
PS 36:8,776.580525 -> 591.571598,RDH12_200_vs_RDH12_100,0.0992,0.474127737,0.91275928
PS 36:8,776.580525 -> 591.571598,RDH12_200_vs_RDH12_Veh,0.189,0.181280153,0.481430648
PS 36:8,776.580525 -> 591.571598,RDH12_Veh_vs_WT_Veh,-0.188,0.184752586,0.395898398
PS 38:1,818.627525 -> 633.618598,WT_100_vs_WT_Veh,-0.0284,0.827056126,0.943396591
PS 38:1,818.627525 -> 633.618598,WT_200_vs_WT_100,0.0288,0.824456012,0.963622707
PS 38:1,818.627525 -> 633.618598,WT_200_vs_WT_Veh,0.000434,0.997329194,0.999509016
PS 38:1,818.627525 -> 633.618598,RDH12_100_vs_WT_100,-0.0344,0.791148991,0.929784053
PS 38:1,818.627525 -> 633.618598,RDH12_100_vs_RDH12_Veh,0.00629,0.96131942,0.98899557
PS 38:1,818.627525 -> 633.618598,RDH12_200_vs_WT_200,-0.00807,0.950390489,0.966498802
PS 38:1,818.627525 -> 633.618598,RDH12_200_vs_RDH12_100,0.0551,0.671870324,0.983273573
PS 38:1,818.627525 -> 633.618598,RDH12_200_vs_RDH12_Veh,0.0614,0.637237408,0.819305238
PS 38:1,818.627525 -> 633.618598,RDH12_Veh_vs_WT_Veh,-0.069,0.596352389,0.764010177
PS 38:2,816.611825 -> 631.602898,WT_100_vs_WT_Veh,-0.11,0.267972561,0.66075426
PS 38:2,816.611825 -> 631.602898,WT_200_vs_WT_100,0.0491,0.614276825,0.853821069
PS 38:2,816.611825 -> 631.602898,WT_200_vs_WT_Veh,-0.0607,0.534036173,0.895345573
PS 38:2,816.611825 -> 631.602898,RDH12_100_vs_WT_100,-0.145,0.149837153,0.478024217
PS 38:2,816.611825 -> 631.602898,RDH12_100_vs_RDH12_Veh,-0.0453,0.641584973,0.957126316
PS 38:2,816.611825 -> 631.602898,RDH12_200_vs_WT_200,-0.303,0.006511567,0.029863293
PS 38:2,816.611825 -> 631.602898,RDH12_200_vs_RDH12_100,-0.109,0.272494318,0.818830527
PS 38:2,816.611825 -> 631.602898,RDH12_200_vs_RDH12_Veh,-0.154,0.127673653,0.4103796
PS 38:2,816.611825 -> 631.602898,RDH12_Veh_vs_WT_Veh,-0.21,0.044746949,0.185159789
PS 38:3,814.559825 -> 629.550898,WT_100_vs_WT_Veh,0.0704,0.534492528,0.811435004
PS 38:3,814.559825 -> 629.550898,WT_200_vs_WT_100,0.053,0.639013124,0.866777309
PS 38:3,814.559825 -> 629.550898,WT_200_vs_WT_Veh,0.123,0.282862711,0.763441178
PS 38:3,814.559825 -> 629.550898,RDH12_100_vs_WT_100,-0.204,0.08591813,0.389349362
PS 38:3,814.559825 -> 629.550898,RDH12_100_vs_RDH12_Veh,0.149,0.199530092,0.953944604
PS 38:3,814.559825 -> 629.550898,RDH12_200_vs_WT_200,-0.19,0.106865999,0.245212917
PS 38:3,814.559825 -> 629.550898,RDH12_200_vs_RDH12_100,0.0667,0.555973193,0.948579856
PS 38:3,814.559825 -> 629.550898,RDH12_200_vs_RDH12_Veh,0.215,0.071226908,0.316564035
PS 38:3,814.559825 -> 629.550898,RDH12_Veh_vs_WT_Veh,-0.282,0.022644257,0.125414349
PS 38:4,812.544125 -> 627.535198,WT_100_vs_WT_Veh,-0.205,0.075804196,0.433166836
PS 38:4,812.544125 -> 627.535198,WT_200_vs_WT_100,0.163,0.149233231,0.41646483
PS 38:4,812.544125 -> 627.535198,WT_200_vs_WT_Veh,-0.0418,0.702609737,0.970284575
PS 38:4,812.544125 -> 627.535198,RDH12_100_vs_WT_100,-0.0292,0.789166157,0.929784053
PS 38:4,812.544125 -> 627.535198,RDH12_100_vs_RDH12_Veh,-0.0877,0.426727717,0.953944604
PS 38:4,812.544125 -> 627.535198,RDH12_200_vs_WT_200,-0.163,0.15045126,0.299240076
PS 38:4,812.544125 -> 627.535198,RDH12_200_vs_RDH12_100,0.0297,0.785480739,0.998456697
PS 38:4,812.544125 -> 627.535198,RDH12_200_vs_RDH12_Veh,-0.058,0.597044441,0.808362235
PS 38:4,812.544125 -> 627.535198,RDH12_Veh_vs_WT_Veh,-0.147,0.192370225,0.402635354
PS 38:8,804.611825 -> 619.602898,WT_100_vs_WT_Veh,-0.0401,0.688435392,0.872664581
PS 38:8,804.611825 -> 619.602898,WT_200_vs_WT_100,0.0197,0.843906306,0.963622707
PS 38:8,804.611825 -> 619.602898,WT_200_vs_WT_Veh,-0.0205,0.837616605,0.980809545
PS 38:8,804.611825 -> 619.602898,RDH12_100_vs_WT_100,-0.161,0.122866195,0.441354972
PS 38:8,804.611825 -> 619.602898,RDH12_100_vs_RDH12_Veh,0.0374,0.70826253,0.976005797
PS 38:8,804.611825 -> 619.602898,RDH12_200_vs_WT_200,-0.175,0.094636649,0.225623798
PS 38:8,804.611825 -> 619.602898,RDH12_200_vs_RDH12_100,0.00494,0.960525203,0.998456697
PS 38:8,804.611825 -> 619.602898,RDH12_200_vs_RDH12_Veh,0.0424,0.672100163,0.854627767
PS 38:8,804.611825 -> 619.602898,RDH12_Veh_vs_WT_Veh,-0.238,0.028713242,0.147668102
PS 40:1,846.658825 -> 661.649898,WT_100_vs_WT_Veh,0.17,0.25551083,0.634371717
PS 40:1,846.658825 -> 661.649898,WT_200_vs_WT_100,0.0464,0.751566894,0.93303036
PS 40:1,846.658825 -> 661.649898,WT_200_vs_WT_Veh,0.217,0.153449178,0.593996817
PS 40:1,846.658825 -> 661.649898,RDH12_100_vs_WT_100,-0.0754,0.608196502,0.854555773
PS 40:1,846.658825 -> 661.649898,RDH12_100_vs_RDH12_Veh,0.25,0.103866505,0.931806613
PS 40:1,846.658825 -> 661.649898,RDH12_200_vs_WT_200,-0.231,0.130328356,0.279275048
PS 40:1,846.658825 -> 661.649898,RDH12_200_vs_RDH12_100,-0.109,0.460935835,0.901830981
PS 40:1,846.658825 -> 661.649898,RDH12_200_vs_RDH12_Veh,0.141,0.343950553,0.648283765
PS 40:1,846.658825 -> 661.649898,RDH12_Veh_vs_WT_Veh,-0.155,0.299616223,0.518115163
PS 40:2,844.606725 -> 659.597798,WT_100_vs_WT_Veh,0.055,0.593220291,0.844145548
PS 40:2,844.606725 -> 659.597798,WT_200_vs_WT_100,-0.138,0.192873769,0.475579155
PS 40:2,844.606725 -> 659.597798,WT_200_vs_WT_Veh,-0.0826,0.425733873,0.840296399
PS 40:2,844.606725 -> 659.597798,RDH12_100_vs_WT_100,-0.0753,0.467135865,0.752065105
PS 40:2,844.606725 -> 659.597798,RDH12_100_vs_RDH12_Veh,0.123,0.242751023,0.953944604
PS 40:2,844.606725 -> 659.597798,RDH12_200_vs_WT_200,-0.0529,0.607503046,0.781193845
PS 40:2,844.606725 -> 659.597798,RDH12_200_vs_RDH12_100,-0.115,0.271189223,0.818830527
PS 40:2,844.606725 -> 659.597798,RDH12_200_vs_RDH12_Veh,0.00745,0.942104375,0.980476647
PS 40:2,844.606725 -> 659.597798,RDH12_Veh_vs_WT_Veh,-0.143,0.177245535,0.383610527
PS 40:4,840.575425 -> 655.566498,WT_100_vs_WT_Veh,-0.107,0.255341543,0.634371717
PS 40:4,840.575425 -> 655.566498,WT_200_vs_WT_100,0.0885,0.341539385,0.645629579
PS 40:4,840.575425 -> 655.566498,WT_200_vs_WT_Veh,-0.0181,0.843503948,0.980809545
PS 40:4,840.575425 -> 655.566498,RDH12_100_vs_WT_100,-0.205,0.03813648,0.223241972
PS 40:4,840.575425 -> 655.566498,RDH12_100_vs_RDH12_Veh,0.0798,0.389709671,0.953944604
PS 40:4,840.575425 -> 655.566498,RDH12_200_vs_WT_200,-0.294,0.00548392,0.026678531
PS 40:4,840.575425 -> 655.566498,RDH12_200_vs_RDH12_100,0.000291,0.997461858,0.998456697
PS 40:4,840.575425 -> 655.566498,RDH12_200_vs_RDH12_Veh,0.0801,0.388026779,0.691803058
PS 40:4,840.575425 -> 655.566498,RDH12_Veh_vs_WT_Veh,-0.392,0.000619307,0.015925041
PS 40:5,838.559825 -> 653.550898,WT_100_vs_WT_Veh,0.0752,0.455816819,0.762004934
PS 40:5,838.559825 -> 653.550898,WT_200_vs_WT_100,-0.2,0.060446974,0.297254833
PS 40:5,838.559825 -> 653.550898,WT_200_vs_WT_Veh,-0.125,0.223994393,0.713205581
PS 40:5,838.559825 -> 653.550898,RDH12_100_vs_WT_100,-0.068,0.498941712,0.777728359
PS 40:5,838.559825 -> 653.550898,RDH12_100_vs_RDH12_Veh,0.204,0.055862571,0.83793856
PS 40:5,838.559825 -> 653.550898,RDH12_200_vs_WT_200,0.199,0.060880449,0.1725745
PS 40:5,838.559825 -> 653.550898,RDH12_200_vs_RDH12_100,0.0677,0.501302319,0.924067762
PS 40:5,838.559825 -> 653.550898,RDH12_200_vs_RDH12_Veh,0.272,0.014737572,0.164735414
PS 40:5,838.559825 -> 653.550898,RDH12_Veh_vs_WT_Veh,-0.197,0.063900987,0.223343256
PS 40:6,836.544125 -> 651.535198,WT_100_vs_WT_Veh,-0.0242,0.870562044,0.961356859
PS 40:6,836.544125 -> 651.535198,WT_200_vs_WT_100,0.0117,0.93691774,0.994448903
PS 40:6,836.544125 -> 651.535198,WT_200_vs_WT_Veh,-0.0124,0.933169305,0.989198075
PS 40:6,836.544125 -> 651.535198,RDH12_100_vs_WT_100,-0.155,0.304830815,0.638593061
PS 40:6,836.544125 -> 651.535198,RDH12_100_vs_RDH12_Veh,0.0481,0.74581611,0.981017338
PS 40:6,836.544125 -> 651.535198,RDH12_200_vs_WT_200,-0.131,0.382781295,0.564759288
PS 40:6,836.544125 -> 651.535198,RDH12_200_vs_RDH12_100,0.0356,0.810456706,0.998456697
PS 40:6,836.544125 -> 651.535198,RDH12_200_vs_RDH12_Veh,0.0837,0.574336478,0.801754668
PS 40:6,836.544125 -> 651.535198,RDH12_Veh_vs_WT_Veh,-0.227,0.140365062,0.343751173
PS 42:1,874.653725 -> 689.644798,WT_100_vs_WT_Veh,0.0615,0.552866349,0.825858447
PS 42:1,874.653725 -> 689.644798,WT_200_vs_WT_100,0.0615,0.552838255,0.812341149
PS 42:1,874.653725 -> 689.644798,WT_200_vs_WT_Veh,0.123,0.243757045,0.73741627
PS 42:1,874.653725 -> 689.644798,RDH12_100_vs_WT_100,-0.139,0.191592377,0.530563505
PS 42:1,874.653725 -> 689.644798,RDH12_100_vs_RDH12_Veh,0.203,0.063699285,0.875296476
PS 42:1,874.653725 -> 689.644798,RDH12_200_vs_WT_200,-0.119,0.257477923,0.443502642
PS 42:1,874.653725 -> 689.644798,RDH12_200_vs_RDH12_100,0.0809,0.437343864,0.893499778
PS 42:1,874.653725 -> 689.644798,RDH12_200_vs_RDH12_Veh,0.284,0.013663605,0.164262785
PS 42:1,874.653725 -> 689.644798,RDH12_Veh_vs_WT_Veh,-0.28,0.014687068,0.089616011
PS O-34:1,748.549225 -> 563.540298,WT_100_vs_WT_Veh,0.0718,0.318413483,0.698956427
PS O-34:1,748.549225 -> 563.540298,WT_200_vs_WT_100,0.025,0.724235875,0.908449181
PS O-34:1,748.549225 -> 563.540298,WT_200_vs_WT_Veh,0.0968,0.184659791,0.657053655
PS O-34:1,748.549225 -> 563.540298,RDH12_100_vs_WT_100,-0.0952,0.191470066,0.530563505
PS O-34:1,748.549225 -> 563.540298,RDH12_100_vs_RDH12_Veh,0.0138,0.845665582,0.981017338
PS O-34:1,748.549225 -> 563.540298,RDH12_200_vs_WT_200,-0.185,0.018115267,0.064569268
PS O-34:1,748.549225 -> 563.540298,RDH12_200_vs_RDH12_100,-0.0649,0.365302577,0.851781189
PS O-34:1,748.549225 -> 563.540298,RDH12_200_vs_RDH12_Veh,-0.0512,0.473195585,0.763706775
PS O-34:1,748.549225 -> 563.540298,RDH12_Veh_vs_WT_Veh,-0.0372,0.600602128,0.764420875
SM(32:0,677.559725 -> 184.1,WT_100_vs_WT_Veh,-0.0933,0.647383495,0.864948034
SM(32:0,677.559725 -> 184.1,WT_200_vs_WT_100,0.126,0.538177436,0.807499382
SM(32:0,677.559725 -> 184.1,WT_200_vs_WT_Veh,0.0327,0.872432026,0.989198075
SM(32:0,677.559725 -> 184.1,RDH12_100_vs_WT_100,0.36,0.09272826,0.392731454
SM(32:0,677.559725 -> 184.1,RDH12_100_vs_RDH12_Veh,0.125,0.542593627,0.953944604
SM(32:0,677.559725 -> 184.1,RDH12_200_vs_WT_200,0.273,0.192982404,0.356275207
SM(32:0,677.559725 -> 184.1,RDH12_200_vs_RDH12_100,0.0391,0.847583924,0.998456697
SM(32:0,677.559725 -> 184.1,RDH12_200_vs_RDH12_Veh,0.164,0.42592496,0.729643082
SM(32:0,677.559725 -> 184.1,RDH12_Veh_vs_WT_Veh,0.142,0.489189575,0.685246097
SM(32:1,675.544125 -> 184.1,WT_100_vs_WT_Veh,-0.13,0.719467854,0.896222932
SM(32:1,675.544125 -> 184.1,WT_200_vs_WT_100,-0.284,0.436104481,0.730221456
SM(32:1,675.544125 -> 184.1,WT_200_vs_WT_Veh,-0.414,0.262016117,0.763291266
SM(32:1,675.544125 -> 184.1,RDH12_100_vs_WT_100,0.341,0.352563681,0.688546783
SM(32:1,675.544125 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.126,0.727452026,0.976005797
SM(32:1,675.544125 -> 184.1,RDH12_200_vs_WT_200,0.703,0.06679491,0.183558531
SM(32:1,675.544125 -> 184.1,RDH12_200_vs_RDH12_100,0.0784,0.828233174,0.998456697
SM(32:1,675.544125 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.0477,0.894919457,0.950356946
SM(32:1,675.544125 -> 184.1,RDH12_Veh_vs_WT_Veh,0.337,0.357895786,0.580371545
SM(32:2,673.528425 -> 184.1,WT_100_vs_WT_Veh,0.0139,0.93247436,0.979634527
SM(32:2,673.528425 -> 184.1,WT_200_vs_WT_100,-0.000438,0.997868493,0.997868493
SM(32:2,673.528425 -> 184.1,WT_200_vs_WT_Veh,0.0135,0.934597679,0.989198075
SM(32:2,673.528425 -> 184.1,RDH12_100_vs_WT_100,0.265,0.122335814,0.441354972
SM(32:2,673.528425 -> 184.1,RDH12_100_vs_RDH12_Veh,0.103,0.533148362,0.953944604
SM(32:2,673.528425 -> 184.1,RDH12_200_vs_WT_200,0.174,0.298216717,0.481812596
SM(32:2,673.528425 -> 184.1,RDH12_200_vs_RDH12_100,-0.091,0.580807357,0.959131414
SM(32:2,673.528425 -> 184.1,RDH12_200_vs_RDH12_Veh,0.0119,0.942347,0.980476647
SM(32:2,673.528425 -> 184.1,RDH12_Veh_vs_WT_Veh,0.176,0.29396748,0.512143005
SM(34:0,705.591025 -> 184.1,WT_100_vs_WT_Veh,0.0146,0.979820752,0.989506328
SM(34:0,705.591025 -> 184.1,WT_200_vs_WT_100,-0.317,0.584437535,0.841156618
SM(34:0,705.591025 -> 184.1,WT_200_vs_WT_Veh,-0.302,0.601667445,0.91393034
SM(34:0,705.591025 -> 184.1,RDH12_100_vs_WT_100,0.201,0.728053228,0.90921699
SM(34:0,705.591025 -> 184.1,RDH12_100_vs_RDH12_Veh,0.586,0.317559082,0.953944604
SM(34:0,705.591025 -> 184.1,RDH12_200_vs_WT_200,0.212,0.713186265,0.855823518
SM(34:0,705.591025 -> 184.1,RDH12_200_vs_RDH12_100,-0.305,0.59804059,0.965446692
SM(34:0,705.591025 -> 184.1,RDH12_200_vs_RDH12_Veh,0.281,0.62720088,0.818088104
SM(34:0,705.591025 -> 184.1,RDH12_Veh_vs_WT_Veh,-0.371,0.522745258,0.706672861
SM(34:1,703.575425 -> 184.1,WT_100_vs_WT_Veh,0.326,0.6312983,0.860861318
SM(34:1,703.575425 -> 184.1,WT_200_vs_WT_100,-0.699,0.310000319,0.606522363
SM(34:1,703.575425 -> 184.1,WT_200_vs_WT_Veh,-0.373,0.582779894,0.91393034
SM(34:1,703.575425 -> 184.1,RDH12_100_vs_WT_100,-0.272,0.688162058,0.893239092
SM(34:1,703.575425 -> 184.1,RDH12_100_vs_RDH12_Veh,0.666,0.333073452,0.953944604
SM(34:1,703.575425 -> 184.1,RDH12_200_vs_WT_200,0.371,0.584711076,0.76266662
SM(34:1,703.575425 -> 184.1,RDH12_200_vs_RDH12_100,-0.0556,0.934471575,0.998456697
SM(34:1,703.575425 -> 184.1,RDH12_200_vs_RDH12_Veh,0.61,0.373778963,0.686532788
SM(34:1,703.575425 -> 184.1,RDH12_Veh_vs_WT_Veh,-0.612,0.372309129,0.58785652
SM(34:1.1,719.606725 -> 184.1,WT_100_vs_WT_Veh,0.82,0.45825869,0.762004934
SM(34:1.1,719.606725 -> 184.1,WT_200_vs_WT_100,-0.728,0.509075417,0.793364286
SM(34:1.1,719.606725 -> 184.1,WT_200_vs_WT_Veh,0.0915,0.933374767,0.989198075
SM(34:1.1,719.606725 -> 184.1,RDH12_100_vs_WT_100,-0.327,0.765418559,0.918502271
SM(34:1.1,719.606725 -> 184.1,RDH12_100_vs_RDH12_Veh,0.19,0.862218313,0.981017338
SM(34:1.1,719.606725 -> 184.1,RDH12_200_vs_WT_200,0.0939,0.931644442,0.961723415
SM(34:1.1,719.606725 -> 184.1,RDH12_200_vs_RDH12_100,-0.307,0.779156133,0.998456697
SM(34:1.1,719.606725 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.117,0.914672742,0.957636002
SM(34:1.1,719.606725 -> 184.1,RDH12_Veh_vs_WT_Veh,0.303,0.782402533,0.885738716
SM(34:2,701.559725 -> 184.1,WT_100_vs_WT_Veh,-0.162,0.662667843,0.864948034
SM(34:2,701.559725 -> 184.1,WT_200_vs_WT_100,0.421,0.266358668,0.568428233
SM(34:2,701.559725 -> 184.1,WT_200_vs_WT_Veh,0.259,0.48846753,0.876607225
SM(34:2,701.559725 -> 184.1,RDH12_100_vs_WT_100,0.989,0.016420898,0.147788083
SM(34:2,701.559725 -> 184.1,RDH12_100_vs_RDH12_Veh,0.335,0.373366555,0.953944604
SM(34:2,701.559725 -> 184.1,RDH12_200_vs_WT_200,0.224,0.548859189,0.728327791
SM(34:2,701.559725 -> 184.1,RDH12_200_vs_RDH12_100,-0.344,0.360429929,0.851781189
SM(34:2,701.559725 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.00943,0.979700582,0.996488861
SM(34:2,701.559725 -> 184.1,RDH12_Veh_vs_WT_Veh,0.492,0.197609948,0.411211452
SM(36:0,733.622325 -> 184.1,WT_100_vs_WT_Veh,-0.123,0.931288833,0.979634527
SM(36:0,733.622325 -> 184.1,WT_200_vs_WT_100,-0.021,0.988308566,0.997868493
SM(36:0,733.622325 -> 184.1,WT_200_vs_WT_Veh,-0.144,0.919653547,0.989198075
SM(36:0,733.622325 -> 184.1,RDH12_100_vs_WT_100,0.495,0.729899195,0.90921699
SM(36:0,733.622325 -> 184.1,RDH12_100_vs_RDH12_Veh,0.185,0.897353173,0.986640738
SM(36:0,733.622325 -> 184.1,RDH12_200_vs_WT_200,-0.353,0.805268696,0.878474941
SM(36:0,733.622325 -> 184.1,RDH12_200_vs_RDH12_100,-0.87,0.546171176,0.945296266
SM(36:0,733.622325 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.685,0.633739446,0.819305238
SM(36:0,733.622325 -> 184.1,RDH12_Veh_vs_WT_Veh,0.187,0.896031094,0.954352644
SM(36:1,731.606725 -> 184.1,WT_100_vs_WT_Veh,-0.0278,0.978944429,0.989506328
SM(36:1,731.606725 -> 184.1,WT_200_vs_WT_100,0.087,0.934150459,0.994448903
SM(36:1,731.606725 -> 184.1,WT_200_vs_WT_Veh,0.0592,0.955151947,0.989198075
SM(36:1,731.606725 -> 184.1,RDH12_100_vs_WT_100,0.277,0.792899179,0.929784053
SM(36:1,731.606725 -> 184.1,RDH12_100_vs_RDH12_Veh,0.0874,0.93387023,0.986640738
SM(36:1,731.606725 -> 184.1,RDH12_200_vs_WT_200,-0.64,0.546226986,0.728327791
SM(36:1,731.606725 -> 184.1,RDH12_200_vs_RDH12_100,-0.83,0.435927849,0.893499778
SM(36:1,731.606725 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.742,0.484870448,0.765155117
SM(36:1,731.606725 -> 184.1,RDH12_Veh_vs_WT_Veh,0.162,0.878061385,0.942486694
SM(36:2,729.591025 -> 184.1,WT_100_vs_WT_Veh,0.143,0.747142719,0.905526004
SM(36:2,729.591025 -> 184.1,WT_200_vs_WT_100,-0.0119,0.978558988,0.997868493
SM(36:2,729.591025 -> 184.1,WT_200_vs_WT_Veh,0.132,0.767481804,0.970438284
SM(36:2,729.591025 -> 184.1,RDH12_100_vs_WT_100,0.137,0.758000923,0.918318068
SM(36:2,729.591025 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.0725,0.870383189,0.981017338
SM(36:2,729.591025 -> 184.1,RDH12_200_vs_WT_200,-0.154,0.729308431,0.86365472
SM(36:2,729.591025 -> 184.1,RDH12_200_vs_RDH12_100,-0.303,0.498580812,0.924067762
SM(36:2,729.591025 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.376,0.403693078,0.708924429
SM(36:2,729.591025 -> 184.1,RDH12_Veh_vs_WT_Veh,0.353,0.431786428,0.639683597
