"X","name","ID","RDH12_100_vs_RDH12_Veh_p.val","RDH12_200_vs_RDH12_100_p.val","RDH12_200_vs_RDH12_Veh_p.val","RDH12_100_vs_RDH12_Veh_p.adj","RDH12_200_vs_RDH12_100_p.adj","RDH12_200_vs_RDH12_Veh_p.adj","RDH12_100_vs_RDH12_Veh_significant","RDH12_200_vs_RDH12_100_significant","RDH12_200_vs_RDH12_Veh_significant","significant","RDH12_100_vs_RDH12_Veh_ratio","RDH12_200_vs_RDH12_100_ratio","RDH12_200_vs_RDH12_Veh_ratio","RDH12_100_centered","RDH12_200_centered","RDH12_Veh_centered"
220,"SM(34:0","705.591025 -> 184.1",0.921820363766048,0.118140506587721,0.101256458739133,0.944770248341136,0.379937397056448,0.404592016571622,FALSE,FALSE,FALSE,FALSE,0.0109,0.189,0.2,-0.0593,0.13,-0.0703
221,"SM(34:1","703.575425 -> 184.1",0.850691284296814,0.737115972475422,0.602608441798308,0.898556583449582,0.871137058380044,0.795958743979583,FALSE,FALSE,FALSE,FALSE,0.0239,0.0428,0.0667,-0.00628,0.0365,-0.0302
222,"SM(34:1.1","719.606725 -> 184.1",0.278638643047592,0.0173772622329817,0.104267261848611,0.625670407570502,0.186616685719412,0.408606980655257,FALSE,FALSE,FALSE,FALSE,-0.116,0.3,0.183,-0.139,0.161,-0.0224
223,"SM(34:2","701.559725 -> 184.1",0.132776305708285,0.998026295345706,0.132267566201145,0.496905265302218,0.998026295345706,0.413790991516642,FALSE,FALSE,FALSE,FALSE,-0.168,-0.000256,-0.169,-0.056,-0.0563,0.112
224,"SM(36:0","733.622325 -> 184.1",0.0625298245211548,0.0107874908624453,0.283660639865502,0.456616498809439,0.176320480761419,0.575941761152362,FALSE,FALSE,FALSE,FALSE,-0.231,0.353,0.122,-0.194,0.158,0.0361
225,"SM(36:1","731.606725 -> 184.1",0.649228333354395,0.285978227958913,0.145049114875567,0.83423396069643,0.598615443269928,0.413790991516642,FALSE,FALSE,FALSE,FALSE,0.0501,0.121,0.171,-0.0237,0.0975,-0.0738
226,"SM(36:2","729.591025 -> 184.1",0.531104242183499,0.173764661234203,0.425541543114614,0.807987935688525,0.477264387842609,0.696427989323174,FALSE,FALSE,FALSE,FALSE,-0.0675,0.154,0.0865,-0.0738,0.0802,-0.00636
227,"SM(38:0","761.653625 -> 184.1",0.359811094596074,0.133073240459823,0.502595233462725,0.710986722921842,0.396013137272003,0.774271867880463,FALSE,FALSE,FALSE,FALSE,-0.105,0.181,0.0759,-0.0954,0.0857,0.00972
228,"SM(38:1","759.638025 -> 184.1",0.717002739606985,0.658933471670605,0.936084241900016,0.859707168363715,0.827999976487331,0.976471661974092,FALSE,FALSE,FALSE,FALSE,-0.0517,0.0631,0.0114,-0.0383,0.0248,0.0134
229,"SM(38:2","757.622325 -> 184.1",0.759126181933237,0.355876200976188,0.526108419728787,0.881323911596184,0.625213553545068,0.778136405227607,FALSE,FALSE,FALSE,FALSE,-0.0305,0.0942,0.0637,-0.0416,0.0527,-0.0111
230,"SM(40:0","789.684925 -> 184.1",0.0189594202377692,0.00407938354209948,0.322167149294006,0.339984532642075,0.133724047673666,0.615341499558978,FALSE,FALSE,FALSE,FALSE,-0.245,0.332,0.0878,-0.192,0.14,0.0522
231,"SM(40:1","787.669325 -> 184.1",0.126374643693991,0.903434297232207,0.152464674328144,0.487727140506497,0.955173348828016,0.413790991516642,FALSE,FALSE,FALSE,FALSE,-0.222,0.0163,-0.206,-0.0796,-0.0633,0.143
232,"SM(40:2","785.653625 -> 184.1",0.106189949340218,0.936588129633599,0.0936567566108798,0.456616498809439,0.976261578220019,0.404592016571622,FALSE,FALSE,FALSE,FALSE,-0.163,-0.00734,-0.17,-0.0519,-0.0592,0.111
233,"SM(40:3","783.638025 -> 184.1",0.853240948861144,0.790964746921377,0.654253397135026,0.898556583449582,0.910544652809351,0.811272098029371,FALSE,FALSE,FALSE,FALSE,-0.0207,-0.0296,-0.0503,0.00299,-0.0266,0.0236
234,"SM(42:0","817.716225 -> 184.1",0.669051518614811,0.654176846484573,0.390106027319723,0.835336545447409,0.827999976487331,0.659973895534052,FALSE,FALSE,FALSE,FALSE,0.059,0.0618,0.121,-0.000956,0.0609,-0.0599
235,"SM(42:1","815.700625 -> 184.1",0.0206468339661179,0.0859819370397045,0.382862353972963,0.339984532642075,0.331924641491377,0.65859659483159,FALSE,FALSE,FALSE,FALSE,-0.238,0.162,-0.0761,-0.133,0.0285,0.105
236,"SM(42:2","813.684925 -> 184.1",0.31739798315108,0.440701772428618,0.0975608411714573,0.681715668159276,0.675499277530409,0.404592016571622,FALSE,FALSE,FALSE,FALSE,0.0797,0.0606,0.14,0.00636,0.067,-0.0733
237,"SM(42:3","811.669325 -> 184.1",0.39371353675662,0.624834966479547,0.704487653118088,0.750389776938437,0.801413442747294,0.832576317321377,FALSE,FALSE,FALSE,FALSE,0.106,-0.0597,0.0462,0.0552,-0.00452,-0.0507
238,"SM(44:1","843.731925 -> 184.1",0.213817346439529,0.543756072856791,0.493633585992702,0.568608759434092,0.732874733042264,0.766839595850298,FALSE,FALSE,FALSE,FALSE,0.153,-0.0716,0.081,0.0748,0.00314,-0.0779
239,"TG 34:1 NL 16:1","626.57237 -> 355.321241",0.780900760499071,0.472703399133485,0.653627127754387,0.89702905885276,0.688391005291547,0.811272098029371,FALSE,FALSE,FALSE,FALSE,0.136,-0.358,-0.221,0.165,-0.193,0.0282
240,"TG48:1] NL 16:0","822.75507 -> 549.488291",0.203812100267318,0.233239443891917,0.927088844175414,0.56563582883177,0.54349191171041,0.976471661974092,FALSE,FALSE,FALSE,FALSE,-1.11,1.03,-0.0755,-0.713,0.319,0.394
241,"TG50:0] NL 16:0","852.80197 -> 579.535191",0.275039076261687,0.306426857138034,0.938721721630684,0.624877114546679,0.611554604405582,0.976471661974092,FALSE,FALSE,FALSE,FALSE,-1.16,1.08,-0.0782,-0.745,0.333,0.412
242,"TG50:1] NL 16:0","850.78637 -> 577.519591",0.151629705207488,0.32791159792263,0.60114877144232,0.526711603170782,0.611554604405582,0.795958743979583,FALSE,FALSE,FALSE,FALSE,-1.06,0.696,-0.363,-0.585,0.111,0.474
243,"TG50:1] NL 18:1","850.78637 -> 551.503941",0.748557025808505,0.262451561162947,0.407511954067889,0.880445644641432,0.58284418931287,0.684730970440603,FALSE,FALSE,FALSE,FALSE,0.025,-0.0909,-0.0659,0.0386,-0.0522,0.0136
244,"TG52:2] NL 16:0","876.80197 -> 603.535191",0.309768519841175,0.333972951412783,0.956408362964396,0.677104640714781,0.611554604405582,0.976471661974092,FALSE,FALSE,FALSE,FALSE,-0.539,0.511,-0.028,-0.35,0.161,0.189
245,"TG52:2] NL 18:1","876.80197 -> 577.519541",0.0517019284719968,0.0995804966693835,0.682573791618035,0.456616498809439,0.351376895390539,0.822418178193437,FALSE,FALSE,FALSE,FALSE,0.23,-0.187,0.0426,0.139,-0.0483,-0.0909
246,"TG52:3] NL 18:1","874.78637 -> 575.503941",0.166054039726055,0.586005173581224,0.0701066070418159,0.526711603170782,0.77818966599227,0.393552998621103,FALSE,FALSE,FALSE,FALSE,0.176,0.0654,0.241,0.0368,0.102,-0.139
247,"TG54:3] NL 18:1","902.81767 -> 603.535241",0.18336052227666,0.626205645547481,0.369488243359813,0.543354770716745,0.801413442747294,0.654190660087653,FALSE,FALSE,FALSE,FALSE,0.14,-0.0487,0.0915,0.063,0.0143,-0.0772
