"name","Class","Contrast","UpGroup","DownGroup","Direction","EnrichedIn","p_value","ratio"
"PE 40:3","PE","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.666698863,-0.0441
"PE 40:4","PE","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.338187229,0.0983
"PE 40:5","PE","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.674824617,0.0461
"PE 40:6","PE","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.168797597,0.245
"PE 40:7","PE","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.332018521,-0.106
"PE 42:1","PE","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.386711112,-0.0888
"PE O-34:0","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.620591988,-0.0661
"PE O-34:1","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.341114219,0.134
"PE O-34:2","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.461335655,-0.0985
"PE O-36:1","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.675915681,-0.0711
"PE O-36:2","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.373502694,0.164
"PE O-36:3","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.367171186,0.0724
"PE O-36:4","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.381284448,-0.12
"PE O-36:5","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.391259918,-0.0945
"PE O-38:1","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.791928394,-0.0219
"PE O-38:3","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.817576017,-0.0295
"PE O-38:4","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.009179513,0.362
"PE O-38:5","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.600281278,0.0806
"PE O-38:6","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.016373544,-0.279
"PE O-40:4","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.573032363,0.0452
"PE O-40:5","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.559372247,-0.0787
"PE O-40:6","PE ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.840013424,0.0229
"PE(O-38:2)","Other","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.381192828,-0.12
"PE(O-40:2)","Other","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.65058498,-0.0456
"PG 20:0","PG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.200809708,-0.214
"PG 34:1","PG","WT 100 vs WT Veh","WT 100","WT Veh","Down","WT Veh",0.002803991,-0.419
"PG 34:4","PG","WT 100 vs WT Veh","WT 100","WT Veh","Down","WT Veh",0.011804972,-0.392
"PG 36:1","PG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.315642617,0.0809
"PI 32:1","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.100135513,-0.211
"PI 34:0","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.005371327,-0.307
"PI 34:2","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.09569889,-0.172
"PI 36:0","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.1640503,-0.174
"PI 36:1","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.829279507,0.0474
"PI 36:3","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.123737915,-0.154
"PI 38:1","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.697727461,0.0401
"PI 38:2","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.092154772,-0.234
"PI 38:4","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.835923594,-0.0352
"PI 40:4","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.891191622,-0.0187
"PI 40:5","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.164850578,-0.137
"PI 40:6","PI","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.392492569,-0.104
"PI O-34:1","PI ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.437989848,-0.0821
"PI O-36:1","PI ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.414785865,0.0861
"PI O-38:1","PI ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.159144941,-0.125
"PI O-38:2","PI ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.59522407,0.0555
"PI O-38:3","PI ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.124872196,-0.155
"PI O-38:4","PI ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.071792577,-0.175
"PS 32:1","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.341070664,-0.0706
"PS 34:0","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.927741269,0.012
"PS 34:1","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.765242611,-0.0771
"PS 34:4","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.481097696,-0.109
"PS 34:5","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.940774552,0.0073
"PS 36:0","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.508546798,-0.0927
"PS 36:1","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.946732804,-0.0191
"PS 36:2","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.271915191,-0.162
"PS 36:8","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.715376963,0.0502
"PS 38:1","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.827056126,-0.0284
"PS 38:2","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.267972561,-0.11
"PS 38:3","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.534492528,0.0704
"PS 38:4","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.075804196,-0.205
"PS 38:8","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.688435392,-0.0401
"PS 40:1","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.25551083,0.17
"PS 40:2","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.593220291,0.055
"PS 40:4","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.255341543,-0.107
"PS 40:5","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.455816819,0.0752
"PS 40:6","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.870562044,-0.0242
"PS 42:1","PS","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.552866349,0.0615
"PS O-34:1","PS ether","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.318413483,0.0718
"SM(32:0","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.647383495,-0.0933
"SM(32:1","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.719467854,-0.13
"SM(32:2","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.93247436,0.0139
"SM(34:0","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.979820752,0.0146
"SM(34:1","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.6312983,0.326
"SM(34:1.1","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.45825869,0.82
"SM(34:2","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.662667843,-0.162
"SM(36:0","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.931288833,-0.123
"SM(36:1","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.978944429,-0.0278
"SM(36:2","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.747142719,0.143
"SM(38:0","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.935978308,-0.111
"SM(38:1","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.969502204,-0.0471
"SM(38:2","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.973797518,-0.0177
"SM(38:3","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.738000813,-0.217
"SM(40:0","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.284119106,0.65
"SM(40:1","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.48414747,0.56
"SM(40:2","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.981309402,0.0154
"SM(40:3","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.878435564,0.0809
"SM(42:0","SM","WT 100 vs WT Veh","WT 100","WT Veh","Up","WT 100",0.066170498,0.563
"SM(42:1","SM","WT 100 vs WT Veh","WT 100","WT Veh","Up","WT 100",0.082255225,1.02
"SM(42:2","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.177967869,0.808
"SM(42:3","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.1825033,0.611
"SM(44:0","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.829178127,0.0487
"SM(44:1","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.244545724,0.242
"SM(44:2","SM","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.430152324,0.122
"TG 32:0 NL 16:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.005737754,-0.294
"TG 34:1 NL 16:1","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.708615941,-0.157
"TG48:0] NL 16:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.071309924,-0.243
"TG48:1] NL 14:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.853390242,-0.0162
"TG48:1] NL 16:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.108799387,-0.227
"TG50:1] NL 16:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.057297587,-0.25
"TG50:1] NL 18:1","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.190678136,-0.154
"TG50:2]","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.59876323,0.0603
"TG50:2] NL 16:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.133526764,-0.16
"TG50:2] NL 18:1","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.542592326,-0.0712
"TG52:1] NL 16:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.062497441,-0.207
"TG52:1] NL 18:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.275884236,-0.109
"TG52:1] NL 18:1","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.188190116,-0.146
"TG52:2] NL 16:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.854480702,0.0174
"TG52:2] NL 18:1","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.292518378,-0.143
"TG52:3] NL 18:1","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.463553002,-0.0929
"TG54:1] NL 20:0","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.69912309,0.0506
"TG54:2] NL 18:1","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.514733387,-0.0832
"TG54:3] NL 18:1","TG","WT 100 vs WT Veh","WT 100","WT Veh","NS","NS",0.56763375,-0.0967
"[CE 18:1 +NH4]","CE","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.001372278,-0.481
"[DG 38:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.004602954,-0.372
"DG 32:0 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.011594387,0.346
"DG 34:0 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.007527927,0.344
"DG 40:6 NL 16:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.013297058,0.236
"PC 34:5","PC","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.000319291,0.729
"PC O-30:0","PC ether","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.394596486,0.117
"PC O-34:4","PC ether","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.000803207,0.67
"PC O-36:4","PC ether","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.241649419,0.212
"PC O-36:5","PC ether","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.535018312,0.1
"PC O-38:6","PC ether","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.0290853,0.393
"PC(20:0/8:0(COOH))","Oxidized PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.991819982,-0.00206
"PE 32:1","PE","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.000110128,-0.661
"PE 34:1","PE","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.002233267,-0.67
"PE 34:4","PE","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.00668069,0.586
"PI 34:1","PI","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",5.87e-05,-0.67
"PI 36:2","PI","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.000465094,-0.708
"PI 36:4","PI","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.00032014,-0.595
"PI 38:3","PI","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.000942547,-0.674
"PI 38:5","PI","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.006479589,-0.454
"[CE 14:0 +NH4]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.996869299,-0.000395
"[CE 16:0 +H]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.42715067,-0.141
"[CE 16:0 +NH4]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.379380709,-0.112
"[CE 16:1 +NH4]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.262911436,-0.119
"[CE 16:3 +K]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.670386433,-0.0486
"[CE 18:0 +Na]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.275672387,0.338
"[CE 18:0 +NH4]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.496649352,-0.079
"[CE 18:3 +Na]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.325877935,-0.108
"[CE 20:3 +Na]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.034431634,0.24
"[CE 20:4 +NH4]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.936796579,-0.00784
"[CE 22:2 +K]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.439941341,0.0719
"[CE 22:6 +NH4]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.713886801,0.0353
"[CE 24:1 +Na]","CE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.59793966,0.141
"[TG34:2] NL 20:0","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.009832502,0.3
"[TG36:0] NL 18:0","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.676095713,0.0648
"[TG38:0] NL 20:0","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.520009231,0.251
"[TG44:4] NL 20:0","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.541267174,0.218
"[TG44:5] NL 20:0","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.806942497,0.102
"[TG46:0] NL 16:0","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.503305932,-0.0754
"[TG48:7","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.054383529,-0.337
"[TG48:8","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.366798913,0.0798
"[TG50:7","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.799141981,-0.0312
"[TG50:8","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.802368847,-0.0243
"[TG50:8.1","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.138313437,-0.177
"[TG52:8","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.557514696,0.0555
"[TG52:8.1","TG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.855483881,-0.0171
"Cer(d14:1/20:0)","Cer","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.605976418,0.145
"Cer(d14:1/24:0(2OH))","Cer","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.656571865,0.0838
"Cer(d14:2/20:0)","Cer","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.589685351,0.202
"Cer(d18:0/20:0(2OH))","Cer","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.951920174,0.0194
"Cer(d18:1/16:0)","Cer","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.043416399,-0.467
"Cer(d18:1/18:0)","Cer","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.680683316,-0.0479
"Cer(d18:1/22:0)","Cer","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.707139451,0.0762
"Cer(d18:1/24:0)","Cer","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.018136984,0.318
"Cer(d18:1/24:1)","Cer","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.445359076,0.13
"Cer(d18:2/24:0)","Cer","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.560405855,0.1
"CerP(d18:1/24:1)","Other","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.5832578,-0.0721
"DG 30:0 NL 14:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.366701734,-0.13
"DG 30:1 NL 14:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.494266582,-0.0769
"DG 30:1 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.906691548,-0.0311
"DG 30:2 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.877822499,0.0631
"DG 30:2 NL 16:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.966763906,0.00827
"DG 30:2 NL 20:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.766893963,0.0638
"DG 30:3 NL 16:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.945153531,0.022
"DG 30:3 NL 20:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.843913293,0.0616
"DG 32:1 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.151491845,-0.161
"DG 32:1 NL 16:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.207040211,-0.183
"DG 32:5 NL 18:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.233114075,0.296
"DG 34:0 NL 18:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.015359259,0.425
"DG 34:0 NL 20:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.67364611,-0.0609
"DG 34:1 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.005309073,-0.411
"DG 34:1 NL 16:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.422350831,0.0813
"DG 34:1 NL 18:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","Down","WT Veh",0.001451017,-0.525
"DG 34:1 NL 20:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.503669965,-0.177
"DG 34:2 NL 16:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.730027219,0.0547
"DG 34:2 NL 18:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.370666669,0.118
"DG 34:2 NL 20:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.722344271,-0.101
"DG 34:3 NL 18:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.7230866,0.106
"DG 36:0 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.219351526,0.153
"DG 36:0 NL 18:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.010173585,0.376
"DG 36:1 NL 16:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.642745863,-0.0525
"DG 36:1 NL 18:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.700127037,-0.0355
"DG 36:1 NL 18:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.668667769,-0.0614
"DG 36:2 NL 18:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.096909305,-0.221
"DG 36:5 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.601670807,0.113
"DG 36:6 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.791555755,-0.146
"DG 36:6 NL 22:5","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.935895473,-0.0241
"DG 36:7 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.862973401,-0.108
"DG 36:7 NL 16:1","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.813224946,-0.0755
"DG 36:7 NL 20:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.736290825,0.048
"DG 36:7 NL 22:5","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.911120381,0.0461
"DG 36:8 NL 22:6","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.665749835,-0.15
"DG 38:0 NL 18:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.801596087,0.0318
"DG 38:0 NL 20:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.801560274,0.062
"DG 40:5 NL 20:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.579250013,0.0874
"DG 40:5 NL 22:5","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.987693447,0.0019
"DG 40:6 NL 20:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.42419157,-0.248
"DG 40:6 NL 22:6","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.902625333,-0.0371
"DG 40:7 NL 22:6","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.899121665,0.0166
"DG 42:10 NL 22:5","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.872424315,0.0411
"DG 42:11 NL 16:0","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.953716421,-0.0222
"DG 42:11 NL 22:5","DG","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.972572215,-0.0189
"LPC 16:0","LPC","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.086675987,0.598
"LPC 16:1","LPC","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.0596479,0.574
"LPC 18:0","LPC","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.013906822,0.615
"LPC 18:1","LPC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.158027524,0.691
"LPC 18:2","LPC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.511771549,0.0818
"LPC 20:0","LPC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.086802522,0.174
"LPC 24:0","LPC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.582974456,0.0779
"LPC 26:0","LPC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.588631842,0.138
"LPC O-18:1","LPC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.153407189,0.177
"LPC O-20:4","LPC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.458757353,0.139
"LPC O-20:5","LPC","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.003181932,0.492
"LPC(14:0)","Other","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.047923669,0.365
"LPC(20:1)","Other","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.898129052,-0.0189
"LPE 18:0","LPE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.372503361,0.153
"LPE 18:1","LPE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.939441456,-0.0147
"LPE 20:1","LPE","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.946842105,-0.00842
"LPE(O-20:4)","Other","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.348932735,0.211
"LPI O-20:0","Other","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.762853014,0.0666
"PC 14:0","PC","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.049078543,0.38
"PC 18:0","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.851179307,-0.0305
"PC 22:0","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.147235186,0.187
"PC 24:0","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.101186688,0.28
"PC 26:0","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.837631925,0.0753
"PC 26:1","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.014501344,0.248
"PC 28:0","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.027144162,-0.351
"PC 28:1","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.889832384,0.025
"PC 28:2","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.141822223,0.138
"PC 28:6","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.518969937,-0.0797
"PC 30:0","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.086007636,0.293
"PC 30:1","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.15289418,-0.227
"PC 30:2","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.417472614,0.11
"PC 30:3","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.551625469,0.0738
"PC 32:0","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.268780662,0.186
"PC 32:1","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.521716798,-0.128
"PC 32:2","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.287106743,0.188
"PC 32:3","PC","WT 200 vs WT Veh","WT 200","WT Veh","Up","WT 200",0.000554312,0.485
"PC 32:4","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.151121383,0.171
"PC 32:5","PC","WT 200 vs WT Veh","WT 200","WT Veh","NS","NS",0.11043087,0.199
